State,Year,Month,Number of Disconnections,Disconnection Rate,code
California,2013,March,55444,0.003190608,CA
California,2013,May,60312,0.00355103025,CA
California,2013,November,44293,0.0022018118,CA
California,2013,October,55005,0.0026264026,CA
California,2013,September,51453,0.0024508934,CA
California,2014,April,55663,0.0033552210000000002,CA
California,2014,August,60065,0.0030580332,CA
California,2014,December,40570,0.0021611708,CA
California,2014,February,53426,0.0029457545,CA
California,2014,January,50839,0.00288318725,CA
California,2014,July,52560,0.0025903624,CA
California,2014,June,46403,0.002305929,CA
California,2014,March,61818,0.0027934754,CA
California,2014,May,54359,0.0025598178,CA
California,2014,November,39201,0.0021266656,CA
California,2014,October,63267,0.0030560626000000002,CA
California,2014,September,49190,0.0023143558,CA
California,2015,April,72374,0.0036273166000000004,CA
California,2015,August,59099,0.0027090898,CA
California,2015,December,52168,0.0020645278333333334,CA
California,2015,February,60508,0.0030441876,CA
California,2015,January,54832,0.0028873073999999997,CA
California,2015,July,60436,0.0027999634,CA
California,2015,June,56214,0.0026407502,CA
California,2015,March,67751,0.0034253062,CA
California,2015,May,60763,0.003063345,CA
California,2015,November,58218,0.002306958,CA
California,2015,October,63033,0.0029904094,CA
California,2015,September,59853,0.0027896666,CA
California,2016,April,76704,0.003013551333333333,CA
California,2016,August,85774,0.0029533068571428573,CA
California,2016,December,46349,0.0019346204285714285,CA
California,2016,February,77910,0.003296819333333333,CA
California,2016,January,79573,0.0033758723333333334,CA
California,2016,July,57063,0.002102214142857143,CA
California,2016,June,70581,0.002575692142857143,CA
California,2016,March,97589,0.0038769233333333336,CA
California,2016,May,64457,0.002658229333333333,CA
California,2016,November,73730,0.0028049787142857144,CA
California,2016,October,91959,0.003236243714285714,CA
California,2016,September,98508,0.0033279685714285713,CA
California,2017,April,63742,0.0021616061428571427,CA
California,2017,August,86553,0.0030793848571428572,CA
California,2017,December,40604,0.001559461,CA
California,2017,February,77407,0.0029110545714285713,CA
California,2017,January,84879,0.003195344,CA
California,2017,July,61230,0.002313719142857143,CA
California,2017,June,70307,0.002563187,CA
California,2017,March,93420,0.003199884,CA
California,2017,May,73630,0.002824154142857143,CA
California,2017,November,86863,0.003045822714285714,CA
California,2017,October,101345,0.0036193534285714284,CA
California,2017,September,84493,0.003022766142857143,CA
California,2018,April,61987,0.002724796833333333,CA
California,2018,August,68435,0.0028248875,CA
California,2018,December,48805,0.001777133,CA
California,2018,February,60256,0.0027227745,CA
California,2018,January,77183,0.0033016306666666666,CA
California,2018,July,43499,0.0019346636666666668,CA
California,2018,June,58389,0.0024933165,CA
California,2018,March,78849,0.0033011313333333333,CA
California,2018,May,74072,0.0030976493333333337,CA
California,2018,November,63677,0.0023176007142857143,CA
California,2018,October,94354,0.003288547714285714,CA
California,2018,September,68171,0.002914769666666666,CA
California,2019,April,80997,0.002833220142857143,CA
California,2019,August,61323,0.0021338218571428573,CA
California,2019,December,52802,0.0019146852857142855,CA
California,2019,February,55330,0.002005692,CA
California,2019,January,49264,0.001892049,CA
California,2019,July,55427,0.0019715355714285715,CA
California,2019,June,51112,0.001876926,CA
California,2019,March,81545,0.0028370255714285715,CA
California,2019,May,84080,0.0028900498571428576,CA
California,2019,November,58569,0.00211971,CA
California,2019,October,75877,0.0025635384285714285,CA
California,2019,September,70711,0.002391790285714286,CA
California,2020,April,0,0.0,CA
California,2020,August,0,0.0,CA
California,2020,December,0,0.0,CA
California,2020,February,65785,0.0022700095714285715,CA
California,2020,January,54326,0.0019319675714285713,CA
California,2020,July,0,0.0,CA
California,2020,June,0,0.0,CA
California,2020,March,29231,0.0010272192857142858,CA
California,2020,May,0,0.0,CA
California,2020,November,0,0.0,CA
California,2020,October,0,0.0,CA
California,2020,September,0,0.0,CA
California,2021,April,0,0.0,CA
California,2021,August,0,0.0,CA
California,2021,December,0,0.0,CA
California,2021,February,0,0.0,CA
California,2021,January,0,0.0,CA
California,2021,July,0,0.0,CA
California,2021,June,0,0.0,CA
California,2021,March,0,0.0,CA
California,2021,May,0,0.0,CA
California,2021,November,0,0.0,CA
California,2021,October,0,0.0,CA
California,2021,September,0,0.0,CA
California,2022,April,0,0.0,CA
California,2022,August,14,6.3e-07,CA
California,2022,December,7828,0.00035213475,CA
California,2022,February,0,0.0,CA
California,2022,January,0,0.0,CA
California,2022,July,0,0.0,CA
California,2022,June,0,0.0,CA
California,2022,March,0,0.0,CA
California,2022,May,34,0.0,CA
California,2022,November,6710,0.000301306,CA
California,2022,October,3878,0.00017403225,CA
California,2022,September,146,6.55e-06,CA
Colorado,2016,December,84,,CO
Colorado,2016,November,145,,CO
Colorado,2017,April,117,0.0,CO
Colorado,2017,August,158,0.0,CO
Colorado,2017,December,147,0.0,CO
Colorado,2017,February,110,0.0,CO
Colorado,2017,January,109,0.0,CO
Colorado,2017,July,122,0.0,CO
Colorado,2017,June,119,0.0,CO
Colorado,2017,March,157,0.0,CO
Colorado,2017,May,119,0.0,CO
Colorado,2017,November,145,0.0,CO
Colorado,2017,October,92,0.0,CO
Colorado,2017,September,155,0.0,CO
Colorado,2018,April,949,0.012679356,CO
Colorado,2018,August,1807,0.007396105666666666,CO
Colorado,2018,December,1498,0.006378010666666667,CO
Colorado,2018,February,790,0.010627383,CO
Colorado,2018,January,1147,0.015052907,CO
Colorado,2018,July,1659,0.006814202666666667,CO
Colorado,2018,June,856,0.0054897935,CO
Colorado,2018,March,968,0.012005574,CO
Colorado,2018,May,881,0.005880281,CO
Colorado,2018,November,1677,0.006699588333333333,CO
Colorado,2018,October,1786,0.007342744333333334,CO
Colorado,2018,September,1723,0.006849933666666666,CO
Colorado,2019,April,1917,0.007739659666666667,CO
Colorado,2019,August,3519,0.005017048333333334,CO
Colorado,2019,December,2157,0.003596362666666667,CO
Colorado,2019,February,1386,0.005690331,CO
Colorado,2019,January,1599,0.006727246333333333,CO
Colorado,2019,July,3552,0.0052388885,CO
Colorado,2019,June,1827,0.0074455346666666665,CO
Colorado,2019,March,1348,0.005351339666666667,CO
Colorado,2019,May,1842,0.0074405493333333335,CO
Colorado,2019,November,2077,0.003541525833333333,CO
Colorado,2019,October,2227,0.003803247166666666,CO
Colorado,2019,September,3491,0.004984644833333334,CO
Colorado,2020,April,0,7.685714285714285e-08,CO
Colorado,2020,August,209,2.4697166666666668e-05,CO
Colorado,2020,December,936,0.00012213979999999998,CO
Colorado,2020,February,2798,0.0033605695714285714,CO
Colorado,2020,January,4427,0.003882391428571428,CO
Colorado,2020,July,98,2.1169e-05,CO
Colorado,2020,June,0,7.685714285714285e-08,CO
Colorado,2020,March,2769,0.0029256352857142853,CO
Colorado,2020,May,1,1.8685714285714287e-07,CO
Colorado,2020,November,1277,0.0001295318,CO
Colorado,2020,October,2231,0.0001369238,CO
Colorado,2020,September,697,5.960366666666667e-05,CO
Colorado,2021,April,2907,0.0010385972857142856,CO
Colorado,2021,August,2922,0.0033082804,CO
Colorado,2021,December,2812,0.0035746146666666666,CO
Colorado,2021,February,1755,0.0006913414285714285,CO
Colorado,2021,January,1540,0.0007559746666666667,CO
Colorado,2021,July,3037,0.0025652526666666664,CO
Colorado,2021,June,3612,0.0037433699999999998,CO
Colorado,2021,March,1945,0.0007112298571428572,CO
Colorado,2021,May,3735,0.004187249,CO
Colorado,2021,November,3041,0.0037021775000000002,CO
Colorado,2021,October,3260,0.004188210833333333,CO
Colorado,2021,September,3391,0.004194150000000001,CO
Colorado,2022,April,3499,0.0030809735,CO
Colorado,2022,August,2722,0.0061609212500000005,CO
Colorado,2022,December,482,0.00366371075,CO
Colorado,2022,February,1721,0.001108775,CO
Colorado,2022,January,1301,0.001108775,CO
Colorado,2022,July,2722,0.0061609212500000005,CO
Colorado,2022,June,3499,0.0030809735,CO
Colorado,2022,March,2043,0.001108775,CO
Colorado,2022,May,3499,0.0030809735,CO
Colorado,2022,November,482,0.00366371075,CO
Colorado,2022,October,482,0.00366371075,CO
Colorado,2022,September,2722,0.0061609212500000005,CO
Connecticut,2017,April,232,,CT
Connecticut,2017,August,359,,CT
Connecticut,2017,December,28,,CT
Connecticut,2017,February,68,,CT
Connecticut,2017,January,68,,CT
Connecticut,2017,July,257,,CT
Connecticut,2017,June,345,,CT
Connecticut,2017,March,76,,CT
Connecticut,2017,May,444,,CT
Connecticut,2017,November,193,,CT
Connecticut,2017,October,250,,CT
Connecticut,2017,September,280,,CT
Connecticut,2018,April,178,,CT
Connecticut,2018,August,277,,CT
Connecticut,2018,December,4,,CT
Connecticut,2018,February,72,,CT
Connecticut,2018,January,7,,CT
Connecticut,2018,July,215,,CT
Connecticut,2018,June,258,,CT
Connecticut,2018,March,117,,CT
Connecticut,2018,May,422,,CT
Connecticut,2018,November,86,,CT
Connecticut,2018,October,313,,CT
Connecticut,2018,September,219,,CT
Connecticut,2019,April,176,,CT
Connecticut,2019,August,249,,CT
Connecticut,2019,December,4,,CT
Connecticut,2019,February,4,,CT
Connecticut,2019,January,5,,CT
Connecticut,2019,July,300,,CT
Connecticut,2019,June,284,,CT
Connecticut,2019,March,52,,CT
Connecticut,2019,May,360,,CT
Connecticut,2019,November,65,,CT
Connecticut,2019,October,308,,CT
Connecticut,2019,September,212,,CT
Connecticut,2020,April,0,0.0,CT
Connecticut,2020,August,0,0.0,CT
Connecticut,2020,December,82,0.0,CT
Connecticut,2020,February,8878,0.0,CT
Connecticut,2020,January,7345,0.0,CT
Connecticut,2020,July,0,0.0,CT
Connecticut,2020,June,0,0.0,CT
Connecticut,2020,March,46,0.0,CT
Connecticut,2020,May,0,0.0,CT
Connecticut,2020,November,197,0.0,CT
Connecticut,2020,October,206,0.0,CT
Connecticut,2020,September,0,0.0,CT
Connecticut,2021,April,169,0.0,CT
Connecticut,2021,August,245,0.0,CT
Connecticut,2021,December,1641,0.001274561,CT
Connecticut,2021,February,3,0.0,CT
Connecticut,2021,January,8,0.0,CT
Connecticut,2021,July,275,0.0,CT
Connecticut,2021,June,234,0.0,CT
Connecticut,2021,March,209,0.0,CT
Connecticut,2021,May,423,0.0,CT
Connecticut,2021,November,2393,0.001532415,CT
Connecticut,2021,October,311,4.5e-05,CT
Connecticut,2021,September,243,0.0,CT
Connecticut,2022,April,9563,,CT
Connecticut,2022,August,9240,,CT
Connecticut,2022,December,6095,,CT
Connecticut,2022,February,3258,,CT
Connecticut,2022,January,2675,,CT
Connecticut,2022,July,9008,,CT
Connecticut,2022,June,5826,,CT
Connecticut,2022,March,2704,,CT
Connecticut,2022,May,8391,,CT
Connecticut,2022,November,6765,,CT
Connecticut,2022,October,10212,,CT
Connecticut,2022,September,9177,,CT
Connecticut,2023,February,2932,,CT
Connecticut,2023,January,8152,,CT
Florida,2007,April,47,,FL
Florida,2007,August,135,,FL
Florida,2007,December,173,,FL
Florida,2007,February,70,,FL
Florida,2007,January,108,,FL
Florida,2007,July,93,,FL
Florida,2007,June,119,,FL
Florida,2007,March,186,,FL
Florida,2007,May,59,,FL
Florida,2007,November,120,,FL
Florida,2007,October,110,,FL
Florida,2007,September,137,,FL
Florida,2008,April,1733,,FL
Florida,2008,August,2308,,FL
Florida,2008,December,1853,,FL
Florida,2008,February,2575,,FL
Florida,2008,January,2207,,FL
Florida,2008,July,2339,,FL
Florida,2008,June,1926,,FL
Florida,2008,March,1719,,FL
Florida,2008,May,2015,,FL
Florida,2008,November,2036,,FL
Florida,2008,October,2358,,FL
Florida,2008,September,2303,,FL
Florida,2009,April,2003,,FL
Florida,2009,August,1869,,FL
Florida,2009,December,1693,,FL
Florida,2009,February,1918,,FL
Florida,2009,January,2136,,FL
Florida,2009,July,1996,,FL
Florida,2009,June,1782,,FL
Florida,2009,March,2194,,FL
Florida,2009,May,1593,,FL
Florida,2009,November,1519,,FL
Florida,2009,October,2306,,FL
Florida,2009,September,1935,,FL
Florida,2010,April,15854,0.02690244625,FL
Florida,2010,August,13586,0.026184611250000003,FL
Florida,2010,December,9412,0.01761351375,FL
Florida,2010,February,10956,0.020074380250000003,FL
Florida,2010,January,9467,0.017620753500000003,FL
Florida,2010,July,14211,0.02838666525,FL
Florida,2010,June,13552,0.02476958575,FL
Florida,2010,March,16001,0.02916439725,FL
Florida,2010,May,13526,0.02561717225,FL
Florida,2010,November,12442,0.02018064675,FL
Florida,2010,October,14746,0.027097198250000003,FL
Florida,2010,September,14206,0.027762579750000002,FL
Florida,2011,April,14031,0.022737674,FL
Florida,2011,August,12411,0.024146138,FL
Florida,2011,December,9644,0.019903196,FL
Florida,2011,February,12222,0.021515700999999998,FL
Florida,2011,January,12413,0.024330753666666666,FL
Florida,2011,July,10638,0.020745137333333333,FL
Florida,2011,June,10962,0.021974267333333335,FL
Florida,2011,March,14346,0.027438056,FL
Florida,2011,May,11319,0.020143616666666666,FL
Florida,2011,November,11355,0.023143980666666664,FL
Florida,2011,October,13008,0.023970640333333335,FL
Florida,2011,September,12761,0.027146319000000002,FL
Florida,2012,April,11674,0.018163851999999998,FL
Florida,2012,August,12185,0.020879521,FL
Florida,2012,December,10651,0.01810774,FL
Florida,2012,February,10663,0.017645132333333334,FL
Florida,2012,January,10909,0.021282174,FL
Florida,2012,July,10687,0.018719324,FL
Florida,2012,June,10996,0.019399927333333334,FL
Florida,2012,March,11513,0.016801974333333334,FL
Florida,2012,May,12225,0.018389673999999998,FL
Florida,2012,November,11717,0.019618254,FL
Florida,2012,October,13247,0.025420810333333335,FL
Florida,2012,September,11046,0.020632537666666666,FL
Florida,2013,April,13059,0.019314913,FL
Florida,2013,August,13121,0.024146077333333335,FL
Florida,2013,December,13867,0.021042428333333335,FL
Florida,2013,February,9686,0.018676291666666667,FL
Florida,2013,January,14581,0.025778617333333333,FL
Florida,2013,July,11799,0.023263653333333332,FL
Florida,2013,June,9485,0.018346077,FL
Florida,2013,March,11179,0.017143527333333335,FL
Florida,2013,May,11680,0.018708975666666666,FL
Florida,2013,November,11524,0.019243735666666668,FL
Florida,2013,October,15519,0.026156807666666667,FL
Florida,2013,September,12327,0.025021860999999996,FL
Florida,2014,April,13189,0.021544287,FL
Florida,2014,August,13660,0.021345056,FL
Florida,2014,December,15028,0.020477224666666665,FL
Florida,2014,February,11702,0.018102575666666666,FL
Florida,2014,January,11061,0.022247594333333332,FL
Florida,2014,July,15647,0.024317221,FL
Florida,2014,June,14035,0.020659683666666664,FL
Florida,2014,March,12141,0.019331585333333335,FL
Florida,2014,May,12228,0.019369910333333334,FL
Florida,2014,November,11968,0.019380672333333335,FL
Florida,2014,October,15757,0.024145937333333336,FL
Florida,2014,September,15087,0.02393319166666667,FL
Florida,2015,April,15139,0.019877944999999998,FL
Florida,2015,August,16419,0.020675498666666667,FL
Florida,2015,December,17024,0.022257284333333332,FL
Florida,2015,February,11593,0.016997059666666665,FL
Florida,2015,January,13469,0.021511164333333332,FL
Florida,2015,July,15364,0.023233691333333334,FL
Florida,2015,June,15605,0.022306586,FL
Florida,2015,March,13147,0.018195120666666665,FL
Florida,2015,May,13439,0.017931189,FL
Florida,2015,November,14464,0.020480411666666667,FL
Florida,2015,October,16114,0.024040706999999998,FL
Florida,2015,September,17175,0.024867992000000002,FL
Florida,2016,April,15912,0.01956968833333333,FL
Florida,2016,August,18742,0.023419594000000002,FL
Florida,2016,December,19653,0.025323947333333333,FL
Florida,2016,February,14585,0.019810834333333333,FL
Florida,2016,January,17206,0.025119901666666666,FL
Florida,2016,July,18313,0.021958920666666663,FL
Florida,2016,June,19335,0.024794707333333332,FL
Florida,2016,March,17243,0.021929709333333335,FL
Florida,2016,May,16283,0.020220442,FL
Florida,2016,November,21191,0.027823832333333336,FL
Florida,2016,October,17964,0.021496777666666664,FL
Florida,2016,September,19438,0.025683454000000005,FL
Florida,2017,April,15402,0.018910091666666667,FL
Florida,2017,August,23242,0.029019741999999998,FL
Florida,2017,December,17656,0.022504634333333332,FL
Florida,2017,February,16271,0.01882888,FL
Florida,2017,January,18614,0.023515990666666667,FL
Florida,2017,July,19880,0.024889021333333334,FL
Florida,2017,June,20763,0.025672719,FL
Florida,2017,March,16620,0.021871974666666665,FL
Florida,2017,May,18271,0.021948382333333332,FL
Florida,2017,November,22604,0.027717065000000003,FL
Florida,2017,October,26443,0.03253256366666667,FL
Florida,2017,September,15855,0.019142531666666667,FL
Florida,2018,April,19168,0.022112282666666667,FL
Florida,2018,August,23505,0.028689596666666668,FL
Florida,2018,December,20348,0.027105332,FL
Florida,2018,February,18047,0.02209063433333333,FL
Florida,2018,January,22512,0.030112555333333332,FL
Florida,2018,July,20066,0.024954391333333336,FL
Florida,2018,June,20898,0.023609680000000004,FL
Florida,2018,March,19346,0.02283190766666667,FL
Florida,2018,May,22338,0.02628286566666667,FL
Florida,2018,November,19066,0.025554526333333338,FL
Florida,2018,October,21862,0.027814942,FL
Florida,2018,September,19387,0.024423051,FL
Florida,2019,April,18129,0.02310098066666667,FL
Florida,2019,August,19923,0.025706275666666667,FL
Florida,2019,December,21477,0.024738304000000003,FL
Florida,2019,February,18492,0.021939174000000002,FL
Florida,2019,January,21133,0.027878242,FL
Florida,2019,July,19427,0.025803743666666667,FL
Florida,2019,June,19445,0.023467669333333333,FL
Florida,2019,March,16635,0.020012477666666667,FL
Florida,2019,May,18941,0.022918739333333337,FL
Florida,2019,November,19762,0.026436692666666668,FL
Florida,2019,October,24538,0.03410877166666667,FL
Florida,2019,September,21036,0.029324863666666662,FL
Florida,2020,April,858,0.00028648485714285717,FL
Florida,2020,August,21387,0.008873971375000001,FL
Florida,2020,December,146545,0.017016363875,FL
Florida,2020,February,106188,0.013715985857142857,FL
Florida,2020,January,129611,0.018816248285714286,FL
Florida,2020,July,9352,0.007980369250000001,FL
Florida,2020,June,1866,0.0023668287499999997,FL
Florida,2020,March,52420,0.007962153714285715,FL
Florida,2020,May,463,0.00015401471428571427,FL
Florida,2020,November,124693,0.014632483125,FL
Florida,2020,October,127172,0.0196414805,FL
Florida,2020,September,26206,0.010180255,FL
Florida,2021,April,103226,0.011289066875,FL
Florida,2021,August,148333,0.014709727875,FL
Florida,2021,December,21906,0.00835835675,FL
Florida,2021,February,105325,0.01058165025,FL
Florida,2021,January,113942,0.01335518425,FL
Florida,2021,July,130301,0.012553001125,FL
Florida,2021,June,133181,0.0132971815,FL
Florida,2021,March,109398,0.012283421499999999,FL
