State,Year,Month,Number of Disconnections,Disconnection Rate,code
Louisiana,2019,May,2167.0,,LA
Louisiana,2019,November,1767.0,,LA
Louisiana,2019,October,2069.0,,LA
Louisiana,2019,September,1802.0,,LA
Louisiana,2020,August,1044.0,,LA
Louisiana,2020,December,2231.0,,LA
Louisiana,2020,February,1679.0,,LA
Louisiana,2020,January,2668.0,,LA
Louisiana,2020,July,0.0,,LA
Louisiana,2020,March,827.0,,LA
Louisiana,2020,November,1830.0,,LA
Louisiana,2020,October,2241.0,,LA
Louisiana,2020,September,1829.0,,LA
Louisiana,2021,April,2126.0,,LA
Louisiana,2021,August,1192.0,,LA
Louisiana,2021,December,1898.0,,LA
Louisiana,2021,February,1386.0,,LA
Louisiana,2021,January,1717.0,,LA
Louisiana,2021,July,1661.0,,LA
Louisiana,2021,June,1635.0,,LA
Louisiana,2021,March,1668.0,,LA
Louisiana,2021,May,1533.0,,LA
Louisiana,2021,November,1819.0,,LA
Louisiana,2021,October,2142.0,,LA
Louisiana,2021,September,1914.0,,LA
Louisiana,2022,February,1632.0,,LA
Louisiana,2022,January,1545.0,,LA
Louisiana,2022,March,1429.0,,LA
Maine,1999,April,361.0,0.0009631704999999999,ME
Maine,1999,August,2555.0,0.005251137,ME
Maine,1999,December,94.0,0.0001302505,ME
Maine,1999,February,231.0,0.000288826,ME
Maine,1999,January,169.0,0.000224467,ME
Maine,1999,July,2501.0,0.0045576125000000006,ME
Maine,1999,June,3140.0,0.0057112885,ME
Maine,1999,March,191.0,0.0003126855,ME
Maine,1999,May,2367.0,0.005039638,ME
Maine,1999,November,742.0,0.0020124835,ME
Maine,1999,October,1964.0,0.004081906,ME
Maine,1999,September,2357.0,0.004587931999999999,ME
Maine,2000,April,602.0,0.0011646655,ME
Maine,2000,August,2317.0,0.0045493625,ME
Maine,2000,December,32.0,3.275e-05,ME
Maine,2000,February,252.0,0.000258014,ME
Maine,2000,January,213.0,0.0002987155,ME
Maine,2000,July,2192.0,0.0039698395,ME
Maine,2000,June,2430.0,0.0051327265,ME
Maine,2000,March,241.0,0.000311257,ME
Maine,2000,May,3494.0,0.0070929454999999995,ME
Maine,2000,November,716.0,0.0017167995,ME
Maine,2000,October,2209.0,0.0040840040000000005,ME
Maine,2000,September,1826.0,0.0034015879999999997,ME
Maine,2001,April,542.0,0.0017453755,ME
Maine,2001,August,1946.0,0.0038683615,ME
Maine,2001,December,23.0,7.11615e-05,ME
Maine,2001,February,122.0,0.000155387,ME
Maine,2001,January,85.0,0.0001338935,ME
Maine,2001,July,1968.0,0.0038267915,ME
Maine,2001,June,2192.0,0.004340726,ME
Maine,2001,March,58.0,0.000122528,ME
Maine,2001,May,2963.0,0.006174218,ME
Maine,2001,November,770.0,0.002534652,ME
Maine,2001,October,1940.0,0.0041814595,ME
Maine,2001,September,1452.0,0.0032886534999999996,ME
Maine,2002,April,799.0,0.0015437755,ME
Maine,2002,August,1912.0,0.0034327945,ME
Maine,2002,December,173.0,0.000188574,ME
Maine,2002,February,81.0,0.0001443645,ME
Maine,2002,January,86.0,0.000133483,ME
Maine,2002,July,2342.0,0.0044176795000000005,ME
Maine,2002,June,2408.0,0.0042613435,ME
Maine,2002,March,170.0,0.0001697275,ME
Maine,2002,May,3380.0,0.0061365775000000004,ME
Maine,2002,November,1122.0,0.0027075555,ME
Maine,2002,October,2159.0,0.0035047895,ME
Maine,2002,September,2067.0,0.0040320055,ME
Maine,2003,April,597.0,0.001019164,ME
Maine,2003,August,1954.0,0.0040649885,ME
Maine,2003,December,64.0,9.4979e-05,ME
Maine,2003,February,65.0,0.000111928,ME
Maine,2003,January,106.0,0.00026416,ME
Maine,2003,July,2676.0,0.0051113025,ME
Maine,2003,June,2668.0,0.0047997685,ME
Maine,2003,March,99.0,0.0001773595,ME
Maine,2003,May,2759.0,0.0043619345,ME
Maine,2003,November,909.0,0.0023651115,ME
Maine,2003,October,2404.0,0.004571868,ME
Maine,2003,September,2744.0,0.004906542,ME
Maine,2004,April,697.0,0.001404709,ME
Maine,2004,August,2568.0,0.005310475,ME
Maine,2004,December,36.0,3.49e-05,ME
Maine,2004,February,78.0,0.0001390075,ME
Maine,2004,January,70.0,9.956900000000001e-05,ME
Maine,2004,July,2569.0,0.0048518345,ME
Maine,2004,June,3474.0,0.006806848,ME
Maine,2004,March,3.0,1.874e-05,ME
Maine,2004,May,3424.0,0.005855005999999999,ME
Maine,2004,November,1099.0,0.0026026875,ME
Maine,2004,October,2229.0,0.0046648755,ME
Maine,2004,September,2775.0,0.005939054,ME
Maine,2005,April,565.0,0.001452678,ME
Maine,2005,August,2698.0,0.0057251535,ME
Maine,2005,December,30.0,6.015e-05,ME
Maine,2005,February,81.0,0.000140324,ME
Maine,2005,January,47.0,6.065e-05,ME
Maine,2005,July,2449.0,0.0052984525,ME
Maine,2005,June,3128.0,0.0066710615000000004,ME
Maine,2005,March,113.0,0.00012365,ME
Maine,2005,May,3717.0,0.0061314205,ME
Maine,2005,November,1000.0,0.00274973,ME
Maine,2005,October,2196.0,0.0051040925,ME
Maine,2005,September,2661.0,0.0055953575,ME
Maine,2006,April,683.0,0.0013529775,ME
Maine,2006,August,2541.0,0.0054498895,ME
Maine,2006,December,21.0,3.56e-05,ME
Maine,2006,February,59.0,7.1647e-05,ME
Maine,2006,January,59.0,8.7298e-05,ME
Maine,2006,July,2597.0,0.005001882500000001,ME
Maine,2006,June,2752.0,0.0055875025,ME
Maine,2006,March,125.0,0.000181281,ME
Maine,2006,May,3870.0,0.0064606505,ME
Maine,2006,November,1219.0,0.002895322,ME
Maine,2006,October,2792.0,0.0058133995,ME
Maine,2006,September,2505.0,0.004867583,ME
Maine,2007,April,518.0,0.0019648434999999997,ME
Maine,2007,August,3135.0,0.006323951,ME
Maine,2007,December,4.0,1.935e-05,ME
Maine,2007,February,28.0,4.175e-05,ME
Maine,2007,January,26.0,0.00011783,ME
Maine,2007,July,2443.0,0.0055382125,ME
Maine,2007,June,3304.0,0.006122820500000001,ME
Maine,2007,March,365.0,0.000356018,ME
Maine,2007,May,4730.0,0.008872079500000001,ME
Maine,2007,November,2280.0,0.0038108589999999998,ME
Maine,2007,October,534.0,0.0040698185,ME
Maine,2007,September,2678.0,0.0047279445,ME
Maine,2008,April,896.0,0.0020317365,ME
Maine,2008,August,3025.0,0.0054879939999999995,ME
Maine,2008,December,4.0,3.4905e-05,ME
Maine,2008,February,7.0,6.8859e-05,ME
Maine,2008,January,12.0,1.115e-05,ME
Maine,2008,July,4039.0,0.0072238405,ME
Maine,2008,June,4025.0,0.00602595,ME
Maine,2008,March,13.0,0.00012118,ME
Maine,2008,May,4811.0,0.007487912,ME
Maine,2008,November,1615.0,0.003197678,ME
Maine,2008,October,3469.0,0.0065079465,ME
Maine,2008,September,3540.0,0.006355544,ME
Maine,2009,April,1562.0,0.0021026795000000003,ME
Maine,2009,August,3423.0,0.006247839999999999,ME
Maine,2009,December,40.0,0.000115154,ME
Maine,2009,February,17.0,3.135e-05,ME
Maine,2009,January,13.0,4.3299999999999995e-05,ME
Maine,2009,July,3647.0,0.007220882499999999,ME
Maine,2009,June,4844.0,0.0085793215,ME
Maine,2009,March,16.0,4.6049999999999994e-05,ME
Maine,2009,May,6311.0,0.009203422999999999,ME
Maine,2009,November,1356.0,0.0027556589999999997,ME
Maine,2009,October,3756.0,0.0064312055,ME
Maine,2009,September,3568.0,0.005835244999999999,ME
Maine,2010,April,1159.0,0.0019110124999999999,ME
Maine,2010,August,4039.0,0.0061728040000000005,ME
Maine,2010,December,40.0,8.37e-05,ME
Maine,2010,February,44.0,0.000118622,ME
Maine,2010,January,54.0,9.659999999999999e-05,ME
Maine,2010,July,3423.0,0.0056676685000000004,ME
Maine,2010,June,4261.0,0.0077981380000000005,ME
Maine,2010,March,53.0,0.00014250650000000002,ME
Maine,2010,May,5257.0,0.0079039845,ME
Maine,2010,November,1146.0,0.002211294,ME
Maine,2010,October,3475.0,0.0043884785,ME
Maine,2010,September,4232.0,0.005835407000000001,ME
Maine,2011,April,1315.0,0.0019570825000000003,ME
Maine,2011,August,3546.0,0.0060036815,ME
Maine,2011,December,46.0,0.0001046635,ME
Maine,2011,February,25.0,3.855e-05,ME
Maine,2011,January,28.0,0.0001505265,ME
Maine,2011,July,3630.0,0.005722147,ME
Maine,2011,June,4831.0,0.007636855,ME
Maine,2011,March,45.0,0.000134945,ME
Maine,2011,May,5981.0,0.0083505285,ME
Maine,2011,November,2051.0,0.0036472335000000003,ME
Maine,2011,October,5006.0,0.0065187305,ME
Maine,2011,September,4222.0,0.0062505745,ME
Maine,2012,April,1729.0,0.003170633,ME
Maine,2012,August,3752.0,0.006880402,ME
Maine,2012,December,12.0,2.2e-05,ME
Maine,2012,February,126.0,0.000231058,ME
Maine,2012,January,104.0,0.000190715,ME
Maine,2012,July,3173.0,0.005818634,ME
Maine,2012,June,3264.0,0.005985509,ME
Maine,2012,March,140.0,0.000256731,ME
Maine,2012,May,5421.0,0.009941007,ME
Maine,2012,November,3952.0,0.007247161,ME
Maine,2012,October,6040.0,0.011076126,ME
Maine,2012,September,4490.0,0.008233743,ME
Maine,2013,April,4289.0,0.007840091,ME
Maine,2013,August,6086.0,0.011124922,ME
Maine,2013,December,62.0,0.000113333,ME
Maine,2013,February,138.0,0.000252258,ME
Maine,2013,January,79.0,0.000144408,ME
Maine,2013,July,5952.0,0.010879977,ME
Maine,2013,June,5631.0,0.010293204,ME
Maine,2013,March,287.0,0.000524623,ME
Maine,2013,May,7905.0,0.014449969,ME
Maine,2013,November,2595.0,0.004743538,ME
Maine,2013,October,7201.0,0.01316309,ME
Maine,2013,September,5699.0,0.010417504,ME
Maine,2014,April,2429.0,0.002705658,ME
Maine,2014,August,5647.0,0.0073074855000000005,ME
Maine,2014,December,131.0,0.0001314255,ME
Maine,2014,February,102.0,9.70035e-05,ME
Maine,2014,January,136.0,0.000139973,ME
Maine,2014,July,6075.0,0.007705763500000001,ME
Maine,2014,June,7157.0,0.0086765045,ME
Maine,2014,March,135.0,0.0001510255,ME
Maine,2014,May,8824.0,0.0107311565,ME
Maine,2014,November,2483.0,0.002555467,ME
Maine,2014,October,6325.0,0.007738297,ME
Maine,2014,September,7166.0,0.0083496605,ME
Maine,2015,April,3444.0,0.0046622225,ME
Maine,2015,August,6563.0,0.0080813625,ME
Maine,2015,December,139.0,0.0001342135,ME
Maine,2015,February,27.0,3.635e-05,ME
Maine,2015,January,75.0,9.186100000000001e-05,ME
Maine,2015,July,7556.0,0.0073490675000000005,ME
Maine,2015,June,9131.0,0.0084685635,ME
Maine,2015,March,337.0,0.0003339225,ME
Maine,2015,May,8060.0,0.009039146500000001,ME
Maine,2015,November,3045.0,0.003245268,ME
Maine,2015,October,7078.0,0.007526693,ME
Maine,2015,September,7300.0,0.0082852355,ME
Maine,2016,April,1934.0,0.002637723,ME
Maine,2016,August,7438.0,0.008537101,ME
Maine,2016,December,31.0,3.945e-05,ME
Maine,2016,February,227.0,0.000276645,ME
Maine,2016,January,151.0,0.00017364099999999999,ME
Maine,2016,July,5805.0,0.006818675999999999,ME
Maine,2016,June,9098.0,0.0106122245,ME
Maine,2016,March,313.0,0.000385832,ME
Maine,2016,May,9314.0,0.011056549,ME
Maine,2016,November,4330.0,0.004641357,ME
Maine,2016,October,6342.0,0.006997164,ME
Maine,2016,September,6755.0,0.0074675855,ME
Maine,2017,April,1986.0,0.0020050125,ME
Maine,2017,August,6903.0,0.008090584,ME
Maine,2017,December,8.0,3.015e-05,ME
Maine,2017,February,120.0,0.0001594955,ME
Maine,2017,January,52.0,5.53e-05,ME
Maine,2017,July,6734.0,0.0076802225,ME
Maine,2017,June,8202.0,0.008398303,ME
Maine,2017,March,189.0,0.0002071305,ME
Maine,2017,May,10862.0,0.010821947499999998,ME
Maine,2017,November,56.0,0.0002111855,ME
Maine,2017,October,4555.0,0.0054702579999999995,ME
Maine,2017,September,4969.0,0.0058162495,ME
Maine,2018,April,263.0,0.000987319,ME
Maine,2018,August,658.0,0.002470174,ME
Maine,2018,December,8.0,3.005e-05,ME
Maine,2018,February,18.0,6.7573e-05,ME
Maine,2018,January,15.0,5.6311e-05,ME
Maine,2018,July,509.0,0.0019108185,ME
Maine,2018,June,594.0,0.002229914,ME
Maine,2018,March,13.0,4.88e-05,ME
Maine,2018,May,745.0,0.0027967775,ME
Maine,2018,November,213.0,0.0003515005,ME
Maine,2018,October,589.0,0.001908595,ME
Maine,2018,September,399.0,0.0014978715,ME
Maine,2019,April,282.0,0.001051983,ME
Maine,2019,August,3888.0,0.0050573065,ME
Maine,2019,December,12.0,4.49e-05,ME
Maine,2019,February,10.0,3.74e-05,ME
Maine,2019,January,14.0,5.23675e-05,ME
Maine,2019,July,1903.0,0.0023781385,ME
Maine,2019,June,1869.0,0.0037541225,ME
Maine,2019,March,13.0,4.865e-05,ME
Maine,2019,May,892.0,0.0031315735,ME
Maine,2019,November,1904.0,0.001966232,ME
Maine,2019,October,7413.0,0.0086258445,ME
Maine,2019,September,8959.0,0.0101184245,ME
Maine,2020,April,0.0,0.0,ME
Maine,2020,August,0.0,0.0,ME
Maine,2020,December,6.0,1.2400000000000002e-05,ME
Maine,2020,February,27.0,6.688166666666667e-05,ME
Maine,2020,January,24.0,5.697333333333333e-05,ME
Maine,2020,July,0.0,0.0,ME
Maine,2020,June,0.0,0.0,ME
Maine,2020,March,10.0,2.4766666666666668e-05,ME
Maine,2020,May,0.0,0.0,ME
Maine,2020,November,0.0,0.0,ME
Maine,2020,October,0.0,0.0,ME
Maine,2020,September,0.0,0.0,ME
Maine,2021,April,1052.0,0.001170929,ME
Maine,2021,August,5441.0,0.0053169795,ME
Maine,2021,December,0.0,0.0,ME
Maine,2021,February,9.0,3.315e-05,ME
Maine,2021,January,16.0,5.8939e-05,ME
Maine,2021,July,6455.0,0.006415466,ME
Maine,2021,June,8535.0,0.0084043955,ME
Maine,2021,March,12.0,4.42e-05,ME
Maine,2021,May,9335.0,0.009024121,ME
Maine,2021,November,481.0,0.000418292,ME
Maine,2021,October,6462.0,0.0056195505,ME
Maine,2021,September,7619.0,0.006625713,ME
Maine,2022,April,25.0,2.4364999999999998e-05,ME
Maine,2022,August,6339.0,0.0059539805,ME
Maine,2022,December,0.0,0.0,ME
Maine,2022,February,0.0,0.0,ME
Maine,2022,January,0.0,0.0,ME
Maine,2022,July,3905.0,0.003779329,ME
Maine,2022,June,7300.0,0.0068863614999999994,ME
Maine,2022,March,2.0,7.35e-06,ME
Maine,2022,May,6122.0,0.0057052225,ME
Maine,2022,November,1599.0,0.001381743,ME
Maine,2022,October,6971.0,0.0063841615,ME
Maine,2022,September,6377.0,0.0057878795,ME
Maryland,2020,April,0.0,0.0,MD
Maryland,2020,August,0.0,0.0,MD
Maryland,2020,December,376.0,0.0004077352,MD
Maryland,2020,February,5839.0,0.002474439,MD
Maryland,2020,January,6596.0,0.002912296,MD
Maryland,2020,July,0.0,0.0,MD
Maryland,2020,June,0.0,0.0,MD
Maryland,2020,March,4088.0,0.001279824,MD
Maryland,2020,May,0.0,0.0,MD
Maryland,2020,November,10.0,0.0,MD
Maryland,2020,October,0.0,0.0,MD
Maryland,2020,September,0.0,0.0,MD
Maryland,2021,April,7057.0,0.0019854644,MD
Maryland,2021,August,9848.0,0.0023780809999999998,MD
Maryland,2021,December,5569.0,0.0015154605,MD
Maryland,2021,February,1321.0,0.0006690578,MD
Maryland,2021,January,846.0,0.0002572806,MD
Maryland,2021,July,7884.0,0.0015285714,MD
Maryland,2021,June,8562.0,0.0021584256,MD
Maryland,2021,March,2690.0,0.0012494688,MD
Maryland,2021,May,7388.0,0.00161963625,MD
Maryland,2021,November,7046.0,0.00187837775,MD
Maryland,2021,October,9815.0,0.00244210975,MD
Maryland,2021,September,9046.0,0.0017903716,MD
Maryland,2022,April,6326.0,0.001457709,MD
Maryland,2022,August,15104.0,0.004543558333333334,MD
Maryland,2022,February,2327.0,0.0005818350000000001,MD
Maryland,2022,January,1048.0,0.00025918266666666664,MD
Maryland,2022,July,12231.0,0.003686298666666666,MD
Maryland,2022,June,14194.0,0.004161301,MD
Maryland,2022,March,3212.0,0.0007837366666666666,MD
Maryland,2022,May,8769.0,0.002630884333333333,MD
Maryland,2022,October,10136.0,,MD
Maryland,2022,September,11999.0,,MD
Massachusetts,2019,April,12265.0,0.002524262090909091,MA
Massachusetts,2019,August,12649.0,0.003020661181818182,MA
Massachusetts,2019,December,1042.0,0.00036930409090909095,MA
Massachusetts,2019,July,10881.0,0.0032699137272727274,MA
Massachusetts,2019,June,11604.0,0.0027213035454545452,MA
Massachusetts,2019,March,4790.0,0.0009536013636363637,MA
Massachusetts,2019,May,14495.0,0.003608865090909091,MA
Massachusetts,2019,November,3275.0,0.0006935976363636364,MA
Massachusetts,2019,October,10787.0,0.002621280454545455,MA
Massachusetts,2019,September,14889.0,0.0034193867272727272,MA
Massachusetts,2020,April,0.0,0.0,MA
Massachusetts,2020,August,0.0,0.0,MA
Massachusetts,2020,December,170.0,3.682436363636364e-05,MA
Massachusetts,2020,February,3399.0,0.00143613,MA
Massachusetts,2020,January,3082.0,0.00166991025,MA
Massachusetts,2020,July,0.0,0.0,MA
Massachusetts,2020,June,0.0,0.0,MA
Massachusetts,2020,March,1618.0,0.00052807425,MA
Massachusetts,2020,May,0.0,0.0,MA
Massachusetts,2020,November,98.0,2.5684181818181818e-05,MA
Massachusetts,2020,October,39.0,2.4218454545454547e-05,MA
Massachusetts,2020,September,10.0,2.0629583333333333e-05,MA
Massachusetts,2021,April,300.0,7.345145454545455e-05,MA
Massachusetts,2021,August,7862.0,0.0033326800909090908,MA
Massachusetts,2021,December,1536.0,0.0008174687272727274,MA
Massachusetts,2021,February,191.0,4.009045454545455e-05,MA
Massachusetts,2021,January,304.0,5.5387e-05,MA
Massachusetts,2021,July,4420.0,0.002406640909090909,MA
Massachusetts,2021,June,277.0,8.049645454545455e-05,MA
Massachusetts,2021,March,276.0,7.316145454545454e-05,MA
Massachusetts,2021,May,267.0,9.224818181818184e-05,MA
Massachusetts,2021,November,4133.0,0.0013701672727272727,MA
Massachusetts,2021,October,7617.0,0.002692759181818182,MA
Massachusetts,2021,September,11306.0,0.0033892835454545456,MA
Massachusetts,2022,April,4704.0,0.0013186651000000001,MA
Massachusetts,2022,August,10782.0,0.002635239,MA
Massachusetts,2022,December,589.0,0.00040712149999999993,MA
Massachusetts,2022,February,1958.0,0.0007409176,MA
Massachusetts,2022,January,1282.0,0.00038999839999999994,MA
Massachusetts,2022,July,10098.0,0.002183378,MA
Massachusetts,2022,June,9317.0,0.0018665291,MA
Massachusetts,2022,March,2853.0,0.000635828,MA
Massachusetts,2022,May,8098.0,0.0020333820000000002,MA
Massachusetts,2022,November,2588.0,0.0009985246,MA
Massachusetts,2022,October,11327.0,0.0021887080999999997,MA
Massachusetts,2022,September,8820.0,0.0023227558,MA
Michigan,2010,April,998.0,,MI
Michigan,2010,August,1276.0,,MI
Michigan,2010,December,908.0,,MI
Michigan,2010,February,1155.0,,MI
Michigan,2010,January,1026.0,,MI
Michigan,2010,July,1144.0,,MI
Michigan,2010,June,1085.0,,MI
Michigan,2010,March,1386.0,,MI
Michigan,2010,May,1021.0,,MI
Michigan,2010,November,1127.0,,MI
Michigan,2010,October,1428.0,,MI
Michigan,2010,September,1252.0,,MI
Michigan,2011,April,1129.0,,MI
Michigan,2011,August,1147.0,,MI
Michigan,2011,December,1418.0,,MI
Michigan,2011,February,1258.0,,MI
Michigan,2011,January,1326.0,,MI
Michigan,2011,July,929.0,,MI
Michigan,2011,June,1338.0,,MI
Michigan,2011,March,1637.0,,MI
Michigan,2011,May,1479.0,,MI
Michigan,2011,November,1721.0,,MI
Michigan,2011,October,2022.0,,MI
Michigan,2011,September,1320.0,,MI
Michigan,2012,April,1559.0,,MI
Michigan,2012,August,1339.0,,MI
Michigan,2012,December,1237.0,,MI
Michigan,2012,February,2110.0,,MI
Michigan,2012,January,2153.0,,MI
Michigan,2012,July,1479.0,,MI
Michigan,2012,June,1654.0,,MI
Michigan,2012,March,1956.0,,MI
Michigan,2012,May,1779.0,,MI
Michigan,2012,November,1355.0,,MI
Michigan,2012,October,1729.0,,MI
Michigan,2012,September,1159.0,,MI
Michigan,2013,April,1454.0,,MI
Michigan,2013,August,722.0,,MI
Michigan,2013,December,883.0,,MI
Michigan,2013,February,1297.0,,MI
Michigan,2013,January,1163.0,,MI
Michigan,2013,July,1133.0,,MI
Michigan,2013,June,1344.0,,MI
Michigan,2013,March,1510.0,,MI
Michigan,2013,May,1475.0,,MI
Michigan,2013,November,817.0,,MI
Michigan,2013,October,1474.0,,MI
Michigan,2013,September,852.0,,MI
Michigan,2014,April,1189.0,,MI
Michigan,2014,August,1065.0,,MI
Michigan,2014,December,955.0,,MI
Michigan,2014,February,255.0,,MI
Michigan,2014,January,0.0,,MI
Michigan,2014,July,1632.0,,MI
Michigan,2014,June,1910.0,,MI
Michigan,2014,March,782.0,,MI
Michigan,2014,May,971.0,,MI
Michigan,2014,November,1007.0,,MI
Michigan,2014,October,1678.0,,MI
Michigan,2014,September,1377.0,,MI
Michigan,2015,April,1487.0,,MI
Michigan,2015,August,1468.0,,MI
Michigan,2015,December,1199.0,,MI
Michigan,2015,February,1150.0,,MI
Michigan,2015,January,970.0,,MI
Michigan,2015,July,1718.0,,MI
Michigan,2015,June,1790.0,,MI
Michigan,2015,March,2086.0,,MI
Michigan,2015,May,1007.0,,MI
Michigan,2015,November,913.0,,MI
Michigan,2015,October,1823.0,,MI
Michigan,2015,September,1733.0,,MI
Michigan,2016,April,1495.0,,MI
Michigan,2016,August,2216.0,,MI
Michigan,2016,December,1125.0,,MI
Michigan,2016,February,2095.0,,MI
Michigan,2016,January,1300.0,,MI
Michigan,2016,July,1974.0,,MI
Michigan,2016,June,1188.0,,MI
Michigan,2016,March,2125.0,,MI
Michigan,2016,May,115.0,,MI
Michigan,2016,November,1564.0,,MI
Michigan,2016,October,1902.0,,MI
Michigan,2016,September,1758.0,,MI
Michigan,2017,April,1958.0,,MI
Michigan,2017,August,1578.0,,MI
Michigan,2017,December,471.0,,MI
Michigan,2017,February,1600.0,,MI
Michigan,2017,January,1700.0,,MI
Michigan,2017,July,1669.0,,MI
Michigan,2017,June,1746.0,,MI
Michigan,2017,March,1245.0,,MI
Michigan,2017,May,2157.0,,MI
Michigan,2017,November,1214.0,,MI
Michigan,2017,October,2275.0,,MI
Michigan,2017,September,1409.0,,MI
Michigan,2018,April,1517.0,,MI
Michigan,2018,August,1622.0,,MI
Michigan,2018,December,538.0,,MI
Michigan,2018,February,792.0,,MI
Michigan,2018,January,879.0,,MI
Michigan,2018,July,1547.0,,MI
Michigan,2018,June,1472.0,,MI
Michigan,2018,March,614.0,,MI
Michigan,2018,May,2222.0,,MI
Michigan,2018,November,939.0,,MI
Michigan,2018,October,2618.0,,MI
Michigan,2018,September,1576.0,,MI
Michigan,2019,April,1488.0,,MI
Michigan,2019,August,1551.0,,MI
Michigan,2019,December,647.0,,MI
Michigan,2019,February,1085.0,,MI
Michigan,2019,January,1044.0,,MI
Michigan,2019,July,1826.0,,MI
Michigan,2019,June,1739.0,,MI
Michigan,2019,March,709.0,,MI
Michigan,2019,May,2065.0,,MI
Michigan,2019,November,603.0,,MI
Michigan,2019,October,2149.0,,MI
Michigan,2019,September,1448.0,,MI
Michigan,2020,April,0.0,0.0,MI
Michigan,2020,August,4813.0,0.0005237706666666666,MI
Michigan,2020,December,2535.0,0.0015022780000000001,MI
Michigan,2020,February,26630.0,0.002078418,MI
Michigan,2020,January,33518.0,0.000393214,MI
Michigan,2020,July,801.0,0.0,MI
Michigan,2020,June,306.0,0.0,MI
Michigan,2020,March,21863.0,0.0019379845,MI
Michigan,2020,May,0.0,0.0,MI
Michigan,2020,November,3677.0,0.0023394556666666666,MI
Michigan,2020,October,20545.0,0.004570150666666667,MI
Michigan,2020,September,13197.0,0.0037478386666666666,MI
Michigan,2021,April,31764.0,0.0058428383333333335,MI
Michigan,2021,August,22920.0,0.005207097666666666,MI
Michigan,2021,December,20253.0,0.002959251666666667,MI
Michigan,2021,February,13267.0,0.0003703246666666667,MI
Michigan,2021,January,16108.0,0.000885888,MI
Michigan,2021,July,27021.0,0.005193186999999999,MI
Michigan,2021,June,33543.0,0.006681158666666667,MI
Michigan,2021,March,35740.0,0.0031015276666666665,MI
Michigan,2021,May,36042.0,0.005587759666666667,MI
Michigan,2021,November,26941.0,0.0036536483333333334,MI
Michigan,2021,October,23598.0,0.0048054610000000005,MI
Michigan,2021,September,31094.0,0.005255720666666667,MI
Michigan,2022,April,37229.0,0.008153346,MI
Michigan,2022,August,0.0,,MI
Michigan,2022,February,29670.0,,MI
Michigan,2022,January,21349.0,,MI
Michigan,2022,July,0.0,,MI
Michigan,2022,June,38580.0,,MI
Michigan,2022,March,36796.0,,MI
Michigan,2022,May,36681.0,,MI
Michigan,2022,October,0.0,,MI
Michigan,2022,September,0.0,,MI
Minnesota,2010,April,93.0,0.0041638660000000004,MN
Minnesota,2010,August,113.0,0.0046591445,MN
Minnesota,2010,December,66.0,0.0026561145,MN
Minnesota,2010,February,59.0,0.002532652,MN
Minnesota,2010,January,45.0,0.001697612,MN
Minnesota,2010,July,98.0,0.0037258120000000002,MN
Minnesota,2010,June,110.0,0.004496381000000001,MN
Minnesota,2010,March,27.0,0.0010915795,MN
Minnesota,2010,May,95.0,0.004595775999999999,MN
Minnesota,2010,November,73.0,0.0036818045,MN
Minnesota,2010,October,121.0,0.004927966000000001,MN
Minnesota,2010,September,129.0,0.004830814500000001,MN
Minnesota,2011,April,124.0,0.0044979235,MN
Minnesota,2011,August,136.0,0.0056311545,MN
Minnesota,2011,December,76.0,0.002735526,MN
Minnesota,2011,February,41.0,0.001690935,MN
Minnesota,2011,January,67.0,0.00306004,MN
Minnesota,2011,July,104.0,0.004729291,MN
Minnesota,2011,June,135.0,0.0058416375,MN
Minnesota,2011,March,55.0,0.0026530535,MN
Minnesota,2011,May,136.0,0.0056924975,MN
Minnesota,2011,November,71.0,0.0027628264999999996,MN
Minnesota,2011,October,115.0,0.0048534455,MN
Minnesota,2011,September,118.0,0.0045929075,MN
Minnesota,2012,April,117.0,0.004532199,MN
Minnesota,2012,August,121.0,0.0046030595,MN
Minnesota,2012,December,77.0,0.0030986145,MN
Minnesota,2012,February,59.0,0.002281895,MN
Minnesota,2012,January,64.0,0.0026315920000000003,MN
Minnesota,2012,July,112.0,0.004302123,MN
Minnesota,2012,June,103.0,0.0046037075,MN
Minnesota,2012,March,57.0,0.0024583465,MN
Minnesota,2012,May,133.0,0.0048251075,MN
Minnesota,2012,November,83.0,0.0034493585,MN
Minnesota,2012,October,102.0,0.0045119345,MN
Minnesota,2012,September,147.0,0.005779062,MN
Minnesota,2013,April,83.0,0.0033407865,MN
Minnesota,2013,August,163.0,0.005908195,MN
Minnesota,2013,December,62.0,0.0022826895,MN
Minnesota,2013,February,72.0,0.0029778975,MN
Minnesota,2013,January,67.0,0.002752279,MN
Minnesota,2013,July,127.0,0.0048439375,MN
Minnesota,2013,June,119.0,0.004217423,MN
Minnesota,2013,March,91.0,0.0033583859999999997,MN
Minnesota,2013,May,178.0,0.00669374,MN
Minnesota,2013,November,99.0,0.003926272,MN
Minnesota,2013,October,128.0,0.0047579615,MN
Minnesota,2013,September,147.0,0.006174243499999999,MN
Minnesota,2014,April,193.0,0.006735746,MN
Minnesota,2014,August,180.0,0.006146835,MN
Minnesota,2014,December,94.0,0.003790807,MN
Minnesota,2014,February,90.0,0.002914911,MN
Minnesota,2014,January,58.0,0.001797558,MN
Minnesota,2014,July,144.0,0.0053452935,MN
Minnesota,2014,June,195.0,0.006609494,MN
Minnesota,2014,March,78.0,0.0029830685,MN
