state,utility_clean_names,service_type,utility_type,year,month,number_of_customers_total,number_of_disconnections,number_of_reconnections,disconnection_rate,reconnection_rate,State,Utility Name,Year,Month,Total Disconnections,Total Connections,Disconnection Rate
Arizona,Ajo Improvement Company,Electric,IOU,2020,October,823,0,0,0,0,Arizona,Ajo Improvement Company,2020,October,0,823,0
Arizona,Ajo Improvement Company,Electric,IOU,2020,November,823,0,0,0,0,Arizona,Ajo Improvement Company,2020,November,0,823,0
Arizona,Ajo Improvement Company,Electric,IOU,2020,December,823,0,0,0,0,Arizona,Ajo Improvement Company,2020,December,0,823,0
Arizona,Ajo Improvement Company,Electric,IOU,2021,January,835,0,0,0,0,Arizona,Ajo Improvement Company,2021,January,0,835,0
Arizona,Ajo Improvement Company,Electric,IOU,2021,February,835,5,0,0.00598802395209581,0,Arizona,Ajo Improvement Company,2021,February,5,835,0.00598802395209581
Arizona,Ajo Improvement Company,Electric,IOU,2021,March,835,3,0,0.00359281437125749,0,Arizona,Ajo Improvement Company,2021,March,3,835,0.00359281437125749
Arizona,Ajo Improvement Company,Electric,IOU,2021,April,835,3,0,0.00359281437125749,0,Arizona,Ajo Improvement Company,2021,April,3,835,0.00359281437125749
Arizona,Ajo Improvement Company,Electric,IOU,2021,May,835,0,0,0,0,Arizona,Ajo Improvement Company,2021,May,0,835,0
Arizona,Ajo Improvement Company,Electric,IOU,2021,June,835,0,0,0,0,Arizona,Ajo Improvement Company,2021,June,0,835,0
Arizona,Ajo Improvement Company,Electric,IOU,2021,July,835,0,0,0,0,Arizona,Ajo Improvement Company,2021,July,0,835,0
Arizona,Ajo Improvement Company,Electric,IOU,2021,August,835,0,0,0,0,Arizona,Ajo Improvement Company,2021,August,0,835,0
Arizona,Ajo Improvement Company,Electric,IOU,2021,September,835,0,0,0,0,Arizona,Ajo Improvement Company,2021,September,0,835,0
Arizona,Ajo Improvement Company,Electric,IOU,2021,October,835,5,0,0.00598802395209581,0,Arizona,Ajo Improvement Company,2021,October,5,835,0.00598802395209581
Arizona,Ajo Improvement Company,Electric,IOU,2021,November,835,5,0,0.00598802395209581,0,Arizona,Ajo Improvement Company,2021,November,5,835,0.00598802395209581
Arizona,Ajo Improvement Company,Electric,IOU,2021,December,835,4,0,0.00479041916167665,0,Arizona,Ajo Improvement Company,2021,December,4,835,0.00479041916167665
Arizona,Ajo Improvement Company,Electric,IOU,2022,January,,4,0,,,Arizona,Ajo Improvement Company,2022,January,4,,
Arizona,Ajo Improvement Company,Electric,IOU,2022,February,,3,0,,,Arizona,Ajo Improvement Company,2022,February,3,,
Arizona,Ajo Improvement Company,Electric,IOU,2022,March,,5,0,,,Arizona,Ajo Improvement Company,2022,March,5,,
Arizona,Ajo Improvement Company,Electric,IOU,2022,April,,0,0,,,Arizona,Ajo Improvement Company,2022,April,0,,
Arizona,Ajo Improvement Company,Electric,IOU,2022,May,,0,0,,,Arizona,Ajo Improvement Company,2022,May,0,,
Arizona,Ajo Improvement Company,Electric,IOU,2022,June,,0,0,,,Arizona,Ajo Improvement Company,2022,June,0,,
Arizona,Ajo Improvement Company,Electric,IOU,2022,July,,0,0,,,Arizona,Ajo Improvement Company,2022,July,0,,
Arizona,Ajo Improvement Company,Electric,IOU,2022,August,,0,0,,,Arizona,Ajo Improvement Company,2022,August,0,,
Arizona,Ajo Improvement Company,Electric,IOU,2022,September,,0,0,,,Arizona,Ajo Improvement Company,2022,September,0,,
Arizona,Ajo Improvement Company,Electric,IOU,2022,October,,0,0,,,Arizona,Ajo Improvement Company,2022,October,0,,
Arizona,Arizona Public Service Company,Electric,IOU,2020,January,1150194,614,0,0.000533822989860841,0,Arizona,Arizona Public Service Company,2020,January,614,1150194,0.000533822989860841
Arizona,Arizona Public Service Company,Electric,IOU,2020,February,1150194,0,0,0,0,Arizona,Arizona Public Service Company,2020,February,0,1150194,0
Arizona,Arizona Public Service Company,Electric,IOU,2020,March,1150194,0,0,0,0,Arizona,Arizona Public Service Company,2020,March,0,1150194,0
Arizona,Arizona Public Service Company,Electric,IOU,2020,April,1150194,0,0,0,0,Arizona,Arizona Public Service Company,2020,April,0,1150194,0
Arizona,Arizona Public Service Company,Electric,IOU,2020,May,1150194,0,0,0,0,Arizona,Arizona Public Service Company,2020,May,0,1150194,0
Arizona,Arizona Public Service Company,Electric,IOU,2020,June,1150194,0,0,0,0,Arizona,Arizona Public Service Company,2020,June,0,1150194,0
Arizona,Arizona Public Service Company,Electric,IOU,2020,July,1150194,0,0,0,0,Arizona,Arizona Public Service Company,2020,July,0,1150194,0
Arizona,Arizona Public Service Company,Electric,IOU,2020,August,1150194,0,0,0,0,Arizona,Arizona Public Service Company,2020,August,0,1150194,0
Arizona,Arizona Public Service Company,Electric,IOU,2020,September,1150194,0,0,0,0,Arizona,Arizona Public Service Company,2020,September,0,1150194,0
Arizona,Arizona Public Service Company,Electric,IOU,2020,October,1150194,0,0,0,0,Arizona,Arizona Public Service Company,2020,October,0,1150194,0
Arizona,Arizona Public Service Company,Electric,IOU,2020,November,1150194,0,0,0,0,Arizona,Arizona Public Service Company,2020,November,0,1150194,0
Arizona,Arizona Public Service Company,Electric,IOU,2020,December,1150194,0,0,0,0,Arizona,Arizona Public Service Company,2020,December,0,1150194,0
Arizona,Arizona Public Service Company,Electric,IOU,2021,January,1177343,0,0,0,0,Arizona,Arizona Public Service Company,2021,January,0,1177343,0
Arizona,Arizona Public Service Company,Electric,IOU,2021,February,1177343,6278,0,0.00533234579897277,0,Arizona,Arizona Public Service Company,2021,February,6278,1177343,0.00533234579897277
Arizona,Arizona Public Service Company,Electric,IOU,2021,March,1177343,3929,0,0.0033371753176432,0,Arizona,Arizona Public Service Company,2021,March,3929,1177343,0.0033371753176432
Arizona,Arizona Public Service Company,Electric,IOU,2021,April,1177343,3460,0,0.00293882071749694,0,Arizona,Arizona Public Service Company,2021,April,3460,1177343,0.00293882071749694
Arizona,Arizona Public Service Company,Electric,IOU,2021,May,1177343,960,0,0.000815395343582966,0,Arizona,Arizona Public Service Company,2021,May,960,1177343,0.000815395343582966
Arizona,Arizona Public Service Company,Electric,IOU,2021,June,1177343,0,0,0,0,Arizona,Arizona Public Service Company,2021,June,0,1177343,0
Arizona,Arizona Public Service Company,Electric,IOU,2021,July,1177343,0,0,0,0,Arizona,Arizona Public Service Company,2021,July,0,1177343,0
Arizona,Arizona Public Service Company,Electric,IOU,2021,August,1177343,0,0,0,0,Arizona,Arizona Public Service Company,2021,August,0,1177343,0
Arizona,Arizona Public Service Company,Electric,IOU,2021,September,1177343,0,0,0,0,Arizona,Arizona Public Service Company,2021,September,0,1177343,0
Arizona,Arizona Public Service Company,Electric,IOU,2021,October,1177343,0,0,0,0,Arizona,Arizona Public Service Company,2021,October,0,1177343,0
Arizona,Arizona Public Service Company,Electric,IOU,2021,November,1177343,625,0,0.000530856343478494,0,Arizona,Arizona Public Service Company,2021,November,625,1177343,0.000530856343478494
Arizona,Arizona Public Service Company,Electric,IOU,2021,December,1177343,4598,0,0.00390540394770258,0,Arizona,Arizona Public Service Company,2021,December,4598,1177343,0.00390540394770258
Arizona,Arizona Public Service Company,Electric,IOU,2022,January,,4855,0,,,Arizona,Arizona Public Service Company,2022,January,4855,,
Arizona,Arizona Public Service Company,Electric,IOU,2022,February,,3488,0,,,Arizona,Arizona Public Service Company,2022,February,3488,,
Arizona,Arizona Public Service Company,Electric,IOU,2022,March,,5717,0,,,Arizona,Arizona Public Service Company,2022,March,5717,,
Arizona,Arizona Public Service Company,Electric,IOU,2022,April,,2316,0,,,Arizona,Arizona Public Service Company,2022,April,2316,,
Arizona,Arizona Public Service Company,Electric,IOU,2022,May,,0,0,,,Arizona,Arizona Public Service Company,2022,May,0,,
Arizona,Arizona Public Service Company,Electric,IOU,2022,June,,0,0,,,Arizona,Arizona Public Service Company,2022,June,0,,
Arizona,Arizona Public Service Company,Electric,IOU,2022,July,,0,0,,,Arizona,Arizona Public Service Company,2022,July,0,,
Arizona,Arizona Public Service Company,Electric,IOU,2022,August,,0,0,,,Arizona,Arizona Public Service Company,2022,August,0,,
Arizona,Arizona Public Service Company,Electric,IOU,2022,September,,0,0,,,Arizona,Arizona Public Service Company,2022,September,0,,
Arizona,Arizona Public Service Company,Electric,IOU,2022,October,,0,0,,,Arizona,Arizona Public Service Company,2022,October,0,,
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2020,January,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2020,January,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2020,February,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2020,February,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2020,March,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2020,March,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2020,April,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2020,April,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2020,May,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2020,May,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2020,June,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2020,June,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2020,July,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2020,July,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2020,August,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2020,August,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2020,September,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2020,September,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2020,October,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2020,October,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2020,November,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2020,November,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2020,December,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2020,December,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2021,January,2305,2,0,0.00086767895878525,0,Arizona,The Morenci Water and Electric Co.,2021,January,2,2305,0.00086767895878525
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2021,February,2305,4,0,0.0017353579175705,0,Arizona,The Morenci Water and Electric Co.,2021,February,4,2305,0.0017353579175705
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2021,March,2305,2,0,0.00086767895878525,0,Arizona,The Morenci Water and Electric Co.,2021,March,2,2305,0.00086767895878525
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2021,April,2305,3,0,0.00130151843817787,0,Arizona,The Morenci Water and Electric Co.,2021,April,3,2305,0.00130151843817787
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2021,May,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2021,May,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2021,June,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2021,June,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2021,July,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2021,July,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2021,August,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2021,August,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2021,September,2305,0,0,0,0,Arizona,The Morenci Water and Electric Co.,2021,September,0,2305,0
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2021,October,2305,7,0,0.00303687635574837,0,Arizona,The Morenci Water and Electric Co.,2021,October,7,2305,0.00303687635574837
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2021,November,2305,4,0,0.0017353579175705,0,Arizona,The Morenci Water and Electric Co.,2021,November,4,2305,0.0017353579175705
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2021,December,2305,3,0,0.00130151843817787,0,Arizona,The Morenci Water and Electric Co.,2021,December,3,2305,0.00130151843817787
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2022,January,,4,0,,,Arizona,The Morenci Water and Electric Co.,2022,January,4,,
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2022,February,,4,0,,,Arizona,The Morenci Water and Electric Co.,2022,February,4,,
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2022,March,,5,0,,,Arizona,The Morenci Water and Electric Co.,2022,March,5,,
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2022,April,,0,0,,,Arizona,The Morenci Water and Electric Co.,2022,April,0,,
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2022,May,,0,0,,,Arizona,The Morenci Water and Electric Co.,2022,May,0,,
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2022,June,,0,0,,,Arizona,The Morenci Water and Electric Co.,2022,June,0,,
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2022,July,,0,0,,,Arizona,The Morenci Water and Electric Co.,2022,July,0,,
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2022,August,,0,0,,,Arizona,The Morenci Water and Electric Co.,2022,August,0,,
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2022,September,,0,0,,,Arizona,The Morenci Water and Electric Co.,2022,September,0,,
Arizona,The Morenci Water and Electric Co.,Electric,Co-op,2022,October,,0,0,,,Arizona,The Morenci Water and Electric Co.,2022,October,0,,
Arizona,Tuscon Electric Power,Electric,IOU,2020,January,394673,0,0,0,0,Arizona,Tuscon Electric Power,2020,January,0,394673,0
Arizona,Tuscon Electric Power,Electric,IOU,2020,February,394673,0,0,0,0,Arizona,Tuscon Electric Power,2020,February,0,394673,0
Arizona,Tuscon Electric Power,Electric,IOU,2020,March,394673,0,0,0,0,Arizona,Tuscon Electric Power,2020,March,0,394673,0
Arizona,Tuscon Electric Power,Electric,IOU,2020,April,394673,0,0,0,0,Arizona,Tuscon Electric Power,2020,April,0,394673,0
Arizona,Tuscon Electric Power,Electric,IOU,2020,May,394673,0,0,0,0,Arizona,Tuscon Electric Power,2020,May,0,394673,0
Arizona,Tuscon Electric Power,Electric,IOU,2020,June,394673,0,0,0,0,Arizona,Tuscon Electric Power,2020,June,0,394673,0
Arizona,Tuscon Electric Power,Electric,IOU,2020,July,394673,0,0,0,0,Arizona,Tuscon Electric Power,2020,July,0,394673,0
Arizona,Tuscon Electric Power,Electric,IOU,2020,August,394673,0,0,0,0,Arizona,Tuscon Electric Power,2020,August,0,394673,0
Arizona,Tuscon Electric Power,Electric,IOU,2020,September,394673,0,0,0,0,Arizona,Tuscon Electric Power,2020,September,0,394673,0
Arizona,Tuscon Electric Power,Electric,IOU,2020,October,394673,0,0,0,0,Arizona,Tuscon Electric Power,2020,October,0,394673,0
Arizona,Tuscon Electric Power,Electric,IOU,2020,November,394673,0,0,0,0,Arizona,Tuscon Electric Power,2020,November,0,394673,0
Arizona,Tuscon Electric Power,Electric,IOU,2020,December,394673,0,0,0,0,Arizona,Tuscon Electric Power,2020,December,0,394673,0
Arizona,Tuscon Electric Power,Electric,IOU,2021,January,398938,0,0,0,0,Arizona,Tuscon Electric Power,2021,January,0,398938,0
Arizona,Tuscon Electric Power,Electric,IOU,2021,February,398938,0,0,0,0,Arizona,Tuscon Electric Power,2021,February,0,398938,0
Arizona,Tuscon Electric Power,Electric,IOU,2021,March,398938,0,0,0,0,Arizona,Tuscon Electric Power,2021,March,0,398938,0
Arizona,Tuscon Electric Power,Electric,IOU,2021,April,398938,3249,0,0.00814412264562413,0,Arizona,Tuscon Electric Power,2021,April,3249,398938,0.00814412264562413
Arizona,Tuscon Electric Power,Electric,IOU,2021,May,398938,1690,0,0.00423624723641268,0,Arizona,Tuscon Electric Power,2021,May,1690,398938,0.00423624723641268
Arizona,Tuscon Electric Power,Electric,IOU,2021,June,398938,0,0,0,0,Arizona,Tuscon Electric Power,2021,June,0,398938,0
Arizona,Tuscon Electric Power,Electric,IOU,2021,July,398938,0,0,0,0,Arizona,Tuscon Electric Power,2021,July,0,398938,0
Arizona,Tuscon Electric Power,Electric,IOU,2021,August,398938,0,0,0,0,Arizona,Tuscon Electric Power,2021,August,0,398938,0
Arizona,Tuscon Electric Power,Electric,IOU,2021,September,398938,0,0,0,0,Arizona,Tuscon Electric Power,2021,September,0,398938,0
Arizona,Tuscon Electric Power,Electric,IOU,2021,October,398938,0,0,0,0,Arizona,Tuscon Electric Power,2021,October,0,398938,0
Arizona,Tuscon Electric Power,Electric,IOU,2021,November,398938,0,0,0,0,Arizona,Tuscon Electric Power,2021,November,0,398938,0
Arizona,Tuscon Electric Power,Electric,IOU,2021,December,398938,1967,0,0.00493059071835724,0,Arizona,Tuscon Electric Power,2021,December,1967,398938,0.00493059071835724
Arizona,Tuscon Electric Power,Electric,IOU,2022,January,,0,0,,,Arizona,Tuscon Electric Power,2022,January,0,,
Arizona,Tuscon Electric Power,Electric,IOU,2022,February,,0,0,,,Arizona,Tuscon Electric Power,2022,February,0,,
Arizona,Tuscon Electric Power,Electric,IOU,2022,March,,0,0,,,Arizona,Tuscon Electric Power,2022,March,0,,
Arizona,Tuscon Electric Power,Electric,IOU,2022,April,,0,0,,,Arizona,Tuscon Electric Power,2022,April,0,,
Arizona,Tuscon Electric Power,Electric,IOU,2022,May,,0,0,,,Arizona,Tuscon Electric Power,2022,May,0,,
Arizona,Tuscon Electric Power,Electric,IOU,2022,June,,0,0,,,Arizona,Tuscon Electric Power,2022,June,0,,
Arizona,Tuscon Electric Power,Electric,IOU,2022,July,,0,0,,,Arizona,Tuscon Electric Power,2022,July,0,,
Arizona,Tuscon Electric Power,Electric,IOU,2022,August,,0,0,,,Arizona,Tuscon Electric Power,2022,August,0,,
Arizona,Tuscon Electric Power,Electric,IOU,2022,September,,0,0,,,Arizona,Tuscon Electric Power,2022,September,0,,
Arizona,Tuscon Electric Power,Electric,IOU,2022,October,,0,0,,,Arizona,Tuscon Electric Power,2022,October,0,,
Arizona,UNS Electric,Electric,IOU,2020,January,,0,0,,,Arizona,UNS Electric,2020,January,0,,
Arizona,UNS Electric,Electric,IOU,2020,February,,0,0,,,Arizona,UNS Electric,2020,February,0,,
Arizona,UNS Electric,Electric,IOU,2020,March,,0,0,,,Arizona,UNS Electric,2020,March,0,,
Arizona,UNS Electric,Electric,IOU,2020,April,,0,0,,,Arizona,UNS Electric,2020,April,0,,
Arizona,UNS Electric,Electric,IOU,2020,May,,0,0,,,Arizona,UNS Electric,2020,May,0,,
Arizona,UNS Electric,Electric,IOU,2020,June,,0,0,,,Arizona,UNS Electric,2020,June,0,,
Arizona,UNS Electric,Electric,IOU,2020,July,,0,0,,,Arizona,UNS Electric,2020,July,0,,
Arizona,UNS Electric,Electric,IOU,2020,August,,0,0,,,Arizona,UNS Electric,2020,August,0,,
Arizona,UNS Electric,Electric,IOU,2020,September,,0,0,,,Arizona,UNS Electric,2020,September,0,,
Arizona,UNS Electric,Electric,IOU,2020,October,,0,0,,,Arizona,UNS Electric,2020,October,0,,
Arizona,UNS Electric,Electric,IOU,2020,November,,0,0,,,Arizona,UNS Electric,2020,November,0,,
Arizona,UNS Electric,Electric,IOU,2020,December,,0,0,,,Arizona,UNS Electric,2020,December,0,,
Arizona,UNS Electric,Electric,IOU,2021,January,,0,0,,,Arizona,UNS Electric,2021,January,0,,
Arizona,UNS Electric,Electric,IOU,2021,February,,0,0,,,Arizona,UNS Electric,2021,February,0,,
Arizona,UNS Electric,Electric,IOU,2021,March,,0,0,,,Arizona,UNS Electric,2021,March,0,,
Arizona,UNS Electric,Electric,IOU,2021,April,,651,0,,,Arizona,UNS Electric,2021,April,651,,
Arizona,UNS Electric,Electric,IOU,2021,May,,379,0,,,Arizona,UNS Electric,2021,May,379,,
Arizona,UNS Electric,Electric,IOU,2021,June,,0,0,,,Arizona,UNS Electric,2021,June,0,,
Arizona,UNS Electric,Electric,IOU,2021,July,,0,0,,,Arizona,UNS Electric,2021,July,0,,
