State,Utility Name,Utility Type,Service Type,Year,Month,Total Disconnections,Total Reconnections,Total Connections,Disconnection Rate
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2012,August,408,256,21812,0.0187053
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2012,September,413,269,21812,0.018934531
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2012,October,541,321,21812,0.024802861
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2012,November,468,363,21812,0.021456079
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2012,December,360,274,21812,0.016504676
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2013,January,648,442,21770,0.029765733
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2013,February,446,391,21770,0.020486909
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2013,March,359,264,21770,0.016490583
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2013,April,430,329,21770,0.019751952
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2013,May,490,405,21770,0.022508039
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2013,June,431,331,21770,0.019797887
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2013,July,543,367,21770,0.024942582
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2013,August,549,428,21770,0.02521819
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2013,September,557,410,21770,0.025585668
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2013,October,558,401,21770,0.025631603
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2013,November,451,375,21770,0.020716582
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2013,December,387,326,21770,0.017776757
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2014,January,480,378,22179,0.021642094
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2014,February,419,340,22179,0.018891744
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2014,March,394,293,22179,0.017764552
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2014,April,488,389,22179,0.022002795
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2014,May,408,320,22179,0.01839578
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2014,June,421,338,22179,0.01898192
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2014,July,539,399,22179,0.024302268
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2014,August,457,367,22179,0.020605077
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2014,September,540,371,22179,0.024347356
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2014,October,528,401,22179,0.023806303
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2014,November,462,386,22179,0.020830515
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2014,December,433,347,22179,0.019522972
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2015,January,604,436,22830,0.026456417
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2015,February,382,317,22830,0.01673237
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2015,March,433,363,22830,0.018966272
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2015,April,464,394,22830,0.020324135
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2015,May,409,333,22830,0.017915024
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2015,June,527,433,22830,0.023083662
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2015,July,567,461,22830,0.024835742
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2015,August,396,332,22830,0.017345598
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2015,September,572,494,22830,0.025054753
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2015,October,520,473,22830,0.022777048
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2015,November,452,333,22830,0.019798511
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2015,December,452,346,22830,0.019798511
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2016,January,527,429,23053,0.022860365
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2016,February,397,345,23053,0.017221186
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2016,March,467,396,23053,0.020257667
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2016,April,411,355,23053,0.017828482
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2016,May,401,346,23053,0.017394699
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2016,June,564,472,23053,0.024465362
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2016,July,438,381,23053,0.018999696
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2016,August,533,440,23053,0.023120635
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2016,September,560,480,23053,0.024291849
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2016,October,393,332,23053,0.017047673
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2016,November,582,481,23053,0.025246172
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2016,December,494,431,23053,0.021428881
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2017,January,464,387,23357,0.019865565
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2017,February,355,319,23357,0.01519887
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2017,March,481,438,23357,0.020593398
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2017,April,394,353,23357,0.016868605
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2017,May,438,378,23357,0.018752408
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2017,June,556,488,23357,0.023804427
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2017,July,424,366,23357,0.018153016
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2017,August,553,471,23357,0.023675986
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2017,September,255,208,23357,0.010917498
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2017,October,532,425,23357,0.022776898
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2017,November,563,453,23357,0.024104123
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2017,December,484,447,23357,0.020721839
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2018,January,599,515,23399,0.025599385
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2018,February,389,341,23399,0.016624642
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2018,March,406,350,23399,0.017351169
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2018,April,454,380,23399,0.019402539
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2018,May,538,463,23399,0.022992436
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2018,June,459,422,23399,0.019616223
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2018,July,489,409,23399,0.020898329
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2018,August,525,451,23399,0.022436856
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2018,September,487,419,23399,0.020812855
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2018,October,486,370,23399,0.020770118
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2018,November,536,449,23399,0.022906962
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2018,December,468,409,23399,0.020000855
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2019,January,646,552,23598,0.027375201
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2019,February,410,360,23598,0.017374354
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2019,March,387,352,23598,0.016399695
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2019,April,480,430,23598,0.020340707
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2019,May,456,400,23598,0.019323671
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2019,June,482,434,23598,0.02042546
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2019,July,570,462,23598,0.024154589
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2019,August,623,538,23598,0.026400542
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2019,September,564,494,23598,0.023900331
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2019,October,575,482,23598,0.024366472
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2019,November,589,514,23598,0.024959742
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2019,December,570,443,23598,0.024154589
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2020,January,656,573,23822,0.02753757
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2020,February,449,377,23822,0.018848124
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2020,March,314,209,23822,0.013181093
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2020,April,0,0,23822,0
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2020,May,0,0,23822,0
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2020,June,0,0,23822,0
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2020,July,0,0,23822,0
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2020,August,0,0,23822,0
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2020,September,0,0,23822,0
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2020,October,1266,895,23822,0.053144152
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2020,November,629,475,23822,0.026404164
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2020,December,521,344,23822,0.02187054
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2021,January,645,444,,
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2021,February,694,533,,
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2021,March,874,672,,
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2021,April,670,608,,
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2021,May,473,407,,
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2021,June,603,494,,
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2021,July,655,565,,
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2021,August,672,562,,
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2021,September,661,581,,
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2021,October,556,467,,
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2021,November,484,415,,
Florida,City of Lake Worth Beach,Municipal Utility,Electric,2021,December,520,418,,
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2020,June,0,0,26002,0
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2020,July,107,78,26002,0.004115068
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2020,August,102,75,26002,0.003922775
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2020,September,74,56,26002,0.002845935
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2020,October,67,48,26002,0.002576725
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2020,November,42,37,26002,0.00161526
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2020,December,33,25,26002,0.001269133
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2021,January,61,45,26432,0.002307809
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2021,February,60,51,26432,0.002269976
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2021,March,66,59,26432,0.002496973
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2021,April,46,36,26432,0.001740315
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2021,May,41,32,26432,0.00155115
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2021,June,61,48,26432,0.002307809
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2021,July,53,42,26432,0.002005145
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2021,August,59,41,26432,0.002232143
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2021,September,66,53,26432,0.002496973
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2021,October,39,28,26432,0.001475484
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2021,November,39,21,26432,0.001475484
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2021,December,39,44,26432,0.001475484
Florida,City of New Smyrna Beach,Municipal Utility,Electric,2022,January,71,60,,
Florida,City of Tallahassee,Municipal Utility,Electric,2010,January,2757,0,95268,0.028939413
Florida,City of Tallahassee,Municipal Utility,Electric,2010,February,3080,0,95268,0.032329848
Florida,City of Tallahassee,Municipal Utility,Electric,2010,March,4914,0,95268,0.051580804
Florida,City of Tallahassee,Municipal Utility,Electric,2010,April,4840,0,95268,0.050804048
Florida,City of Tallahassee,Municipal Utility,Electric,2010,May,4973,0,95268,0.052200109
Florida,City of Tallahassee,Municipal Utility,Electric,2010,June,4491,0,95268,0.047140698
Florida,City of Tallahassee,Municipal Utility,Electric,2010,July,5406,0,95268,0.056745182
Florida,City of Tallahassee,Municipal Utility,Electric,2010,August,4039,0,95268,0.042396188
Florida,City of Tallahassee,Municipal Utility,Electric,2010,September,4736,0,95268,0.04971239
Florida,City of Tallahassee,Municipal Utility,Electric,2010,October,4669,0,95268,0.049009111
Florida,City of Tallahassee,Municipal Utility,Electric,2010,November,3218,0,95268,0.033778394
Florida,City of Tallahassee,Municipal Utility,Electric,2010,December,3144,0,95268,0.033001637
Florida,City of Tallahassee,Municipal Utility,Electric,2011,January,4950,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2011,February,4138,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2011,March,5191,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2011,April,5626,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2011,May,3966,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2011,June,3482,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2011,July,3956,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2011,August,3863,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2011,September,3937,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2011,October,4316,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2011,November,3365,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2011,December,3512,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2012,January,3891,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2012,February,4178,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2012,March,4146,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2012,April,3875,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2012,May,4001,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2012,June,3419,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2012,July,3014,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2012,August,3752,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2012,September,3409,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2012,October,3905,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2012,November,3849,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2012,December,3009,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2013,January,5377,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2013,February,3316,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2013,March,3973,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2013,April,4481,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2013,May,4632,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2013,June,3287,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2013,July,3370,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2013,August,3737,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2013,September,2752,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2013,October,4501,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2013,November,3219,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2013,December,3815,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2014,January,1991,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2014,February,4637,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2014,March,3713,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2014,April,3915,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2014,May,3273,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2014,June,4466,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2014,July,4661,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2014,August,3950,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2014,September,4097,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2014,October,4116,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2014,November,2938,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2014,December,4424,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2015,January,4175,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2015,February,2871,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2015,March,3476,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2015,April,4557,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2015,May,4001,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2015,June,3958,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2015,July,3626,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2015,August,4129,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2015,September,4147,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2015,October,3780,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2015,November,3029,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2015,December,4558,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2016,January,3423,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2016,February,3190,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2016,March,4407,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2016,April,4025,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2016,May,3446,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2016,June,4829,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2016,July,3412,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2016,August,4388,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2016,September,3158,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2016,October,4508,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2016,November,3676,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2016,December,3903,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2017,January,3862,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2017,February,4047,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2017,March,3428,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2017,April,3378,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2017,May,3520,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2017,June,4862,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2017,July,3558,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2017,August,4759,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2017,September,3013,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2017,October,4347,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2017,November,4968,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2017,December,4051,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2018,January,3289,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2018,February,4431,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2018,March,3784,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2018,April,4179,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2018,May,4249,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2018,June,4204,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2018,July,3763,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2018,August,4217,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2018,September,3182,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2018,October,3071,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2018,November,3240,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2018,December,2744,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2019,January,3988,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2019,February,3989,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2019,March,3481,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2019,April,3672,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2019,May,3800,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2019,June,3460,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2019,July,3104,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2019,August,3774,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2019,September,3070,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2019,October,3694,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2019,November,3574,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2019,December,3818,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2020,January,4477,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2020,February,3046,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2020,March,1488,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2020,October,2,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2020,November,86,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2020,December,85,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2021,January,62,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2021,February,55,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2021,March,89,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2021,April,1206,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2021,May,3531,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2021,June,5555,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2021,July,4723,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2021,August,4370,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2021,September,4591,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2021,October,4290,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2021,November,4040,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2021,December,4672,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2022,January,4323,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2022,February,3716,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2022,March,4166,0,,
Florida,City of Tallahassee,Municipal Utility,Electric,2022,April,294,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2020,January,10252,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2020,February,9424,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2020,March,5124,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2020,April,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2020,May,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2020,June,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2020,July,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2020,August,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2020,September,18,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2020,October,22721,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2020,November,20429,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2020,December,10428,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2021,January,10851,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2021,February,12178,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2021,March,10650,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2021,April,8502,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2021,May,12149,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2021,June,19078,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2021,July,18985,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2021,August,22771,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2021,September,20750,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2021,October,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2021,November,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2021,December,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2022,January,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2022,February,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2022,March,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2022,April,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2022,May,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2022,June,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2022,July,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2022,August,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2022,September,0,0,,
Florida,Duke Energy Florida,Investor Owned Utility,Electric,2022,October,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2020,January,290,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2020,February,297,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2020,March,137,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2020,April,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2020,May,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2020,June,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2020,July,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2020,August,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2020,September,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2020,October,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2020,November,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2020,December,64,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2021,January,309,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2021,February,235,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2021,March,224,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2021,April,221,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2021,May,105,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2021,June,56,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2021,July,82,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2021,August,407,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2021,September,267,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2021,October,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2021,November,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2021,December,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2022,January,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2022,February,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2022,March,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2022,April,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2022,May,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2022,June,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2022,July,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2022,August,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2022,September,0,0,,
Florida,Florida City Gas,Municipal Utility,Gas,2022,October,0,0,,
Florida,Florida Power & Light Company,Investor Owned Utility,Electric,2020,January,82462,0,4548301,0.018130286
