State,postal_code,Utility Name,Year,Month,Total Connections,Total Disconnections,number_of_reconnections,month_num,year_month,Disconnection Rate,reconnection_rate,cbd_flag,service_type,direct_parent,ultimate_parent,quarter,total_disconnects
Arizona,AZ,Ajo Improvement Company,2020,January,,,,1,2020,,,1,Electric,"",Freeport-McMoRan,1,NoData
Arizona,AZ,Ajo Improvement Company,2020,February,,,,2,2020.08333333333,,,1,Electric,"",Freeport-McMoRan,1,NoData
Arizona,AZ,Ajo Improvement Company,2020,March,,,,3,2020.16666666667,,,1,Electric,"",Freeport-McMoRan,1,NoData
Arizona,AZ,Ajo Improvement Company,2020,April,,,,4,2020.25,,,1,Electric,"",Freeport-McMoRan,2,NoData
Arizona,AZ,Ajo Improvement Company,2020,May,,,,5,2020.33333333333,,,1,Electric,"",Freeport-McMoRan,2,NoData
Arizona,AZ,Ajo Improvement Company,2020,June,,,,6,2020.41666666667,,,1,Electric,"",Freeport-McMoRan,2,NoData
Arizona,AZ,Ajo Improvement Company,2020,July,,,,7,2020.5,,,1,Electric,"",Freeport-McMoRan,3,NoData
Arizona,AZ,Ajo Improvement Company,2020,August,,,,8,2020.58333333333,,,1,Electric,"",Freeport-McMoRan,3,NoData
Arizona,AZ,Ajo Improvement Company,2020,September,,,,9,2020.66666666667,,,1,Electric,"",Freeport-McMoRan,3,NoData
Arizona,AZ,Ajo Improvement Company,2020,October,,,,10,2020.75,,,1,Electric,"",Freeport-McMoRan,4,NoData
Arizona,AZ,Ajo Improvement Company,2020,November,,,,11,2020.83333333333,,,1,Electric,"",Freeport-McMoRan,4,NoData
Arizona,AZ,Ajo Improvement Company,2020,December,,,,12,2020.91666666667,,,1,Electric,"",Freeport-McMoRan,4,NoData
Arizona,AZ,Ajo Improvement Company,2021,January,,0,,1,2021,,,1,Electric,"",Freeport-McMoRan,1,0
Arizona,AZ,Ajo Improvement Company,2021,February,,5,,2,2021.08333333333,,,1,Electric,"",Freeport-McMoRan,1,5
Arizona,AZ,Ajo Improvement Company,2021,March,,3,,3,2021.16666666667,,,1,Electric,"",Freeport-McMoRan,1,3
Arizona,AZ,Ajo Improvement Company,2021,April,,3,,4,2021.25,,,1,Electric,"",Freeport-McMoRan,2,3
Arizona,AZ,Ajo Improvement Company,2021,May,,0,,5,2021.33333333333,,,1,Electric,"",Freeport-McMoRan,2,0
Arizona,AZ,Ajo Improvement Company,2021,June,,0,,6,2021.41666666667,,,1,Electric,"",Freeport-McMoRan,2,0
Arizona,AZ,Ajo Improvement Company,2021,July,,0,,7,2021.5,,,1,Electric,"",Freeport-McMoRan,3,0
Arizona,AZ,Ajo Improvement Company,2021,August,,0,,8,2021.58333333333,,,1,Electric,"",Freeport-McMoRan,3,0
Arizona,AZ,Ajo Improvement Company,2021,September,,0,,9,2021.66666666667,,,1,Electric,"",Freeport-McMoRan,3,0
Arizona,AZ,Ajo Improvement Company,2021,October,,5,,10,2021.75,,,1,Electric,"",Freeport-McMoRan,4,5
Arizona,AZ,Ajo Improvement Company,2021,November,,5,,11,2021.83333333333,,,1,Electric,"",Freeport-McMoRan,4,5
Arizona,AZ,Ajo Improvement Company,2021,December,,4,,12,2021.91666666667,,,1,Electric,"",Freeport-McMoRan,4,4
Arizona,AZ,Ajo Improvement Company,2022,January,,4,,1,2022,,,1,Electric,"",Freeport-McMoRan,1,4
Arizona,AZ,Ajo Improvement Company,2022,February,,3,,2,2022.08333333333,,,1,Electric,"",Freeport-McMoRan,1,3
Arizona,AZ,Ajo Improvement Company,2022,March,,5,,3,2022.16666666667,,,1,Electric,"",Freeport-McMoRan,1,5
Arizona,AZ,Ajo Improvement Company,2022,April,,,,4,2022.25,,,1,Electric,"",Freeport-McMoRan,2,NoData
Arizona,AZ,Ajo Improvement Company,2022,May,,,,5,2022.33333333333,,,1,Electric,"",Freeport-McMoRan,2,NoData
Arizona,AZ,Ajo Improvement Company,2022,June,,,,6,2022.41666666667,,,1,Electric,"",Freeport-McMoRan,2,NoData
Arizona,AZ,Ajo Improvement Company,2022,July,,,,7,2022.5,,,1,Electric,"",Freeport-McMoRan,3,NoData
Arizona,AZ,Ajo Improvement Company,2022,August,,,,8,2022.58333333333,,,1,Electric,"",Freeport-McMoRan,3,NoData
Arizona,AZ,Ajo Improvement Company,2022,September,,,,9,2022.66666666667,,,1,Electric,"",Freeport-McMoRan,3,NoData
Arizona,AZ,Ajo Improvement Company,2022,October,,,,10,2022.75,,,1,Electric,"",Freeport-McMoRan,4,NoData
Arizona,AZ,Arizona Public Service Company,2020,January,,614,,1,2020,,,1,Electric,"",Pinnacle West Capital,1,614
Arizona,AZ,Arizona Public Service Company,2020,February,,,,2,2020.08333333333,,,1,Electric,"",Pinnacle West Capital,1,NoData
Arizona,AZ,Arizona Public Service Company,2020,March,,,,3,2020.16666666667,,,1,Electric,"",Pinnacle West Capital,1,NoData
Arizona,AZ,Arizona Public Service Company,2020,April,,,,4,2020.25,,,1,Electric,"",Pinnacle West Capital,2,NoData
Arizona,AZ,Arizona Public Service Company,2020,May,,,,5,2020.33333333333,,,1,Electric,"",Pinnacle West Capital,2,NoData
Arizona,AZ,Arizona Public Service Company,2020,June,,,,6,2020.41666666667,,,1,Electric,"",Pinnacle West Capital,2,NoData
Arizona,AZ,Arizona Public Service Company,2020,July,,,,7,2020.5,,,1,Electric,"",Pinnacle West Capital,3,NoData
Arizona,AZ,Arizona Public Service Company,2020,August,,,,8,2020.58333333333,,,1,Electric,"",Pinnacle West Capital,3,NoData
Arizona,AZ,Arizona Public Service Company,2020,September,,,,9,2020.66666666667,,,1,Electric,"",Pinnacle West Capital,3,NoData
Arizona,AZ,Arizona Public Service Company,2020,October,,,,10,2020.75,,,1,Electric,"",Pinnacle West Capital,4,NoData
Arizona,AZ,Arizona Public Service Company,2020,November,,,,11,2020.83333333333,,,1,Electric,"",Pinnacle West Capital,4,NoData
Arizona,AZ,Arizona Public Service Company,2020,December,,,,12,2020.91666666667,,,1,Electric,"",Pinnacle West Capital,4,NoData
Arizona,AZ,Arizona Public Service Company,2021,January,,0,,1,2021,,,1,Electric,"",Pinnacle West Capital,1,0
Arizona,AZ,Arizona Public Service Company,2021,February,,6278,,2,2021.08333333333,,,1,Electric,"",Pinnacle West Capital,1,6278
Arizona,AZ,Arizona Public Service Company,2021,March,,3929,,3,2021.16666666667,,,1,Electric,"",Pinnacle West Capital,1,3929
Arizona,AZ,Arizona Public Service Company,2021,April,,3460,,4,2021.25,,,1,Electric,"",Pinnacle West Capital,2,3460
Arizona,AZ,Arizona Public Service Company,2021,May,,960,,5,2021.33333333333,,,1,Electric,"",Pinnacle West Capital,2,960
Arizona,AZ,Arizona Public Service Company,2021,June,,0,,6,2021.41666666667,,,1,Electric,"",Pinnacle West Capital,2,0
Arizona,AZ,Arizona Public Service Company,2021,July,,0,,7,2021.5,,,1,Electric,"",Pinnacle West Capital,3,0
Arizona,AZ,Arizona Public Service Company,2021,August,,0,,8,2021.58333333333,,,1,Electric,"",Pinnacle West Capital,3,0
Arizona,AZ,Arizona Public Service Company,2021,September,,0,,9,2021.66666666667,,,1,Electric,"",Pinnacle West Capital,3,0
Arizona,AZ,Arizona Public Service Company,2021,October,,0,,10,2021.75,,,1,Electric,"",Pinnacle West Capital,4,0
Arizona,AZ,Arizona Public Service Company,2021,November,,625,,11,2021.83333333333,,,1,Electric,"",Pinnacle West Capital,4,625
Arizona,AZ,Arizona Public Service Company,2021,December,,4598,,12,2021.91666666667,,,1,Electric,"",Pinnacle West Capital,4,4598
Arizona,AZ,Arizona Public Service Company,2022,January,,4855,,1,2022,,,1,Electric,"",Pinnacle West Capital,1,4855
Arizona,AZ,Arizona Public Service Company,2022,February,,3488,,2,2022.08333333333,,,1,Electric,"",Pinnacle West Capital,1,3488
Arizona,AZ,Arizona Public Service Company,2022,March,,5717,,3,2022.16666666667,,,1,Electric,"",Pinnacle West Capital,1,5717
Arizona,AZ,Arizona Public Service Company,2022,April,,2316,,4,2022.25,,,1,Electric,"",Pinnacle West Capital,2,2316
Arizona,AZ,Arizona Public Service Company,2022,May,,,,5,2022.33333333333,,,1,Electric,"",Pinnacle West Capital,2,NoData
Arizona,AZ,Arizona Public Service Company,2022,June,,,,6,2022.41666666667,,,1,Electric,"",Pinnacle West Capital,2,NoData
Arizona,AZ,Arizona Public Service Company,2022,July,,,,7,2022.5,,,1,Electric,"",Pinnacle West Capital,3,NoData
Arizona,AZ,Arizona Public Service Company,2022,August,,,,8,2022.58333333333,,,1,Electric,"",Pinnacle West Capital,3,NoData
Arizona,AZ,Arizona Public Service Company,2022,September,,,,9,2022.66666666667,,,1,Electric,"",Pinnacle West Capital,3,NoData
Arizona,AZ,Arizona Public Service Company,2022,October,,,,10,2022.75,,,1,Electric,"",Pinnacle West Capital,4,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2020,January,,,,1,2020,,,1,Electric,"",Freeport-McMoRan,1,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2020,February,,,,2,2020.08333333333,,,1,Electric,"",Freeport-McMoRan,1,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2020,March,,,,3,2020.16666666667,,,1,Electric,"",Freeport-McMoRan,1,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2020,April,,,,4,2020.25,,,1,Electric,"",Freeport-McMoRan,2,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2020,May,,,,5,2020.33333333333,,,1,Electric,"",Freeport-McMoRan,2,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2020,June,,,,6,2020.41666666667,,,1,Electric,"",Freeport-McMoRan,2,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2020,July,,,,7,2020.5,,,1,Electric,"",Freeport-McMoRan,3,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2020,August,,,,8,2020.58333333333,,,1,Electric,"",Freeport-McMoRan,3,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2020,September,,,,9,2020.66666666667,,,1,Electric,"",Freeport-McMoRan,3,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2020,October,,,,10,2020.75,,,1,Electric,"",Freeport-McMoRan,4,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2020,November,,,,11,2020.83333333333,,,1,Electric,"",Freeport-McMoRan,4,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2020,December,,,,12,2020.91666666667,,,1,Electric,"",Freeport-McMoRan,4,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2021,January,,2,,1,2021,,,1,Electric,"",Freeport-McMoRan,1,2
Arizona,AZ,The Morenci Water and Electric Co.,2021,February,,4,,2,2021.08333333333,,,1,Electric,"",Freeport-McMoRan,1,4
Arizona,AZ,The Morenci Water and Electric Co.,2021,March,,2,,3,2021.16666666667,,,1,Electric,"",Freeport-McMoRan,1,2
Arizona,AZ,The Morenci Water and Electric Co.,2021,April,,3,,4,2021.25,,,1,Electric,"",Freeport-McMoRan,2,3
Arizona,AZ,The Morenci Water and Electric Co.,2021,May,,0,,5,2021.33333333333,,,1,Electric,"",Freeport-McMoRan,2,0
Arizona,AZ,The Morenci Water and Electric Co.,2021,June,,0,,6,2021.41666666667,,,1,Electric,"",Freeport-McMoRan,2,0
Arizona,AZ,The Morenci Water and Electric Co.,2021,July,,0,,7,2021.5,,,1,Electric,"",Freeport-McMoRan,3,0
Arizona,AZ,The Morenci Water and Electric Co.,2021,August,,0,,8,2021.58333333333,,,1,Electric,"",Freeport-McMoRan,3,0
Arizona,AZ,The Morenci Water and Electric Co.,2021,September,,0,,9,2021.66666666667,,,1,Electric,"",Freeport-McMoRan,3,0
Arizona,AZ,The Morenci Water and Electric Co.,2021,October,,7,,10,2021.75,,,1,Electric,"",Freeport-McMoRan,4,7
Arizona,AZ,The Morenci Water and Electric Co.,2021,November,,4,,11,2021.83333333333,,,1,Electric,"",Freeport-McMoRan,4,4
Arizona,AZ,The Morenci Water and Electric Co.,2021,December,,3,,12,2021.91666666667,,,1,Electric,"",Freeport-McMoRan,4,3
Arizona,AZ,The Morenci Water and Electric Co.,2022,January,,4,,1,2022,,,1,Electric,"",Freeport-McMoRan,1,4
Arizona,AZ,The Morenci Water and Electric Co.,2022,February,,4,,2,2022.08333333333,,,1,Electric,"",Freeport-McMoRan,1,4
Arizona,AZ,The Morenci Water and Electric Co.,2022,March,,5,,3,2022.16666666667,,,1,Electric,"",Freeport-McMoRan,1,5
Arizona,AZ,The Morenci Water and Electric Co.,2022,April,,,,4,2022.25,,,1,Electric,"",Freeport-McMoRan,2,No data yet
Arizona,AZ,The Morenci Water and Electric Co.,2022,May,,,,5,2022.33333333333,,,1,Electric,"",Freeport-McMoRan,2,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2022,June,,,,6,2022.41666666667,,,1,Electric,"",Freeport-McMoRan,2,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2022,July,,,,7,2022.5,,,1,Electric,"",Freeport-McMoRan,3,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2022,August,,,,8,2022.58333333333,,,1,Electric,"",Freeport-McMoRan,3,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2022,September,,,,9,2022.66666666667,,,1,Electric,"",Freeport-McMoRan,3,NoData
Arizona,AZ,The Morenci Water and Electric Co.,2022,October,,,,10,2022.75,,,1,Electric,"",Freeport-McMoRan,4,NoData
Arizona,AZ,Tuscon Electric Power,2020,January,,,,1,2020,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,NoData
Arizona,AZ,Tuscon Electric Power,2020,February,,,,2,2020.08333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,NoData
Arizona,AZ,Tuscon Electric Power,2020,March,,,,3,2020.16666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,NoData
Arizona,AZ,Tuscon Electric Power,2020,April,,,,4,2020.25,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,NoData
Arizona,AZ,Tuscon Electric Power,2020,May,,,,5,2020.33333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,NoData
Arizona,AZ,Tuscon Electric Power,2020,June,,,,6,2020.41666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,NoData
Arizona,AZ,Tuscon Electric Power,2020,July,,,,7,2020.5,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,NoData
Arizona,AZ,Tuscon Electric Power,2020,August,,,,8,2020.58333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,NoData
Arizona,AZ,Tuscon Electric Power,2020,September,,,,9,2020.66666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,NoData
Arizona,AZ,Tuscon Electric Power,2020,October,,,,10,2020.75,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,NoData
Arizona,AZ,Tuscon Electric Power,2020,November,,,,11,2020.83333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,NoData
Arizona,AZ,Tuscon Electric Power,2020,December,,,,12,2020.91666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,NoData
Arizona,AZ,Tuscon Electric Power,2021,January,,0,,1,2021,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,0
Arizona,AZ,Tuscon Electric Power,2021,February,,0,,2,2021.08333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,0
Arizona,AZ,Tuscon Electric Power,2021,March,,0,,3,2021.16666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,0
Arizona,AZ,Tuscon Electric Power,2021,April,,3249,,4,2021.25,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,3249
Arizona,AZ,Tuscon Electric Power,2021,May,,1690,,5,2021.33333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,1690
Arizona,AZ,Tuscon Electric Power,2021,June,,0,,6,2021.41666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,0
Arizona,AZ,Tuscon Electric Power,2021,July,,0,,7,2021.5,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,0
Arizona,AZ,Tuscon Electric Power,2021,August,,0,,8,2021.58333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,0
Arizona,AZ,Tuscon Electric Power,2021,September,,0,,9,2021.66666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,0
Arizona,AZ,Tuscon Electric Power,2021,October,,0,,10,2021.75,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,0
Arizona,AZ,Tuscon Electric Power,2021,November,,0,,11,2021.83333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,0
Arizona,AZ,Tuscon Electric Power,2021,December,,1967,,12,2021.91666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,1967
Arizona,AZ,Tuscon Electric Power,2022,January,,,,1,2022,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,No Data
Arizona,AZ,Tuscon Electric Power,2022,February,,,,2,2022.08333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,NoData
Arizona,AZ,Tuscon Electric Power,2022,March,,,,3,2022.16666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,NoData
Arizona,AZ,Tuscon Electric Power,2022,April,,,,4,2022.25,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,NoData
Arizona,AZ,Tuscon Electric Power,2022,May,,,,5,2022.33333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,NoData
Arizona,AZ,Tuscon Electric Power,2022,June,,,,6,2022.41666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,NoData
Arizona,AZ,Tuscon Electric Power,2022,July,,,,7,2022.5,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,NoData
Arizona,AZ,Tuscon Electric Power,2022,August,,,,8,2022.58333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,NoData
Arizona,AZ,Tuscon Electric Power,2022,September,,,,9,2022.66666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,NoData
Arizona,AZ,Tuscon Electric Power,2022,October,,,,10,2022.75,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,NoData
Arizona,AZ,UNS Electric,2020,January,,,,1,2020,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,NoData
Arizona,AZ,UNS Electric,2020,February,,,,2,2020.08333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,NoData
Arizona,AZ,UNS Electric,2020,March,,,,3,2020.16666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,NoData
Arizona,AZ,UNS Electric,2020,April,,,,4,2020.25,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,NoData
Arizona,AZ,UNS Electric,2020,May,,,,5,2020.33333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,NoData
Arizona,AZ,UNS Electric,2020,June,,,,6,2020.41666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,NoData
Arizona,AZ,UNS Electric,2020,July,,,,7,2020.5,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,NoData
Arizona,AZ,UNS Electric,2020,August,,,,8,2020.58333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,NoData
Arizona,AZ,UNS Electric,2020,September,,,,9,2020.66666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,NoData
Arizona,AZ,UNS Electric,2020,October,,,,10,2020.75,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,NoData
Arizona,AZ,UNS Electric,2020,November,,,,11,2020.83333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,NoData
Arizona,AZ,UNS Electric,2020,December,,,,12,2020.91666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,NoData
Arizona,AZ,UNS Electric,2021,January,,0,,1,2021,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,0
Arizona,AZ,UNS Electric,2021,February,,0,,2,2021.08333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,0
Arizona,AZ,UNS Electric,2021,March,,0,,3,2021.16666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,0
Arizona,AZ,UNS Electric,2021,April,,651,,4,2021.25,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,651
Arizona,AZ,UNS Electric,2021,May,,379,,5,2021.33333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,379
Arizona,AZ,UNS Electric,2021,June,,0,,6,2021.41666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,0
Arizona,AZ,UNS Electric,2021,July,,0,,7,2021.5,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,0
Arizona,AZ,UNS Electric,2021,August,,0,,8,2021.58333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,0
Arizona,AZ,UNS Electric,2021,September,,0,,9,2021.66666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,0
Arizona,AZ,UNS Electric,2021,October,,0,,10,2021.75,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,0
Arizona,AZ,UNS Electric,2021,November,,0,,11,2021.83333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,0
Arizona,AZ,UNS Electric,2021,December,,273,,12,2021.91666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,273
Arizona,AZ,UNS Electric,2022,January,,,,1,2022,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,No Data
Arizona,AZ,UNS Electric,2022,February,,,,2,2022.08333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,NoData
Arizona,AZ,UNS Electric,2022,March,,,,3,2022.16666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,1,NoData
Arizona,AZ,UNS Electric,2022,April,,,,4,2022.25,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,NoData
Arizona,AZ,UNS Electric,2022,May,,,,5,2022.33333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,NoData
Arizona,AZ,UNS Electric,2022,June,,,,6,2022.41666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,2,NoData
Arizona,AZ,UNS Electric,2022,July,,,,7,2022.5,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,NoData
Arizona,AZ,UNS Electric,2022,August,,,,8,2022.58333333333,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,NoData
Arizona,AZ,UNS Electric,2022,September,,,,9,2022.66666666667,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,3,NoData
Arizona,AZ,UNS Electric,2022,October,,,,10,2022.75,,,1,Electric,UNS Energy Corp,Fortis Inc/ Canada,4,NoData
California,CA,Pacific Gas and Electric Company,2018,August,5529010,26016,,8,2018.58333333333,0.00470536316628113,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2018,September,5528160,21800,,9,2018.66666666667,0.00394344592052329,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2018,October,5532438,20687,,10,2018.75,0.0037392194905754,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2018,November,5526639,10285,,11,2018.83333333333,0.00186098639697654,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2018,December,5518884,18840,,12,2018.91666666667,0.0034137336461502,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2019,January,5446798,0,,1,2019,0,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2019,February,5448583,14221,,2,2019.08333333333,0.00261003640763112,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2019,March,5449450,23381,,3,2019.16666666667,0.00429052473185367,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2019,April,5457803,21400,,4,2019.25,0.00392099165176904,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2019,May,5464521,30563,,5,2019.33333333333,0.00559298793068963,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2019,June,5464048,19852,,6,2019.41666666667,0.00363320380787284,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2019,July,5467488,18290,,7,2019.5,0.00334522910704148,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2019,August,5473455,18711,,8,2019.58333333333,0.003418498918873,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2019,September,5469623,23997,,9,2019.66666666667,0.00438732249005096,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2019,October,5469697,15632,,10,2019.75,0.00285792796200594,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2019,November,5474574,8573,,11,2019.83333333333,0.00156596659393041,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2019,December,5476829,19157,,12,2019.91666666667,0.00349782693598796,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2020,January,5486580,23006,,1,2020,0.00419314035337132,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2020,January,,23006,,1,2020,,,1,Electric/Gas,"",PG&E Corp,1,23006
California,CA,Pacific Gas and Electric Company,2020,February,5492230,20693,,2,2020.08333333333,0.00376768634962483,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2020,February,,20693,,2,2020.08333333333,,,1,Electric/Gas,"",PG&E Corp,1,20693
California,CA,Pacific Gas and Electric Company,2020,March,5498078,6955,,3,2020.16666666667,0.00126498751018083,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2020,March,,6955,,3,2020.16666666667,,,1,Electric/Gas,"",PG&E Corp,1,6955
California,CA,Pacific Gas and Electric Company,2020,April,5497361,0,,4,2020.25,0,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2020,April,,0,,4,2020.25,,,1,Electric/Gas,"",PG&E Corp,2,0
California,CA,Pacific Gas and Electric Company,2020,May,5499656,0,,5,2020.33333333333,0,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2020,May,,0,,5,2020.33333333333,,,1,Electric/Gas,"",PG&E Corp,2,0
California,CA,Pacific Gas and Electric Company,2020,June,5501342,0,,6,2020.41666666667,0,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2020,June,,0,,6,2020.41666666667,,,1,Electric/Gas,"",PG&E Corp,2,0
California,CA,Pacific Gas and Electric Company,2020,July,5501259,0,,7,2020.5,0,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2020,July,,0,,7,2020.5,,,1,Electric/Gas,"",PG&E Corp,3,0
California,CA,Pacific Gas and Electric Company,2020,August,5495989,0,,8,2020.58333333333,0,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2020,August,,0,,8,2020.58333333333,,,1,Electric/Gas,"",PG&E Corp,3,0
California,CA,Pacific Gas and Electric Company,2020,September,5489278,0,,9,2020.66666666667,0,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2020,September,,0,,9,2020.66666666667,,,1,Electric/Gas,"",PG&E Corp,3,0
California,CA,Pacific Gas and Electric Company,2020,October,5493082,0,,10,2020.75,0,,0,Electric/Gas,,,,
California,CA,Pacific Gas and Electric Company,2020,October,,0,,10,2020.75,,,1,Electric/Gas,"",PG&E Corp,4,0
California,CA,Pacific Gas and Electric Company,2020,November,5494096,0,,11,2020.83333333333,0,,0,Electric/Gas,,,,
