"","State","Utility Name","Year","Month","Total Connections","Total Disconnections","Disconnection Rate"
"1699","MN","GMG",2022,"October",NA,NA,NA
"1700","MN","GMG",2022,"October",0,9343,0
"1701","MN","GMG",2022,"September",NA,NA,NA
"1702","MN","GMG",2022,"September",NA,NA,NA
"1703","MN","GMG",2022,"September",NA,NA,NA
"1704","MN","GMG",2022,"September",NA,NA,NA
"1705","MN","GMG",2022,"September",0,9215,0
"1706","MN","GMG",2022,"September",0,9215,0
"1707","MN","Great Plains",2022,"April",30,19349,0.15504677244302
"1708","MN","Great Plains",2022,"April",30,19349,0.15504677244302
"1709","MN","Great Plains",2022,"April",30,19349,0.15504677244302
"1710","MN","Great Plains",2022,"April",30,19349,0.15504677244302
"1711","MN","Great Plains",2022,"April",30,19349,0.15504677244302
"1712","MN","Great Plains",2022,"April",30,19349,0.15504677244302
"1713","MN","Great Plains",2022,"August",0,NA,NA
"1714","MN","Great Plains",2022,"August",0,NA,NA
"1715","MN","Great Plains",2022,"August",0,NA,NA
"1716","MN","Great Plains",2022,"August",102,18912,0.539340101522843
"1717","MN","Great Plains",2022,"August",102,18912,0.539340101522843
"1718","MN","Great Plains",2022,"August",102,18912,0.539340101522843
"1719","MN","Great Plains",2022,"December",0,NA,NA
"1720","MN","Great Plains",2022,"December",0,NA,NA
"1721","MN","Great Plains",2022,"December",0,NA,NA
"1722","MN","Great Plains",2022,"December",0,NA,NA
"1723","MN","Great Plains",2022,"December",0,NA,NA
"1724","MN","Great Plains",2022,"December",0,NA,NA
"1725","MN","Great Plains",2022,"February",0,19356,0
"1726","MN","Great Plains",2022,"February",0,19356,0
"1727","MN","Great Plains",2022,"February",0,19356,0
"1728","MN","Great Plains",2022,"February",0,19356,0
"1729","MN","Great Plains",2022,"February",0,19356,0
"1730","MN","Great Plains",2022,"February",0,19356,0
"1731","MN","Great Plains",2022,"January",0,19171,0
"1732","MN","Great Plains",2022,"January",0,19171,0
"1733","MN","Great Plains",2022,"January",0,19171,0
"1734","MN","Great Plains",2022,"January",0,19171,0
"1735","MN","Great Plains",2022,"January",0,19171,0
"1736","MN","Great Plains",2022,"January",0,19171,0
"1737","MN","Great Plains",2022,"July",0,NA,NA
"1738","MN","Great Plains",2022,"July",0,NA,NA
"1739","MN","Great Plains",2022,"July",79,18988,0.416052243522225
"1740","MN","Great Plains",2022,"July",79,18988,0.416052243522225
"1741","MN","Great Plains",2022,"July",79,18988,0.416052243522225
"1742","MN","Great Plains",2022,"July",79,18988,0.416052243522225
"1743","MN","Great Plains",2022,"June",0,NA,NA
"1744","MN","Great Plains",2022,"June",112,19086,0.586817562611338
"1745","MN","Great Plains",2022,"June",112,19086,0.586817562611338
"1746","MN","Great Plains",2022,"June",112,19086,0.586817562611338
"1747","MN","Great Plains",2022,"June",112,19086,0.586817562611338
"1748","MN","Great Plains",2022,"June",112,19086,0.586817562611338
"1749","MN","Great Plains",2022,"March",6,19356,0.0309981401115933
"1750","MN","Great Plains",2022,"March",6,19356,0.0309981401115933
"1751","MN","Great Plains",2022,"March",6,19356,0.0309981401115933
"1752","MN","Great Plains",2022,"March",6,19356,0.0309981401115933
"1753","MN","Great Plains",2022,"March",6,19356,0.0309981401115933
"1754","MN","Great Plains",2022,"March",6,19356,0.0309981401115933
"1755","MN","Great Plains",2022,"May",167,19199,0.869836970675556
"1756","MN","Great Plains",2022,"May",167,19199,0.869836970675556
"1757","MN","Great Plains",2022,"May",167,19199,0.869836970675556
"1758","MN","Great Plains",2022,"May",167,19199,0.869836970675556
"1759","MN","Great Plains",2022,"May",167,19199,0.869836970675556
"1760","MN","Great Plains",2022,"May",167,19199,0.869836970675556
"1761","MN","Great Plains",2022,"November",0,NA,NA
"1762","MN","Great Plains",2022,"November",0,NA,NA
"1763","MN","Great Plains",2022,"November",0,NA,NA
"1764","MN","Great Plains",2022,"November",0,NA,NA
"1765","MN","Great Plains",2022,"November",0,NA,NA
"1766","MN","Great Plains",2022,"November",0,NA,NA
"1767","MN","Great Plains",2022,"October",0,NA,NA
"1768","MN","Great Plains",2022,"October",0,NA,NA
"1769","MN","Great Plains",2022,"October",0,NA,NA
"1770","MN","Great Plains",2022,"October",0,NA,NA
"1771","MN","Great Plains",2022,"October",0,NA,NA
"1772","MN","Great Plains",2022,"October",8,19192,0.0416840350145894
"1773","MN","Great Plains",2022,"September",0,NA,NA
"1774","MN","Great Plains",2022,"September",0,NA,NA
"1775","MN","Great Plains",2022,"September",0,NA,NA
"1776","MN","Great Plains",2022,"September",0,NA,NA
"1777","MN","Great Plains",2022,"September",67,18950,0.353562005277045
"1778","MN","Great Plains",2022,"September",67,18950,0.353562005277045
"1779","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"April",NA,NA,NA
"1780","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"April",NA,NA,NA
"1781","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"April",NA,NA,NA
"1782","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"April",NA,NA,NA
"1783","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"April",NA,NA,NA
"1784","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"April",NA,NA,NA
"1785","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"August",NA,NA,NA
"1786","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"August",NA,NA,NA
"1787","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"August",NA,NA,NA
"1788","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"August",NA,213423,NA
"1789","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"August",657,213423,0.307839361268467
"1790","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"August",657,213423,0.307839361268467
"1791","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"December",NA,NA,NA
"1792","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"December",NA,NA,NA
"1793","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"December",NA,NA,NA
"1794","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"December",NA,NA,NA
"1795","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"December",NA,NA,NA
"1796","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"December",NA,NA,NA
"1797","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"February",NA,NA,NA
"1798","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"February",NA,NA,NA
"1799","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"February",NA,NA,NA
"1800","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"February",NA,NA,NA
"1801","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"February",NA,NA,NA
"1802","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"February",NA,NA,NA
"1803","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"January",NA,NA,NA
"1804","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"January",NA,NA,NA
"1805","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"January",NA,NA,NA
"1806","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"January",NA,NA,NA
"1807","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"January",NA,NA,NA
"1808","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"January",NA,NA,NA
"1809","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"July",NA,NA,NA
"1810","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"July",NA,NA,NA
"1811","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"July",835,213606,0.390906622473151
"1812","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"July",835,213606,0.390906622473151
"1813","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"July",835,213606,0.390906622473151
"1814","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"July",835,213606,0.390906622473151
"1815","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"June",NA,NA,NA
"1816","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"June",1211,214066,0.565713378117029
"1817","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"June",1211,214066,0.565713378117029
"1818","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"June",1211,214066,0.565713378117029
"1819","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"June",1211,214066,0.565713378117029
"1820","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"June",1211,214066,0.565713378117029
"1821","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"March",NA,NA,NA
"1822","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"March",NA,NA,NA
"1823","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"March",NA,NA,NA
"1824","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"March",NA,NA,NA
"1825","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"March",NA,NA,NA
"1826","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"March",NA,NA,NA
"1827","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"May",1230,215113,0.571792499755942
"1828","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"May",1230,215113,0.571792499755942
"1829","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"May",1230,215113,0.571792499755942
"1830","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"May",1230,215113,0.571792499755942
"1831","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"May",1230,215113,0.571792499755942
"1832","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"May",1230,215113,0.571792499755942
"1833","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"November",NA,NA,NA
"1834","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"November",NA,NA,NA
"1835","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"November",NA,NA,NA
"1836","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"November",NA,NA,NA
"1837","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"November",NA,NA,NA
"1838","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"November",NA,NA,NA
"1839","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"October",NA,NA,NA
"1840","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"October",NA,NA,NA
"1841","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"October",NA,NA,NA
"1842","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"October",NA,NA,NA
"1843","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"October",NA,NA,NA
"1844","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"October",23,214902,0.010702552791505
"1845","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"September",NA,NA,NA
"1846","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"September",NA,NA,NA
"1847","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"September",NA,NA,NA
"1848","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"September",NA,NA,NA
"1849","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"September",421,213373,0.197307063217933
"1850","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"September",421,213373,0.197307063217933
"1851","MN","Minnesota Power",2022,"April",102,107770,0.0946460053818317
"1852","MN","Minnesota Power",2022,"April",102,107770,0.0946460053818317
"1853","MN","Minnesota Power",2022,"April",102,107770,0.0946460053818317
"1854","MN","Minnesota Power",2022,"April",102,107770,0.0946460053818317
"1855","MN","Minnesota Power",2022,"April",102,107770,0.0946460053818317
"1856","MN","Minnesota Power",2022,"April",102,107770,0.0946460053818317
"1857","MN","Minnesota Power",2022,"August",NA,NA,NA
"1858","MN","Minnesota Power",2022,"August",NA,NA,NA
"1859","MN","Minnesota Power",2022,"August",NA,NA,NA
"1860","MN","Minnesota Power",2022,"August",281,108159,0.259802697879973
"1861","MN","Minnesota Power",2022,"August",281,108159,0.259802697879973
"1862","MN","Minnesota Power",2022,"August",281,108159,0.259802697879973
"1863","MN","Minnesota Power",2022,"December",NA,NA,NA
"1864","MN","Minnesota Power",2022,"December",NA,NA,NA
"1865","MN","Minnesota Power",2022,"December",NA,NA,NA
"1866","MN","Minnesota Power",2022,"December",NA,NA,NA
"1867","MN","Minnesota Power",2022,"December",NA,NA,NA
"1868","MN","Minnesota Power",2022,"December",NA,NA,NA
"1869","MN","Minnesota Power",2022,"February",80,107676,0.074296964968981
"1870","MN","Minnesota Power",2022,"February",80,107676,0.074296964968981
"1871","MN","Minnesota Power",2022,"February",80,107676,0.074296964968981
"1872","MN","Minnesota Power",2022,"February",80,107676,0.074296964968981
"1873","MN","Minnesota Power",2022,"February",80,107676,0.074296964968981
"1874","MN","Minnesota Power",2022,"February",80,107676,0.074296964968981
"1875","MN","Minnesota Power",2022,"January",96,107751,0.089094300748949
"1876","MN","Minnesota Power",2022,"January",96,107751,0.089094300748949
"1877","MN","Minnesota Power",2022,"January",96,107751,0.089094300748949
"1878","MN","Minnesota Power",2022,"January",96,107751,0.089094300748949
"1879","MN","Minnesota Power",2022,"January",96,107751,0.089094300748949
"1880","MN","Minnesota Power",2022,"January",96,107751,0.089094300748949
"1881","MN","Minnesota Power",2022,"July",NA,NA,NA
"1882","MN","Minnesota Power",2022,"July",NA,NA,NA
"1883","MN","Minnesota Power",2022,"July",282,107927,0.261287722256711
"1884","MN","Minnesota Power",2022,"July",282,107927,0.261287722256711
"1885","MN","Minnesota Power",2022,"July",282,107927,0.261287722256711
"1886","MN","Minnesota Power",2022,"July",282,107927,0.261287722256711
"1887","MN","Minnesota Power",2022,"June",NA,NA,NA
"1888","MN","Minnesota Power",2022,"June",370,108287,0.341684597412432
"1889","MN","Minnesota Power",2022,"June",370,108287,0.341684597412432
"1890","MN","Minnesota Power",2022,"June",370,108287,0.341684597412432
"1891","MN","Minnesota Power",2022,"June",370,108287,0.341684597412432
"1892","MN","Minnesota Power",2022,"June",370,108287,0.341684597412432
"1893","MN","Minnesota Power",2022,"March",127,107723,0.117894971361733
"1894","MN","Minnesota Power",2022,"March",127,107723,0.117894971361733
"1895","MN","Minnesota Power",2022,"March",127,107723,0.117894971361733
"1896","MN","Minnesota Power",2022,"March",127,107723,0.117894971361733
"1897","MN","Minnesota Power",2022,"March",127,107723,0.117894971361733
"1898","MN","Minnesota Power",2022,"March",127,107723,0.117894971361733
"1899","MN","Minnesota Power",2022,"May",273,107993,0.252794162584612
"1900","MN","Minnesota Power",2022,"May",273,107993,0.252794162584612
"1901","MN","Minnesota Power",2022,"May",273,107993,0.252794162584612
"1902","MN","Minnesota Power",2022,"May",273,107993,0.252794162584612
"1903","MN","Minnesota Power",2022,"May",273,107993,0.252794162584612
"1904","MN","Minnesota Power",2022,"May",273,107993,0.252794162584612
"1905","MN","Minnesota Power",2022,"November",NA,NA,NA
"1906","MN","Minnesota Power",2022,"November",NA,NA,NA
"1907","MN","Minnesota Power",2022,"November",NA,NA,NA
"1908","MN","Minnesota Power",2022,"November",NA,NA,NA
"1909","MN","Minnesota Power",2022,"November",NA,NA,NA
"1910","MN","Minnesota Power",2022,"November",NA,NA,NA
"1911","MN","Minnesota Power",2022,"October",NA,NA,NA
"1912","MN","Minnesota Power",2022,"October",NA,NA,NA
"1913","MN","Minnesota Power",2022,"October",NA,NA,NA
"1914","MN","Minnesota Power",2022,"October",NA,NA,NA
"1915","MN","Minnesota Power",2022,"October",NA,NA,NA
"1916","MN","Minnesota Power",2022,"October",88,108131,0.0813827671990456
"1917","MN","Minnesota Power",2022,"September",NA,NA,NA
"1918","MN","Minnesota Power",2022,"September",NA,NA,NA
"1919","MN","Minnesota Power",2022,"September",NA,NA,NA
"1920","MN","Minnesota Power",2022,"September",NA,NA,NA
"1921","MN","Minnesota Power",2022,"September",202,108098,0.186867472108642
"1922","MN","Minnesota Power",2022,"September",202,108098,0.186867472108642
"1923","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"April",NA,NA,NA
"1924","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"April",NA,NA,NA
"1925","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"April",NA,NA,NA
"1926","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"April",NA,NA,NA
"1927","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"April",NA,NA,NA
"1928","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"August",NA,NA,NA
"1929","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"August",NA,NA,NA
"1930","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"August",NA,NA,NA
"1931","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"August",NA,NA,NA
"1932","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"August",0,83,0
"1933","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"December",NA,NA,NA
"1934","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"December",NA,NA,NA
"1935","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"December",NA,NA,NA
"1936","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"December",NA,NA,NA
"1937","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"December",NA,NA,NA
"1938","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"February",NA,NA,NA
"1939","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"February",NA,NA,NA
"1940","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"February",NA,NA,NA
"1941","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"February",NA,NA,NA
"1942","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"February",NA,NA,NA
"1943","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"January",NA,NA,NA
"1944","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"January",NA,NA,NA
"1945","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"January",NA,NA,NA
"1946","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"January",NA,NA,NA
"1947","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"January",NA,NA,NA
"1948","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"July",NA,NA,NA
"1949","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"July",NA,NA,NA
"1950","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"July",NA,NA,NA
"1951","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"July",NA,NA,NA
"1952","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"July",1,84,1.19047619047619
"1953","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"June",NA,NA,NA
"1954","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"June",NA,NA,NA
"1955","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"June",NA,NA,NA
"1956","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"June",1,85,1.17647058823529
"1957","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"June",1,85,1.17647058823529
"1958","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"March",NA,NA,NA
"1959","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"March",NA,NA,NA
"1960","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"March",NA,NA,NA
"1961","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"March",NA,NA,NA
"1962","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"March",NA,NA,NA
"1963","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"May",NA,NA,NA
"1964","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"May",NA,NA,NA
"1965","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"May",NA,NA,NA
"1966","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"May",NA,NA,NA
"1967","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"May",NA,NA,NA
"1968","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"November",NA,NA,NA
"1969","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"November",NA,NA,NA
"1970","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"November",NA,NA,NA
"1971","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"November",NA,NA,NA
"1972","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"November",NA,NA,NA
"1973","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"October",NA,NA,NA
"1974","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"October",NA,NA,NA
"1975","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"October",NA,NA,NA
"1976","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"October",NA,NA,NA
"1977","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"October",NA,NA,NA
"1978","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"September",NA,NA,NA
"1979","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"September",NA,NA,NA
"1980","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"September",NA,NA,NA
"1981","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"September",NA,NA,NA
"1982","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"September",0,84,0
"1983","MN","Otter Tail",2022,"April",44,51875,0.0848192771084337
"1984","MN","Otter Tail",2022,"April",44,51875,0.0848192771084337
"1985","MN","Otter Tail",2022,"April",44,51875,0.0848192771084337
"1986","MN","Otter Tail",2022,"April",44,51875,0.0848192771084337
"1987","MN","Otter Tail",2022,"April",44,51875,0.0848192771084337
"1988","MN","Otter Tail",2022,"August",NA,NA,NA
"1989","MN","Otter Tail",2022,"August",NA,NA,NA
"1990","MN","Otter Tail",2022,"August",NA,NA,NA
"1991","MN","Otter Tail",2022,"August",131,52120,0.251343054489639
"1992","MN","Otter Tail",2022,"August",131,52120,0.251343054489639
"1993","MN","Otter Tail",2022,"December",NA,NA,NA
"1994","MN","Otter Tail",2022,"December",NA,NA,NA
"1995","MN","Otter Tail",2022,"December",NA,NA,NA
"1996","MN","Otter Tail",2022,"December",NA,NA,NA
"1997","MN","Otter Tail",2022,"December",NA,NA,NA
"1998","MN","Otter Tail",2022,"February",37,51754,0.0714920585848437
"1999","MN","Otter Tail",2022,"February",37,51754,0.0714920585848437
"2000","MN","Otter Tail",2022,"February",37,51754,0.0714920585848437
"2001","MN","Otter Tail",2022,"February",37,51754,0.0714920585848437
"2002","MN","Otter Tail",2022,"February",37,51754,0.0714920585848437
"2003","MN","Otter Tail",2022,"January",15,51836,0.028937418010649
"2004","MN","Otter Tail",2022,"January",15,51836,0.028937418010649
"2005","MN","Otter Tail",2022,"January",15,51836,0.028937418010649
"2006","MN","Otter Tail",2022,"January",15,51836,0.028937418010649
"2007","MN","Otter Tail",2022,"January",15,51836,0.028937418010649
"2008","MN","Otter Tail",2022,"July",NA,NA,NA
"2009","MN","Otter Tail",2022,"July",NA,NA,NA
"2010","MN","Otter Tail",2022,"July",101,52064,0.19399200983405
"2011","MN","Otter Tail",2022,"July",101,52064,0.19399200983405
"2012","MN","Otter Tail",2022,"July",101,52064,0.19399200983405
"2013","MN","Otter Tail",2022,"June",NA,NA,NA
"2014","MN","Otter Tail",2022,"June",128,52051,0.24591266258093
"2015","MN","Otter Tail",2022,"June",128,52051,0.24591266258093
"2016","MN","Otter Tail",2022,"June",128,52051,0.24591266258093
"2017","MN","Otter Tail",2022,"June",128,52051,0.24591266258093
"2018","MN","Otter Tail",2022,"March",37,51781,0.0714547807110716
"2019","MN","Otter Tail",2022,"March",37,51781,0.0714547807110716
"2020","MN","Otter Tail",2022,"March",37,51781,0.0714547807110716
"2021","MN","Otter Tail",2022,"March",37,51781,0.0714547807110716
"2022","MN","Otter Tail",2022,"March",37,51781,0.0714547807110716
"2023","MN","Otter Tail",2022,"May",234,51992,0.450069241421757
"2024","MN","Otter Tail",2022,"May",234,51992,0.450069241421757
"2025","MN","Otter Tail",2022,"May",234,51992,0.450069241421757
"2026","MN","Otter Tail",2022,"May",234,51992,0.450069241421757
"2027","MN","Otter Tail",2022,"May",234,51992,0.450069241421757
"2028","MN","Otter Tail",2022,"November",NA,NA,NA
"2029","MN","Otter Tail",2022,"November",NA,NA,NA
"2030","MN","Otter Tail",2022,"November",NA,NA,NA
"2031","MN","Otter Tail",2022,"November",NA,NA,NA
"2032","MN","Otter Tail",2022,"November",NA,NA,NA
"2033","MN","Otter Tail",2022,"October",NA,NA,NA
"2034","MN","Otter Tail",2022,"October",NA,NA,NA
"2035","MN","Otter Tail",2022,"October",NA,NA,NA
"2036","MN","Otter Tail",2022,"October",NA,NA,NA
"2037","MN","Otter Tail",2022,"October",NA,NA,NA
"2038","MN","Otter Tail",2022,"September",NA,NA,NA
"2039","MN","Otter Tail",2022,"September",NA,NA,NA
"2040","MN","Otter Tail",2022,"September",NA,NA,NA
"2041","MN","Otter Tail",2022,"September",NA,NA,NA
"2042","MN","Otter Tail",2022,"September",114,52149,0.218604383593166
"2043","MN","Xcel Energy",2022,"April",252,1299304,0.0193949991687857
"2044","MN","Xcel Energy",2022,"April",252,1299304,0.0193949991687857
"2045","MN","Xcel Energy",2022,"April",252,1299304,0.0193949991687857
"2046","MN","Xcel Energy",2022,"April",252,1299304,0.0193949991687857
"2047","MN","Xcel Energy",2022,"April",252,1299304,0.0193949991687857
"2048","MN","Xcel Energy",2022,"April",252,1299304,0.0193949991687857
"2049","MN","Xcel Energy",2022,"April",252,1299304,0.0193949991687857
"2050","MN","Xcel Energy",2022,"August",NA,NA,NA
"2051","MN","Xcel Energy",2022,"August",NA,NA,NA
"2052","MN","Xcel Energy",2022,"August",NA,NA,NA
"2053","MN","Xcel Energy",2022,"August",1063,1301919,0.0816487047197253
"2054","MN","Xcel Energy",2022,"August",1063,1301919,0.0816487047197253
"2055","MN","Xcel Energy",2022,"August",1063,1301919,0.0816487047197253
"2056","MN","Xcel Energy",2022,"August",1063,1301919,0.0816487047197253
"2057","MN","Xcel Energy",2022,"December",NA,NA,NA
"2058","MN","Xcel Energy",2022,"December",NA,NA,NA
"2059","MN","Xcel Energy",2022,"December",NA,NA,NA
"2060","MN","Xcel Energy",2022,"December",NA,NA,NA
"2061","MN","Xcel Energy",2022,"December",NA,NA,NA
"2062","MN","Xcel Energy",2022,"December",NA,NA,NA
"2063","MN","Xcel Energy",2022,"December",NA,NA,NA
"2064","MN","Xcel Energy",2022,"February",307,1296207,0.0236844886657764
"2065","MN","Xcel Energy",2022,"February",307,1296207,0.0236844886657764
"2066","MN","Xcel Energy",2022,"February",307,1296207,0.0236844886657764
"2067","MN","Xcel Energy",2022,"February",307,1296207,0.0236844886657764
