"","State","Utility Name","Year","Month","Total Connections","Total Disconnections","Disconnection Rate","cbd"
"5981","OR","NW Natural",2019,"July",997,20136,4.95133094954311,NA
"5982","OR","NW Natural",2019,"June",1354,20124,6.72828463526138,NA
"5983","OR","NW Natural",2019,"March",1519,20038,7.58059686595469,NA
"5984","OR","NW Natural",2019,"May",1704,20084,8.48436566421032,NA
"5985","OR","NW Natural",2019,"November",455,20301,2.2412689030097,NA
"5986","OR","NW Natural",2019,"October",434,20256,2.14257503949447,NA
"5987","OR","NW Natural",2019,"September",579,20206,2.86548549935663,NA
"5988","OR","NW Natural",2020,"April",0,20481,0,NA
"5989","OR","NW Natural",2020,"August",0,20599,0,NA
"5990","OR","NW Natural",2020,"December",0,20774,0,NA
"5991","OR","NW Natural",2020,"February",1481,20438,7.24630590077307,NA
"5992","OR","NW Natural",2020,"January",1120,20423,5.48401312245997,NA
"5993","OR","NW Natural",2020,"July",0,20553,0,NA
"5994","OR","NW Natural",2020,"June",0,20534,0,NA
"5995","OR","NW Natural",2020,"March",787,20459,3.84671782589569,NA
"5996","OR","NW Natural",2020,"May",0,20496,0,NA
"5997","OR","NW Natural",2020,"November",0,20731,0,NA
"5998","OR","NW Natural",2020,"October",0,20694,0,NA
"5999","OR","NW Natural",2020,"September",0,20649,0,NA
"6000","OR","NW Natural",2021,"April",0,20863,0,NA
"6001","OR","NW Natural",2021,"August",92,20961,0.43891035733028,NA
"6002","OR","NW Natural",2021,"December",252,21057,1.19675167402764,NA
"6003","OR","NW Natural",2021,"February",0,20817,0,NA
"6004","OR","NW Natural",2021,"January",0,20805,0,NA
"6005","OR","NW Natural",2021,"July",0,20939,0,NA
"6006","OR","NW Natural",2021,"June",0,20900,0,NA
"6007","OR","NW Natural",2021,"March",0,20837,0,NA
"6008","OR","NW Natural",2021,"May",0,20877,0,NA
"6009","OR","NW Natural",2021,"November",773,20989,3.68288150936205,NA
"6010","OR","NW Natural",2021,"October",1302,20968,6.20946203739031,NA
"6011","OR","NW Natural",2021,"September",132,20965,0.629620796565705,NA
"6012","OR","NW Natural",2022,"April",606,21168,2.86281179138322,NA
"6013","OR","NW Natural",2022,"February",946,21101,4.48319984834842,NA
"6014","OR","NW Natural",2022,"January",654,NA,NA,NA
"6015","OR","NW Natural",2022,"July",210,21196,0.990752972258917,NA
"6016","OR","NW Natural",2022,"June",834,21201,3.93377670864582,NA
"6017","OR","NW Natural",2022,"March",723,21141,3.41989499077622,NA
"6018","OR","NW Natural",2022,"May",758,21195,3.57631516867186,NA
"6019","OR","Pacific Power",2018,"August",1241,84741,1.46446230278142,NA
"6020","OR","Pacific Power",2018,"December",941,85187,1.10462864052027,NA
"6021","OR","Pacific Power",2018,"November",1278,84860,1.50600989865661,NA
"6022","OR","Pacific Power",2018,"October",1683,84698,1.98705990696356,NA
"6023","OR","Pacific Power",2018,"September",1451,84629,1.71454229637595,NA
"6024","OR","Pacific Power",2019,"April",1898,85931,2.20874887991528,NA
"6025","OR","Pacific Power",2019,"August",1650,86194,1.91428637724204,NA
"6026","OR","Pacific Power",2019,"December",797,86144,0.925195022288262,NA
"6027","OR","Pacific Power",2019,"February",885,85410,1.03617843343871,NA
"6028","OR","Pacific Power",2019,"January",1856,85566,2.16908585185705,NA
"6029","OR","Pacific Power",2019,"July",2008,86124,2.33152199154707,NA
"6030","OR","Pacific Power",2019,"June",1970,86253,2.28397852828307,NA
"6031","OR","Pacific Power",2019,"March",1459,85688,1.70268882457287,NA
"6032","OR","Pacific Power",2019,"May",2024,86060,2.35184754822217,NA
"6033","OR","Pacific Power",2019,"November",1073,86208,1.24466406829993,NA
"6034","OR","Pacific Power",2019,"October",2167,86269,2.51191041973362,NA
"6035","OR","Pacific Power",2019,"September",1581,85983,1.83873556400684,NA
"6036","OR","Pacific Power",2020,"April",0,86368,0,NA
"6037","OR","Pacific Power",2020,"August",0,87106,0,NA
"6038","OR","Pacific Power",2020,"December",0,84581,0,NA
"6039","OR","Pacific Power",2020,"February",1659,86281,1.92278717214682,NA
"6040","OR","Pacific Power",2020,"January",1890,86186,2.19293156661175,NA
"6041","OR","Pacific Power",2020,"July",0,86886,0,NA
"6042","OR","Pacific Power",2020,"June",0,86800,0,NA
"6043","OR","Pacific Power",2020,"March",904,86599,1.04389196180094,NA
"6044","OR","Pacific Power",2020,"May",0,86516,0,NA
"6045","OR","Pacific Power",2020,"November",0,84345,0,NA
"6046","OR","Pacific Power",2020,"October",0,84499,0,NA
"6047","OR","Pacific Power",2020,"September",0,87026,0,NA
"6048","OR","Pacific Power",2021,"April",0,84626,0,NA
"6049","OR","Pacific Power",2021,"August",0,86395,0,NA
"6050","OR","Pacific Power",2021,"December",364,85855,0.423970648185895,NA
"6051","OR","Pacific Power",2021,"February",0,84445,0,NA
"6052","OR","Pacific Power",2021,"January",0,84531,0,NA
"6053","OR","Pacific Power",2021,"July",0,85168,0,NA
"6054","OR","Pacific Power",2021,"June",0,85075,0,NA
"6055","OR","Pacific Power",2021,"March",0,84569,0,NA
"6056","OR","Pacific Power",2021,"May",0,84800,0,NA
"6057","OR","Pacific Power",2021,"November",403,84689,0.475858730177473,NA
"6058","OR","Pacific Power",2021,"October",500,85714,0.583335277784259,NA
"6059","OR","Pacific Power",2021,"September",0,85601,0,NA
"6060","OR","Pacific Power",2022,"April",305,86313,0.353365078261676,NA
"6061","OR","Pacific Power",2022,"February",573,85799,0.667839951514586,NA
"6062","OR","Pacific Power",2022,"January",757,85830,0.881975999067925,NA
"6063","OR","Pacific Power",2022,"July",329,81527,0.403547291081482,NA
"6064","OR","Pacific Power",2022,"June",400,81477,0.490936092394173,NA
"6065","OR","Pacific Power",2022,"March",583,86196,0.676365492598264,NA
"6066","OR","Pacific Power",2022,"May",442,81549,0.5420054200542,NA
"6067","OR","Portland General Electric",2018,"August",24973,26194,95.3386271665267,NA
"6068","OR","Portland General Electric",2018,"December",24973,NA,NA,NA
"6069","OR","Portland General Electric",2018,"November",24973,NA,NA,NA
"6070","OR","Portland General Electric",2018,"October",24973,NA,NA,NA
"6071","OR","Portland General Electric",2018,"September",24973,26139,95.5392325643674,NA
"6072","OR","Portland General Electric",2019,"April",24973,NA,NA,NA
"6073","OR","Portland General Electric",2019,"August",24973,26952,92.6573167111903,NA
"6074","OR","Portland General Electric",2019,"February",24973,NA,NA,NA
"6075","OR","Portland General Electric",2019,"January",24973,NA,NA,NA
"6076","OR","Portland General Electric",2019,"July",24973,26970,92.5954764553207,NA
"6077","OR","Portland General Electric",2019,"June",24973,26925,92.7502321262767,NA
"6078","OR","Portland General Electric",2019,"March",24973,NA,NA,NA
"6079","OR","Portland General Electric",2019,"May",24973,NA,NA,NA
"6080","OR","Portland General Electric",2019,"October",24973,27059,92.2909198418271,NA
"6081","OR","Portland General Electric",2019,"September",24973,27026,92.4036113372308,NA
"6082","OR","Portland General Electric",2020,"April",2683,NA,NA,NA
"6083","OR","Portland General Electric",2020,"February",2683,NA,NA,NA
"6084","OR","Portland General Electric",2020,"March",2683,NA,NA,NA
"6085","OR","Portland General Electric",2021,"August",923,NA,NA,NA
"6086","OR","Portland General Electric",2021,"December",2134,NA,NA,NA
"6087","OR","Portland General Electric",2021,"November",2134,NA,NA,NA
"6088","OR","Portland General Electric",2021,"October",923,NA,NA,NA
"6089","OR","Portland General Electric",2021,"September",923,NA,NA,NA
"6090","OR","Portland General Electric",2022,"April",3439,NA,NA,NA
"6091","OR","Portland General Electric",2022,"February",3439,NA,NA,NA
"6092","OR","Portland General Electric",2022,"January",2134,NA,NA,NA
"6093","OR","Portland General Electric",2022,"July",6138,NA,NA,NA
"6094","OR","Portland General Electric",2022,"June",6138,NA,NA,NA
"6095","OR","Portland General Electric",2022,"March",3439,NA,NA,NA
"6096","OR","Portland General Electric",2022,"May",6138,NA,NA,NA
"6097","Arizona","Arizona Public Service Company",2020,"January",1e+05,614,0.00614,1
"6098","California","Southern California Gas Company",2020,"January",1e+05,5743,0.05743,1
"6099","California","Southern California Edison Company",2020,"January",1e+05,3829,0.03829,1
"6100","California","Pacific Gas and Electric Company",2020,"January",1e+05,4775,0.04775,1
"6101","California","San Diego Gas & Electric",2020,"January",1e+05,947,0.00947,1
"6102","Colorado","Black Hills Colorado Electric, LLC",2020,"January",1e+05,569,0.00569,1
"6103","Colorado","Black Hills Colorado Gas, Inc",2020,"January",1e+05,0,0,1
"6104","Colorado","Public Service Company of Colorado",2020,"January",1e+05,1261,0.01261,1
"6105","Colorado","Public Service Company of Colorado",2020,"January",1e+05,458,0.00458,1
"6106","Colorado","Atmos Energy",2020,"January",1e+05,262,0.00262,1
"6107","Connecticut","Connecticut Natural Gas Corporation",2020,"January",1e+05,579,0.00579,1
"6108","Connecticut","The Southern Connecticut Gas Company",2020,"January",1e+05,1405,0.01405,1
"6109","Connecticut","The United Illuminating Company",2020,"January",1e+05,5359,0.05359,1
"6110","Florida","Florida City Gas",2020,"January",1e+05,290,0.0029,1
"6111","Florida","Florida Power & Light Company",2020,"January",1e+05,82462,0.82462,1
"6112","Florida","Duke Energy",2020,"January",1e+05,10252,0.10252,1
"6113","Florida","Gulf Power",2020,"January",1e+05,1534,0.01534,1
"6114","Florida","Florida Public Utilities",2020,"January",1e+05,260,0.0026,1
"6115","Florida","Tampa Electric Company",2020,"January",1e+05,10927,0.10927,1
"6116","Florida","Peoples Gas System's",2020,"January",1e+05,1305,0.01305,1
"6117","Illinois","Ameren Illinois",2020,"January",1e+05,0,0,1
"6118","Illinois","MidAmerican Energy Company",2020,"January",1e+05,0,0,1
"6119","Illinois","Commonwealth Edison",2020,"January",1e+05,0,0,1
"6120","Indiana","Vectren North",2020,"January",1e+05,2623,0.02623,1
"6121","Indiana","Vectren South",2020,"January",1e+05,852,0.00852,1
"6122","Indiana","Duke Energy Indiana, LLC",2020,"January",1e+05,3631,0.03631,1
"6123","Indiana","Indiana Michigan Power Company",2020,"January",1e+05,2774,0.02774,1
"6124","Indiana","Indianapolis Power & Light Company",2020,"January",1e+05,5354,0.05354,1
"6125","Indiana","Northern Indiana Public Service Company",2020,"January",1e+05,1565,0.01565,1
"6126","Iowa","MidAmerican Energy Company",2020,"January",1e+05,677,0.00677,1
"6127","Iowa","MidAmerican Energy Company",2020,"January",1e+05,95,0.00095,1
"6128","Iowa","Interstate Power and Light",2020,"January",1e+05,283,0.00283,1
"6129","Iowa","Interstate Power and Light",2020,"January",1e+05,16,0.00016,1
"6130","Iowa","Black Hills Energy",2020,"January",1e+05,55,0.00055,1
"6131","Iowa","Liberty Utilities",2020,"January",1e+05,2,2e-05,1
"6132","Kansas","Atmos Energy Corporation",2020,"January",1e+05,0,0,1
"6133","Maryland","A&N Electric Cooperatve",2020,"January",1e+05,0,0,1
"6134","Maryland","Baltimore Gas and Electric Company",2020,"January",1e+05,3452,0.03452,1
"6135","Maryland","Delmarva Power",2020,"January",1e+05,421,0.00421,1
"6136","Maryland","Pepco Holdings Inc",2020,"January",1e+05,2470,0.0247,1
"6137","Maryland","Potomac Edison",2020,"January",1e+05,36,0.00036,1
"6138","Maryland","UGI Central Penn Gas",2020,"January",1e+05,0,0,1
"6139","Maryland","Washington Gas Light Company",2020,"January",1e+05,215,0.00215,1
"6140","Maryland","Columbia Gas Of Maryland",2020,"January",1e+05,2,2e-05,1
"6141","Maryland","Choptank Electric Coop",2020,"January",1e+05,207,0.00207,1
"6142","Massachusetts","Nstar Electric Company - Eastern MA",2020,"January",1e+05,893,0.00893,1
"6143","Massachusetts","Nstar Electric Company - Western MA",2020,"January",1e+05,605,0.00605,1
"6144","Massachusetts","Nstar Gas Company",2020,"January",1e+05,0,0,1
"6145","Massachusetts","Eversource Gas of Massachusetts",2020,"January",1e+05,16,0.00016,1
"6146","Massachusetts","New England Natural Gas Company",2020,"January",1e+05,4,4e-05,1
"6147","Massachusetts","Fitchburg Gas & Electric Light Company",2020,"January",1e+05,51,0.00051,1
"6148","Massachusetts","Fitchburg Gas & Electric Light Company",2020,"January",1e+05,18,0.00018,1
"6149","Massachusetts","Massachusetts Electric Company",2020,"January",1e+05,0,0,1
"6150","Massachusetts","Boston Gas Company",2020,"January",1e+05,179,0.00179,1
"6151","Massachusetts","Nantucket Electric Company",2020,"January",1e+05,0,0,1
"6152","Massachusetts","Colonial Gas Co",2020,"January",1e+05,22,0.00022,1
"6153","Massachusetts","Berkshire Gas Company",2020,"January",1e+05,3,3e-05,1
"6154","Minnesota","Northern States Power Company",2020,"January",1e+05,1118,0.01118,1
"6155","Minnesota","Minnesota Energy Resources",2020,"January",1e+05,116,0.00116,1
"6156","Minnesota","Otter Tail Power Company",2020,"January",1e+05,13,0.00013,1
"6157","Minnesota","Minnesota Power",2020,"January",1e+05,55,0.00055,1
"6158","Minnesota","Dakota Electric Association",2020,"January",1e+05,12,0.00012,1
"6159","Minnesota","CenterPoint Energy",2020,"January",1e+05,315,0.00315,1
"6160","Missouri","Ameren Missouri",2020,"January",1e+05,1941,0.01941,1
"6161","Missouri","Ameren Missouri",2020,"January",1e+05,41,0.00041,1
"6162","Missouri","Empire",2020,"January",1e+05,20,2e-04,1
"6163","Missouri","Empire",2020,"January",1e+05,1,1e-05,1
"6164","Missouri","Evergy Metro",2020,"January",1e+05,97,0.00097,1
"6165","Missouri","Evergy West",2020,"January",1e+05,59,0.00059,1
"6166","Missouri","Spire",2020,"January",1e+05,1249,0.01249,1
"6167","Missouri","Summit",2020,"January",1e+05,40,4e-04,1
"6168","Missouri","Liberty",2020,"January",1e+05,193,0.00193,1
"6169","New Hampshire","Northern Utilities",2020,"January",1e+05,1,1e-05,1
"6170","New Hampshire","Granite State Electric",2020,"January",1e+05,2,2e-05,1
"6171","New Hampshire","Eversource New Hampshire",2020,"January",1e+05,89,0.00089,1
"6172","New Hampshire","Unitil Energy Systems",2020,"January",1e+05,3,3e-05,1
"6173","New Hampshire","EnergyNorth Natural Gas",2020,"January",1e+05,6,6e-05,1
"6174","New York","National Fuel Gas Distribution Corporation",2020,"January",1e+05,0,0,1
"6175","New York","Orange and Rockland Utilities",2020,"January",1e+05,365,0.00365,1
"6176","New York","Niagara Mohawk Power Corp",2020,"January",1e+05,2,2e-05,1
"6177","New York","KeySpan Energy Delivery Long Island (KEDLI)",2020,"January",1e+05,0,0,1
"6178","New York","KeySpan Energy Delivery New York (KEDNY)",2020,"January",1e+05,1110,0.0111,1
"6179","New York","Consolidated Edison Company of New York",2020,"January",1e+05,8150,0.0815,1
"6180","New York","Rochester Gas and Electric Corporation",2020,"January",1e+05,625,0.00625,1
"6181","New York","New York State Electric & Gas Corporation",2020,"January",1e+05,950,0.0095,1
"6182","New York","Central Hudson Gas & Electric Corporation",2020,"January",1e+05,336,0.00336,1
"6183","North Carolina","Duke Energy Progress, LLC",2020,"January",1e+05,8260,0.0826,1
"6184","North Carolina","Duke Energy Carolinas, LLC",2020,"January",1e+05,11276,0.11276,1
"6185","North Carolina","Dominion Energy North Carolina",2020,"January",1e+05,331,0.00331,1
"6186","North Carolina","Piedmont Natural Gas Company, Inc",2020,"January",1e+05,1043,0.01043,1
"6187","North Carolina","Toccoa Natural Gas",2020,"January",1e+05,0,0,1
"6188","North Carolina","Frontier Natural Gas",2020,"January",1e+05,2,2e-05,1
"6189","North Carolina","New River Light & Power Company",2020,"January",1e+05,17,0.00017,1
"6190","North Dakota","Montana-Dakota Utilities Company",2020,"January",1e+05,129,0.00129,1
"6191","North Dakota","Northern States Power Company",2020,"January",1e+05,101,0.00101,1
"6192","North Dakota","Otter Tail Power Company",2020,"January",1e+05,54,0.00054,1
"6193","North Dakota","Great Plains Natural Gas Co.",2020,"January",1e+05,2,2e-05,1
"6194","Oregon","Pacific Power",2020,"January",1e+05,676,0.00676,1
"6195","Oregon","Portland General Electric Company",2020,"January",1e+05,704,0.00704,1
"6196","Oregon","Idaho Power Company",2020,"January",1e+05,21,0.00021,1
"6197","Oregon","Casade Natural Gas Corporation",2020,"January",1e+05,10,1e-04,1
"6198","Oregon","Avista Corporation",2020,"January",1e+05,93,0.00093,1
"6199","Oregon","Northwest Natural Gas Company",2020,"January",1e+05,643,0.00643,1
"6200","Pennsylvania","PECO Energy Co",2020,"January",1e+05,20,2e-04,1
"6201","Pennsylvania","Peoples Natural Gas Company",2020,"January",1e+05,0,0,1
"6202","Pennsylvania","Peoples Gas Company LLC",2020,"January",1e+05,0,0,1
"6203","Rhode Island","The Narragansett Electric Company",2020,"January",1e+05,0,0,1
"6204","Rhode Island","The Narragansett Electric Company",2020,"January",1e+05,0,0,1
"6205","South Carolina","Lockhart Power Co",2020,"January",1e+05,58,0.00058,1
"6206","South Carolina","Duke Energy Progress, LLC",2020,"January",1e+05,1763,0.01763,1
"6207","South Carolina","Piedmont Natural Gas Company, Inc",2020,"January",1e+05,308,0.00308,1
"6208","South Carolina","Dominion Energy",2020,"January",1e+05,2119,0.02119,1
"6209","Utah","Rocky Mountain Power",2020,"January",1e+05,243,0.00243,1
"6210","Vermont","Green Mountain Power",2020,"January",1e+05,130,0.0013,1
"6211","Vermont","Vermont Electric Cooperative",2020,"January",1e+05,44,0.00044,1
"6212","Vermont","Swanton Village",2020,"January",1e+05,2,2e-05,1
"6213","Vermont","Village of Morrisville Water & Light Department",2020,"January",1e+05,6,6e-05,1
"6214","Vermont","Burlington Electric",2020,"January",1e+05,9,9e-05,1
"6215","Vermont","Village of Johnson Water & Light",2020,"January",1e+05,0,0,1
"6216","Vermont","Washington Electric Cooperative",2020,"January",1e+05,0,0,1
"6217","Vermont","Village of Enosburg Falls Water & Lighter Dept Inc",2020,"January",1e+05,14,0.00014,1
"6218","Vermont","Northfield Electric Department",2020,"January",1e+05,1,1e-05,1
"6219","Washington, D.C.","Potomac Electric Power Company",2020,"January",1e+05,416,0.00416,1
"6220","Washington, D.C.","Washington Gas Light Company",2020,"January",1e+05,49,0.00049,1
"6221","Washington","Pacific Power & Light Company",2020,"January",1e+05,77,0.00077,1
"6222","Washington","Cascade Natural Gas Corp",2020,"January",1e+05,121,0.00121,1
"6223","Washington","Northwest Natural Gas Company",2020,"January",1e+05,57,0.00057,1
"6224","Maine","Kennebunk Light & Power District",2020,"January",1e+05,0,0,1
"6225","Maine","Fox Islands Electric Cooperative",2020,"January",1e+05,0,0,1
"6226","Maine","Town of Madison, Dept of Electric Works",2020,"January",1e+05,0,0,1
"6227","Maine","Eastern Maine Electric Cooperative, Inc",2020,"January",1e+05,0,0,1
"6228","Maine","Van Buren Light & Power",2020,"January",1e+05,1,1e-05,1
"6229","Maine","Houlton Water Company",2020,"January",1e+05,0,0,1
"6230","Kentucky","Kentucky Power Company",2020,"January",1e+05,884,0.00884,1
"6231","Kentucky","Duke Energy Kentucky Inc",2020,"January",1e+05,465,0.00465,1
"6232","Kentucky","Duke Energy Kentucky Inc",2020,"January",1e+05,46,0.00046,1
"6233","Kentucky","Louisville Gas and Electric",2020,"January",1e+05,6284,0.06284,1
"6234","Kentucky","Louisville Gas and Electric",2020,"January",1e+05,198,0.00198,1
"6235","Kentucky","Columbia Gas of Kentucky, Inc",2020,"January",1e+05,429,0.00429,1
"6236","Kentucky","Kentucky Utilities Company",2020,"January",1e+05,5817,0.05817,1
"6237","California","Southern California Gas Company",2020,"February",1e+05,6935,0.06935,1
"6238","California","Southern California Edison Company",2020,"February",1e+05,5250,0.0525,1
"6239","California","Pacific Gas and Electric Company",2020,"February",1e+05,4439,0.04439,1
"6240","California","San Diego Gas & Electric",2020,"February",1e+05,739,0.00739,1
"6241","Colorado","Black Hills Colorado Electric, LLC",2020,"February",1e+05,379,0.00379,1
"6242","Colorado","Black Hills Colorado Gas, Inc",2020,"February",1e+05,0,0,1
"6243","Colorado","Public Service Company of Colorado",2020,"February",1e+05,55,0.00055,1
"6244","Colorado","Public Service Company of Colorado",2020,"February",1e+05,157,0.00157,1
"6245","Colorado","Atmos Energy",2020,"February",1e+05,206,0.00206,1
"6246","Connecticut","Connecticut Natural Gas Corporation",2020,"February",1e+05,1381,0.01381,1
"6247","Connecticut","The Southern Connecticut Gas Company",2020,"February",1e+05,1991,0.01991,1
"6248","Connecticut","The United Illuminating Company",2020,"February",1e+05,5502,0.05502,1
"6249","Florida","Florida City Gas",2020,"February",1e+05,297,0.00297,1
"6250","Florida","Florida Power & Light Company",2020,"February",1e+05,67357,0.67357,1
"6251","Florida","Duke Energy",2020,"February",1e+05,9424,0.09424,1
"6252","Florida","Gulf Power",2020,"February",1e+05,0,0,1
"6253","Florida","Florida Public Utilities",2020,"February",1e+05,95,0.00095,1
"6254","Florida","Tampa Electric Company",2020,"February",1e+05,9042,0.09042,1
"6255","Florida","Peoples Gas System's",2020,"February",1e+05,1558,0.01558,1
"6256","Illinois","Ameren Illinois",2020,"February",1e+05,0,0,1
"6257","Illinois","MidAmerican Energy Company",2020,"February",1e+05,0,0,1
"6258","Illinois","Commonwealth Edison",2020,"February",1e+05,0,0,1
"6259","Indiana","Vectren North",2020,"February",1e+05,2937,0.02937,1
"6260","Indiana","Vectren South",2020,"February",1e+05,886,0.00886,1
"6261","Indiana","Duke Energy Indiana, LLC",2020,"February",1e+05,1803,0.01803,1
"6262","Indiana","Indiana Michigan Power Company",2020,"February",1e+05,1615,0.01615,1
"6263","Indiana","Indianapolis Power & Light Company",2020,"February",1e+05,5162,0.05162,1
"6264","Indiana","Northern Indiana Public Service Company",2020,"February",1e+05,1313,0.01313,1
"6265","Iowa","MidAmerican Energy Company",2020,"February",1e+05,488,0.00488,1
"6266","Iowa","MidAmerican Energy Company",2020,"February",1e+05,65,0.00065,1
"6267","Iowa","Interstate Power and Light",2020,"February",1e+05,5,5e-05,1
"6268","Iowa","Interstate Power and Light",2020,"February",1e+05,52,0.00052,1
"6269","Iowa","Black Hills Energy",2020,"February",1e+05,80,8e-04,1
"6270","Iowa","Liberty Utilities",2020,"February",1e+05,11,0.00011,1
"6271","Kansas","Atmos Energy Corporation",2020,"February",1e+05,0,0,1
"6272","Maryland","A&N Electric Cooperatve",2020,"February",1e+05,0,0,1
"6273","Maryland","Baltimore Gas and Electric Company",2020,"February",1e+05,2933,0.02933,1
"6274","Maryland","Delmarva Power",2020,"February",1e+05,378,0.00378,1
"6275","Maryland","Pepco Holdings Inc",2020,"February",1e+05,2295,0.02295,1
"6276","Maryland","Potomac Edison",2020,"February",1e+05,21,0.00021,1
"6277","Maryland","UGI Central Penn Gas",2020,"February",1e+05,0,0,1
"6278","Maryland","Washington Gas Light Company",2020,"February",1e+05,212,0.00212,1
"6279","Maryland","Columbia Gas Of Maryland",2020,"February",1e+05,0,0,1
"6280","Maryland","Choptank Electric Coop",2020,"February",1e+05,204,0.00204,1
"6281","Massachusetts","Nstar Electric Company - Eastern MA",2020,"February",1e+05,1062,0.01062,1
"6282","Massachusetts","Nstar Electric Company - Western MA",2020,"February",1e+05,668,0.00668,1
"6283","Massachusetts","Nstar Gas Company",2020,"February",1e+05,0,0,1
"6284","Massachusetts","Eversource Gas of Massachusetts",2020,"February",1e+05,6,6e-05,1
"6285","Massachusetts","New England Natural Gas Company",2020,"February",1e+05,4,4e-05,1
"6286","Massachusetts","Fitchburg Gas & Electric Light Company",2020,"February",1e+05,0,0,1
"6287","Massachusetts","Fitchburg Gas & Electric Light Company",2020,"February",1e+05,0,0,1
"6288","Massachusetts","Massachusetts Electric Company",2020,"February",1e+05,0,0,1
"6289","Massachusetts","Boston Gas Company",2020,"February",1e+05,186,0.00186,1
"6290","Massachusetts","Nantucket Electric Company",2020,"February",1e+05,0,0,1
"6291","Massachusetts","Colonial Gas Co",2020,"February",1e+05,17,0.00017,1
"6292","Massachusetts","Berkshire Gas Company",2020,"February",1e+05,0,0,1
"6293","Minnesota","Northern States Power Company",2020,"February",1e+05,1110,0.0111,1
"6294","Minnesota","Minnesota Energy Resources",2020,"February",1e+05,82,0.00082,1
"6295","Minnesota","Otter Tail Power Company",2020,"February",1e+05,15,0.00015,1
"6296","Minnesota","Minnesota Power",2020,"February",1e+05,54,0.00054,1
"6297","Minnesota","Dakota Electric Association",2020,"February",1e+05,12,0.00012,1
"6298","Minnesota","CenterPoint Energy",2020,"February",1e+05,428,0.00428,1
"6299","Missouri","Ameren Missouri",2020,"February",1e+05,1311,0.01311,1
"6300","Missouri","Ameren Missouri",2020,"February",1e+05,1,1e-05,1
"6301","Missouri","Empire",2020,"February",1e+05,20,2e-04,1
"6302","Missouri","Empire",2020,"February",1e+05,6,6e-05,1
"6303","Missouri","Evergy Metro",2020,"February",1e+05,886,0.00886,1
"6304","Missouri","Evergy West",2020,"February",1e+05,568,0.00568,1
"6305","Missouri","Spire",2020,"February",1e+05,1048,0.01048,1
"6306","Missouri","Summit",2020,"February",1e+05,53,0.00053,1
"6307","Missouri","Liberty",2020,"February",1e+05,223,0.00223,1
"6308","New Hampshire","Granite State Electric",2020,"February",1e+05,1,1e-05,1
"6309","New Hampshire","Eversource New Hampshire",2020,"February",1e+05,120,0.0012,1
"6310","New Hampshire","Unitil Energy Systems",2020,"February",1e+05,1,1e-05,1
"6311","New Hampshire","EnergyNorth Natural Gas",2020,"February",1e+05,6,6e-05,1
"6312","New York","National Fuel Gas Distribution Corporation",2020,"February",1e+05,0,0,1
"6313","New York","Orange and Rockland Utilities",2020,"February",1e+05,465,0.00465,1
"6314","New York","Niagara Mohawk Power Corp",2020,"February",1e+05,76,0.00076,1
"6315","New York","KeySpan Energy Delivery Long Island (KEDLI)",2020,"February",1e+05,215,0.00215,1
"6316","New York","KeySpan Energy Delivery New York (KEDNY)",2020,"February",1e+05,874,0.00874,1
"6317","New York","Consolidated Edison Company of New York",2020,"February",1e+05,8272,0.08272,1
"6318","New York","Rochester Gas and Electric Corporation",2020,"February",1e+05,928,0.00928,1
"6319","New York","New York State Electric & Gas Corporation",2020,"February",1e+05,1319,0.01319,1
"6320","New York","Central Hudson Gas & Electric Corporation",2020,"February",1e+05,287,0.00287,1
"6321","North Carolina","Duke Energy Progress, LLC",2020,"February",1e+05,8893,0.08893,1
"6322","North Carolina","Duke Energy Carolinas, LLC",2020,"February",1e+05,10752,0.10752,1
"6323","North Carolina","Dominion Energy North Carolina",2020,"February",1e+05,452,0.00452,1
"6324","North Carolina","Piedmont Natural Gas Company, Inc",2020,"February",1e+05,2220,0.0222,1
"6325","North Carolina","Toccoa Natural Gas",2020,"February",1e+05,0,0,1
"6326","North Carolina","Frontier Natural Gas",2020,"February",1e+05,2,2e-05,1
"6327","North Carolina","New River Light & Power Company",2020,"February",1e+05,13,0.00013,1
"6328","North Dakota","Montana-Dakota Utilities Company",2020,"February",1e+05,57,0.00057,1
"6329","North Dakota","Northern States Power Company",2020,"February",1e+05,130,0.0013,1
"6330","North Dakota","Otter Tail Power Company",2020,"February",1e+05,50,5e-04,1
"6331","North Dakota","Great Plains Natural Gas Co.",2020,"February",1e+05,0,0,1
"6332","Oregon","Pacific Power",2020,"February",1e+05,479,0.00479,1
"6333","Oregon","Portland General Electric Company",2020,"February",1e+05,723,0.00723,1
"6334","Oregon","Idaho Power Company",2020,"February",1e+05,11,0.00011,1
"6335","Oregon","Casade Natural Gas Corporation",2020,"February",1e+05,27,0.00027,1
"6336","Oregon","Avista Corporation",2020,"February",1e+05,109,0.00109,1
"6337","Oregon","Northwest Natural Gas Company",2020,"February",1e+05,855,0.00855,1
"6338","Pennsylvania","PPL Electric Utilities Corporation",2020,"February",1e+05,0,0,1
"6339","Pennsylvania","PECO Energy Co",2020,"February",1e+05,39,0.00039,1
"6340","Pennsylvania","Peoples Natural Gas Company",2020,"February",1e+05,0,0,1
"6341","Pennsylvania","Peoples Gas Company LLC",2020,"February",1e+05,0,0,1
"6342","Rhode Island","The Narragansett Electric Company",2020,"February",1e+05,8,8e-05,1
"6343","Rhode Island","The Narragansett Electric Company",2020,"February",1e+05,20,2e-04,1
