"","State","Utility Name","Year","Month","Total Connections","Total Disconnections","Disconnection Rate","cbd"
"1777","MN","DEA",2022,"August",235,105820,0.222075222075222,NA
"1778","MN","DEA",2022,"December",NA,NA,NA,NA
"1779","MN","DEA",2022,"December",NA,NA,NA,NA
"1780","MN","DEA",2022,"December",NA,NA,NA,NA
"1781","MN","DEA",2022,"December",NA,NA,NA,NA
"1782","MN","DEA",2022,"December",NA,NA,NA,NA
"1783","MN","DEA",2022,"December",NA,NA,NA,NA
"1784","MN","DEA",2022,"December",NA,NA,NA,NA
"1785","MN","DEA",2022,"February",35,104895,0.0333667000333667,NA
"1786","MN","DEA",2022,"February",35,104895,0.0333667000333667,NA
"1787","MN","DEA",2022,"February",35,104895,0.0333667000333667,NA
"1788","MN","DEA",2022,"February",35,104895,0.0333667000333667,NA
"1789","MN","DEA",2022,"February",35,104895,0.0333667000333667,NA
"1790","MN","DEA",2022,"February",35,104895,0.0333667000333667,NA
"1791","MN","DEA",2022,"February",35,104895,0.0333667000333667,NA
"1792","MN","DEA",2022,"January",0,104819,0,NA
"1793","MN","DEA",2022,"January",0,104819,0,NA
"1794","MN","DEA",2022,"January",0,104819,0,NA
"1795","MN","DEA",2022,"January",0,104819,0,NA
"1796","MN","DEA",2022,"January",0,104819,0,NA
"1797","MN","DEA",2022,"January",0,104819,0,NA
"1798","MN","DEA",2022,"January",0,104819,0,NA
"1799","MN","DEA",2022,"July",NA,NA,NA,NA
"1800","MN","DEA",2022,"July",NA,NA,NA,NA
"1801","MN","DEA",2022,"July",NA,NA,NA,NA
"1802","MN","DEA",2022,"July",186,105790,0.175820020795916,NA
"1803","MN","DEA",2022,"July",186,105790,0.175820020795916,NA
"1804","MN","DEA",2022,"July",186,105790,0.175820020795916,NA
"1805","MN","DEA",2022,"July",186,105790,0.175820020795916,NA
"1806","MN","DEA",2022,"June",NA,NA,NA,NA
"1807","MN","DEA",2022,"June",NA,NA,NA,NA
"1808","MN","DEA",2022,"June",335,105712,0.316898743756622,NA
"1809","MN","DEA",2022,"June",335,105712,0.316898743756622,NA
"1810","MN","DEA",2022,"June",335,105712,0.316898743756622,NA
"1811","MN","DEA",2022,"June",335,105712,0.316898743756622,NA
"1812","MN","DEA",2022,"June",335,105712,0.316898743756622,NA
"1813","MN","DEA",2022,"March",60,105228,0.0570190443608165,NA
"1814","MN","DEA",2022,"March",60,105228,0.0570190443608165,NA
"1815","MN","DEA",2022,"March",60,105228,0.0570190443608165,NA
"1816","MN","DEA",2022,"March",60,105228,0.0570190443608165,NA
"1817","MN","DEA",2022,"March",60,105228,0.0570190443608165,NA
"1818","MN","DEA",2022,"March",60,105228,0.0570190443608165,NA
"1819","MN","DEA",2022,"March",60,105228,0.0570190443608165,NA
"1820","MN","DEA",2022,"May",NA,NA,NA,NA
"1821","MN","DEA",2022,"May",248,105335,0.235439312669103,NA
"1822","MN","DEA",2022,"May",248,105335,0.235439312669103,NA
"1823","MN","DEA",2022,"May",248,105335,0.235439312669103,NA
"1824","MN","DEA",2022,"May",248,105335,0.235439312669103,NA
"1825","MN","DEA",2022,"May",248,105335,0.235439312669103,NA
"1826","MN","DEA",2022,"May",248,105335,0.235439312669103,NA
"1827","MN","DEA",2022,"November",NA,NA,NA,NA
"1828","MN","DEA",2022,"November",NA,NA,NA,NA
"1829","MN","DEA",2022,"November",NA,NA,NA,NA
"1830","MN","DEA",2022,"November",NA,NA,NA,NA
"1831","MN","DEA",2022,"November",NA,NA,NA,NA
"1832","MN","DEA",2022,"November",NA,NA,NA,NA
"1833","MN","DEA",2022,"November",NA,NA,NA,NA
"1834","MN","DEA",2022,"October",NA,NA,NA,NA
"1835","MN","DEA",2022,"October",NA,NA,NA,NA
"1836","MN","DEA",2022,"October",NA,NA,NA,NA
"1837","MN","DEA",2022,"October",NA,NA,NA,NA
"1838","MN","DEA",2022,"October",NA,NA,NA,NA
"1839","MN","DEA",2022,"October",NA,NA,NA,NA
"1840","MN","DEA",2022,"October",65,106042,0.0612964674374304,NA
"1841","MN","DEA",2022,"September",NA,NA,NA,NA
"1842","MN","DEA",2022,"September",NA,NA,NA,NA
"1843","MN","DEA",2022,"September",NA,NA,NA,NA
"1844","MN","DEA",2022,"September",NA,NA,NA,NA
"1845","MN","DEA",2022,"September",NA,NA,NA,NA
"1846","MN","DEA",2022,"September",354,105842,0.334460800060468,NA
"1847","MN","DEA",2022,"September",354,105842,0.334460800060468,NA
"1848","MN","GMG",2022,"April",5,9026,0.0553955240416574,NA
"1849","MN","GMG",2022,"April",5,9026,0.0553955240416574,NA
"1850","MN","GMG",2022,"April",5,9026,0.0553955240416574,NA
"1851","MN","GMG",2022,"April",5,9026,0.0553955240416574,NA
"1852","MN","GMG",2022,"April",5,9026,0.0553955240416574,NA
"1853","MN","GMG",2022,"April",5,9026,0.0553955240416574,NA
"1854","MN","GMG",2022,"August",NA,NA,NA,NA
"1855","MN","GMG",2022,"August",NA,NA,NA,NA
"1856","MN","GMG",2022,"August",NA,NA,NA,NA
"1857","MN","GMG",2022,"August",19,9209,0.206319904441307,NA
"1858","MN","GMG",2022,"August",19,9209,0.206319904441307,NA
"1859","MN","GMG",2022,"August",19,9209,0.206319904441307,NA
"1860","MN","GMG",2022,"December",NA,NA,NA,NA
"1861","MN","GMG",2022,"December",NA,NA,NA,NA
"1862","MN","GMG",2022,"December",NA,NA,NA,NA
"1863","MN","GMG",2022,"December",NA,NA,NA,NA
"1864","MN","GMG",2022,"December",NA,NA,NA,NA
"1865","MN","GMG",2022,"December",NA,NA,NA,NA
"1866","MN","GMG",2022,"February",0,9034,0,NA
"1867","MN","GMG",2022,"February",0,9034,0,NA
"1868","MN","GMG",2022,"February",0,9034,0,NA
"1869","MN","GMG",2022,"February",0,9034,0,NA
"1870","MN","GMG",2022,"February",0,9034,0,NA
"1871","MN","GMG",2022,"February",0,9034,0,NA
"1872","MN","GMG",2022,"January",1,9003,0.0111074086415639,NA
"1873","MN","GMG",2022,"January",1,9003,0.0111074086415639,NA
"1874","MN","GMG",2022,"January",1,9003,0.0111074086415639,NA
"1875","MN","GMG",2022,"January",1,9003,0.0111074086415639,NA
"1876","MN","GMG",2022,"January",1,9003,0.0111074086415639,NA
"1877","MN","GMG",2022,"January",1,9003,0.0111074086415639,NA
"1878","MN","GMG",2022,"July",NA,NA,NA,NA
"1879","MN","GMG",2022,"July",NA,NA,NA,NA
"1880","MN","GMG",2022,"July",0,9158,0,NA
"1881","MN","GMG",2022,"July",0,9158,0,NA
"1882","MN","GMG",2022,"July",0,9158,0,NA
"1883","MN","GMG",2022,"July",0,9158,0,NA
"1884","MN","GMG",2022,"June",NA,NA,NA,NA
"1885","MN","GMG",2022,"June",9,9141,0.0984574991795208,NA
"1886","MN","GMG",2022,"June",9,9141,0.0984574991795208,NA
"1887","MN","GMG",2022,"June",9,9141,0.0984574991795208,NA
"1888","MN","GMG",2022,"June",9,9141,0.0984574991795208,NA
"1889","MN","GMG",2022,"June",9,9141,0.0984574991795208,NA
"1890","MN","GMG",2022,"March",13,9041,0.14378940382701,NA
"1891","MN","GMG",2022,"March",13,9041,0.14378940382701,NA
"1892","MN","GMG",2022,"March",13,9041,0.14378940382701,NA
"1893","MN","GMG",2022,"March",13,9041,0.14378940382701,NA
"1894","MN","GMG",2022,"March",13,9041,0.14378940382701,NA
"1895","MN","GMG",2022,"March",13,9041,0.14378940382701,NA
"1896","MN","GMG",2022,"May",19,9039,0.210200243389755,NA
"1897","MN","GMG",2022,"May",19,9039,0.210200243389755,NA
"1898","MN","GMG",2022,"May",19,9039,0.210200243389755,NA
"1899","MN","GMG",2022,"May",19,9039,0.210200243389755,NA
"1900","MN","GMG",2022,"May",19,9039,0.210200243389755,NA
"1901","MN","GMG",2022,"May",19,9039,0.210200243389755,NA
"1902","MN","GMG",2022,"November",NA,NA,NA,NA
"1903","MN","GMG",2022,"November",NA,NA,NA,NA
"1904","MN","GMG",2022,"November",NA,NA,NA,NA
"1905","MN","GMG",2022,"November",NA,NA,NA,NA
"1906","MN","GMG",2022,"November",NA,NA,NA,NA
"1907","MN","GMG",2022,"November",NA,NA,NA,NA
"1908","MN","GMG",2022,"October",NA,NA,NA,NA
"1909","MN","GMG",2022,"October",NA,NA,NA,NA
"1910","MN","GMG",2022,"October",NA,NA,NA,NA
"1911","MN","GMG",2022,"October",NA,NA,NA,NA
"1912","MN","GMG",2022,"October",NA,NA,NA,NA
"1913","MN","GMG",2022,"October",0,9343,0,NA
"1914","MN","GMG",2022,"September",NA,NA,NA,NA
"1915","MN","GMG",2022,"September",NA,NA,NA,NA
"1916","MN","GMG",2022,"September",NA,NA,NA,NA
"1917","MN","GMG",2022,"September",NA,NA,NA,NA
"1918","MN","GMG",2022,"September",0,9215,0,NA
"1919","MN","GMG",2022,"September",0,9215,0,NA
"1920","MN","Great Plains",2022,"April",30,19349,0.15504677244302,NA
"1921","MN","Great Plains",2022,"April",30,19349,0.15504677244302,NA
"1922","MN","Great Plains",2022,"April",30,19349,0.15504677244302,NA
"1923","MN","Great Plains",2022,"April",30,19349,0.15504677244302,NA
"1924","MN","Great Plains",2022,"April",30,19349,0.15504677244302,NA
"1925","MN","Great Plains",2022,"April",30,19349,0.15504677244302,NA
"1926","MN","Great Plains",2022,"August",0,NA,NA,NA
"1927","MN","Great Plains",2022,"August",0,NA,NA,NA
"1928","MN","Great Plains",2022,"August",0,NA,NA,NA
"1929","MN","Great Plains",2022,"August",102,18912,0.539340101522843,NA
"1930","MN","Great Plains",2022,"August",102,18912,0.539340101522843,NA
"1931","MN","Great Plains",2022,"August",102,18912,0.539340101522843,NA
"1932","MN","Great Plains",2022,"December",0,NA,NA,NA
"1933","MN","Great Plains",2022,"December",0,NA,NA,NA
"1934","MN","Great Plains",2022,"December",0,NA,NA,NA
"1935","MN","Great Plains",2022,"December",0,NA,NA,NA
"1936","MN","Great Plains",2022,"December",0,NA,NA,NA
"1937","MN","Great Plains",2022,"December",0,NA,NA,NA
"1938","MN","Great Plains",2022,"February",0,19356,0,NA
"1939","MN","Great Plains",2022,"February",0,19356,0,NA
"1940","MN","Great Plains",2022,"February",0,19356,0,NA
"1941","MN","Great Plains",2022,"February",0,19356,0,NA
"1942","MN","Great Plains",2022,"February",0,19356,0,NA
"1943","MN","Great Plains",2022,"February",0,19356,0,NA
"1944","MN","Great Plains",2022,"January",0,19171,0,NA
"1945","MN","Great Plains",2022,"January",0,19171,0,NA
"1946","MN","Great Plains",2022,"January",0,19171,0,NA
"1947","MN","Great Plains",2022,"January",0,19171,0,NA
"1948","MN","Great Plains",2022,"January",0,19171,0,NA
"1949","MN","Great Plains",2022,"January",0,19171,0,NA
"1950","MN","Great Plains",2022,"July",0,NA,NA,NA
"1951","MN","Great Plains",2022,"July",0,NA,NA,NA
"1952","MN","Great Plains",2022,"July",79,18988,0.416052243522225,NA
"1953","MN","Great Plains",2022,"July",79,18988,0.416052243522225,NA
"1954","MN","Great Plains",2022,"July",79,18988,0.416052243522225,NA
"1955","MN","Great Plains",2022,"July",79,18988,0.416052243522225,NA
"1956","MN","Great Plains",2022,"June",0,NA,NA,NA
"1957","MN","Great Plains",2022,"June",112,19086,0.586817562611338,NA
"1958","MN","Great Plains",2022,"June",112,19086,0.586817562611338,NA
"1959","MN","Great Plains",2022,"June",112,19086,0.586817562611338,NA
"1960","MN","Great Plains",2022,"June",112,19086,0.586817562611338,NA
"1961","MN","Great Plains",2022,"June",112,19086,0.586817562611338,NA
"1962","MN","Great Plains",2022,"March",6,19356,0.0309981401115933,NA
"1963","MN","Great Plains",2022,"March",6,19356,0.0309981401115933,NA
"1964","MN","Great Plains",2022,"March",6,19356,0.0309981401115933,NA
"1965","MN","Great Plains",2022,"March",6,19356,0.0309981401115933,NA
"1966","MN","Great Plains",2022,"March",6,19356,0.0309981401115933,NA
"1967","MN","Great Plains",2022,"March",6,19356,0.0309981401115933,NA
"1968","MN","Great Plains",2022,"May",167,19199,0.869836970675556,NA
"1969","MN","Great Plains",2022,"May",167,19199,0.869836970675556,NA
"1970","MN","Great Plains",2022,"May",167,19199,0.869836970675556,NA
"1971","MN","Great Plains",2022,"May",167,19199,0.869836970675556,NA
"1972","MN","Great Plains",2022,"May",167,19199,0.869836970675556,NA
"1973","MN","Great Plains",2022,"May",167,19199,0.869836970675556,NA
"1974","MN","Great Plains",2022,"November",0,NA,NA,NA
"1975","MN","Great Plains",2022,"November",0,NA,NA,NA
"1976","MN","Great Plains",2022,"November",0,NA,NA,NA
"1977","MN","Great Plains",2022,"November",0,NA,NA,NA
"1978","MN","Great Plains",2022,"November",0,NA,NA,NA
"1979","MN","Great Plains",2022,"November",0,NA,NA,NA
"1980","MN","Great Plains",2022,"October",0,NA,NA,NA
"1981","MN","Great Plains",2022,"October",0,NA,NA,NA
"1982","MN","Great Plains",2022,"October",0,NA,NA,NA
"1983","MN","Great Plains",2022,"October",0,NA,NA,NA
"1984","MN","Great Plains",2022,"October",0,NA,NA,NA
"1985","MN","Great Plains",2022,"October",8,19192,0.0416840350145894,NA
"1986","MN","Great Plains",2022,"September",0,NA,NA,NA
"1987","MN","Great Plains",2022,"September",0,NA,NA,NA
"1988","MN","Great Plains",2022,"September",0,NA,NA,NA
"1989","MN","Great Plains",2022,"September",0,NA,NA,NA
"1990","MN","Great Plains",2022,"September",67,18950,0.353562005277045,NA
"1991","MN","Great Plains",2022,"September",67,18950,0.353562005277045,NA
"1992","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"April",NA,NA,NA,NA
"1993","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"April",NA,NA,NA,NA
"1994","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"April",NA,NA,NA,NA
"1995","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"April",NA,NA,NA,NA
"1996","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"April",NA,NA,NA,NA
"1997","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"April",NA,NA,NA,NA
"1998","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"August",NA,NA,NA,NA
"1999","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"August",NA,NA,NA,NA
"2000","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"August",NA,NA,NA,NA
"2001","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"August",NA,213423,NA,NA
"2002","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"August",657,213423,0.307839361268467,NA
"2003","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"August",657,213423,0.307839361268467,NA
"2004","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"December",NA,NA,NA,NA
"2005","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"December",NA,NA,NA,NA
"2006","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"December",NA,NA,NA,NA
"2007","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"December",NA,NA,NA,NA
"2008","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"December",NA,NA,NA,NA
"2009","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"December",NA,NA,NA,NA
"2010","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"February",NA,NA,NA,NA
"2011","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"February",NA,NA,NA,NA
"2012","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"February",NA,NA,NA,NA
"2013","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"February",NA,NA,NA,NA
"2014","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"February",NA,NA,NA,NA
"2015","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"February",NA,NA,NA,NA
"2016","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"January",NA,NA,NA,NA
"2017","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"January",NA,NA,NA,NA
"2018","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"January",NA,NA,NA,NA
"2019","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"January",NA,NA,NA,NA
"2020","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"January",NA,NA,NA,NA
"2021","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"January",NA,NA,NA,NA
"2022","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"July",NA,NA,NA,NA
"2023","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"July",NA,NA,NA,NA
"2024","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"July",835,213606,0.390906622473151,NA
"2025","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"July",835,213606,0.390906622473151,NA
"2026","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"July",835,213606,0.390906622473151,NA
"2027","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"July",835,213606,0.390906622473151,NA
"2028","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"June",NA,NA,NA,NA
"2029","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"June",1211,214066,0.565713378117029,NA
"2030","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"June",1211,214066,0.565713378117029,NA
"2031","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"June",1211,214066,0.565713378117029,NA
"2032","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"June",1211,214066,0.565713378117029,NA
"2033","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"June",1211,214066,0.565713378117029,NA
"2034","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"March",NA,NA,NA,NA
"2035","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"March",NA,NA,NA,NA
"2036","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"March",NA,NA,NA,NA
"2037","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"March",NA,NA,NA,NA
"2038","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"March",NA,NA,NA,NA
"2039","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"March",NA,NA,NA,NA
"2040","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"May",1230,215113,0.571792499755942,NA
"2041","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"May",1230,215113,0.571792499755942,NA
"2042","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"May",1230,215113,0.571792499755942,NA
"2043","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"May",1230,215113,0.571792499755942,NA
"2044","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"May",1230,215113,0.571792499755942,NA
"2045","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"May",1230,215113,0.571792499755942,NA
"2046","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"November",NA,NA,NA,NA
"2047","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"November",NA,NA,NA,NA
"2048","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"November",NA,NA,NA,NA
"2049","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"November",NA,NA,NA,NA
"2050","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"November",NA,NA,NA,NA
"2051","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"November",NA,NA,NA,NA
"2052","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"October",NA,NA,NA,NA
"2053","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"October",NA,NA,NA,NA
"2054","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"October",NA,NA,NA,NA
"2055","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"October",NA,NA,NA,NA
"2056","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"October",NA,NA,NA,NA
"2057","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"October",23,214902,0.010702552791505,NA
"2058","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"September",NA,NA,NA,NA
"2059","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"September",NA,NA,NA,NA
"2060","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"September",NA,NA,NA,NA
"2061","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"September",NA,NA,NA,NA
"2062","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"September",421,213373,0.197307063217933,NA
"2063","MN","MINNESOTA ENERGY RESOURCES CORPORATION",2022,"September",421,213373,0.197307063217933,NA
"2064","MN","Minnesota Power",2022,"April",102,107770,0.0946460053818317,NA
"2065","MN","Minnesota Power",2022,"April",102,107770,0.0946460053818317,NA
"2066","MN","Minnesota Power",2022,"April",102,107770,0.0946460053818317,NA
"2067","MN","Minnesota Power",2022,"April",102,107770,0.0946460053818317,NA
"2068","MN","Minnesota Power",2022,"April",102,107770,0.0946460053818317,NA
"2069","MN","Minnesota Power",2022,"April",102,107770,0.0946460053818317,NA
"2070","MN","Minnesota Power",2022,"August",NA,NA,NA,NA
"2071","MN","Minnesota Power",2022,"August",NA,NA,NA,NA
"2072","MN","Minnesota Power",2022,"August",NA,NA,NA,NA
"2073","MN","Minnesota Power",2022,"August",281,108159,0.259802697879973,NA
"2074","MN","Minnesota Power",2022,"August",281,108159,0.259802697879973,NA
"2075","MN","Minnesota Power",2022,"August",281,108159,0.259802697879973,NA
"2076","MN","Minnesota Power",2022,"December",NA,NA,NA,NA
"2077","MN","Minnesota Power",2022,"December",NA,NA,NA,NA
"2078","MN","Minnesota Power",2022,"December",NA,NA,NA,NA
"2079","MN","Minnesota Power",2022,"December",NA,NA,NA,NA
"2080","MN","Minnesota Power",2022,"December",NA,NA,NA,NA
"2081","MN","Minnesota Power",2022,"December",NA,NA,NA,NA
"2082","MN","Minnesota Power",2022,"February",80,107676,0.074296964968981,NA
"2083","MN","Minnesota Power",2022,"February",80,107676,0.074296964968981,NA
"2084","MN","Minnesota Power",2022,"February",80,107676,0.074296964968981,NA
"2085","MN","Minnesota Power",2022,"February",80,107676,0.074296964968981,NA
"2086","MN","Minnesota Power",2022,"February",80,107676,0.074296964968981,NA
"2087","MN","Minnesota Power",2022,"February",80,107676,0.074296964968981,NA
"2088","MN","Minnesota Power",2022,"January",96,107751,0.089094300748949,NA
"2089","MN","Minnesota Power",2022,"January",96,107751,0.089094300748949,NA
"2090","MN","Minnesota Power",2022,"January",96,107751,0.089094300748949,NA
"2091","MN","Minnesota Power",2022,"January",96,107751,0.089094300748949,NA
"2092","MN","Minnesota Power",2022,"January",96,107751,0.089094300748949,NA
"2093","MN","Minnesota Power",2022,"January",96,107751,0.089094300748949,NA
"2094","MN","Minnesota Power",2022,"July",NA,NA,NA,NA
"2095","MN","Minnesota Power",2022,"July",NA,NA,NA,NA
"2096","MN","Minnesota Power",2022,"July",282,107927,0.261287722256711,NA
"2097","MN","Minnesota Power",2022,"July",282,107927,0.261287722256711,NA
"2098","MN","Minnesota Power",2022,"July",282,107927,0.261287722256711,NA
"2099","MN","Minnesota Power",2022,"July",282,107927,0.261287722256711,NA
"2100","MN","Minnesota Power",2022,"June",NA,NA,NA,NA
"2101","MN","Minnesota Power",2022,"June",370,108287,0.341684597412432,NA
"2102","MN","Minnesota Power",2022,"June",370,108287,0.341684597412432,NA
"2103","MN","Minnesota Power",2022,"June",370,108287,0.341684597412432,NA
"2104","MN","Minnesota Power",2022,"June",370,108287,0.341684597412432,NA
"2105","MN","Minnesota Power",2022,"June",370,108287,0.341684597412432,NA
"2106","MN","Minnesota Power",2022,"March",127,107723,0.117894971361733,NA
"2107","MN","Minnesota Power",2022,"March",127,107723,0.117894971361733,NA
"2108","MN","Minnesota Power",2022,"March",127,107723,0.117894971361733,NA
"2109","MN","Minnesota Power",2022,"March",127,107723,0.117894971361733,NA
"2110","MN","Minnesota Power",2022,"March",127,107723,0.117894971361733,NA
"2111","MN","Minnesota Power",2022,"March",127,107723,0.117894971361733,NA
"2112","MN","Minnesota Power",2022,"May",273,107993,0.252794162584612,NA
"2113","MN","Minnesota Power",2022,"May",273,107993,0.252794162584612,NA
"2114","MN","Minnesota Power",2022,"May",273,107993,0.252794162584612,NA
"2115","MN","Minnesota Power",2022,"May",273,107993,0.252794162584612,NA
"2116","MN","Minnesota Power",2022,"May",273,107993,0.252794162584612,NA
"2117","MN","Minnesota Power",2022,"May",273,107993,0.252794162584612,NA
"2118","MN","Minnesota Power",2022,"November",NA,NA,NA,NA
"2119","MN","Minnesota Power",2022,"November",NA,NA,NA,NA
"2120","MN","Minnesota Power",2022,"November",NA,NA,NA,NA
"2121","MN","Minnesota Power",2022,"November",NA,NA,NA,NA
"2122","MN","Minnesota Power",2022,"November",NA,NA,NA,NA
"2123","MN","Minnesota Power",2022,"November",NA,NA,NA,NA
"2124","MN","Minnesota Power",2022,"October",NA,NA,NA,NA
"2125","MN","Minnesota Power",2022,"October",NA,NA,NA,NA
"2126","MN","Minnesota Power",2022,"October",NA,NA,NA,NA
"2127","MN","Minnesota Power",2022,"October",NA,NA,NA,NA
"2128","MN","Minnesota Power",2022,"October",NA,NA,NA,NA
"2129","MN","Minnesota Power",2022,"October",88,108131,0.0813827671990456,NA
"2130","MN","Minnesota Power",2022,"September",NA,NA,NA,NA
"2131","MN","Minnesota Power",2022,"September",NA,NA,NA,NA
"2132","MN","Minnesota Power",2022,"September",NA,NA,NA,NA
"2133","MN","Minnesota Power",2022,"September",NA,NA,NA,NA
"2134","MN","Minnesota Power",2022,"September",202,108098,0.186867472108642,NA
"2135","MN","Minnesota Power",2022,"September",202,108098,0.186867472108642,NA
"2136","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"April",NA,NA,NA,NA
"2137","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"April",NA,NA,NA,NA
"2138","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"April",NA,NA,NA,NA
"2139","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"April",NA,NA,NA,NA
"2140","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"April",NA,NA,NA,NA
"2141","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"August",NA,NA,NA,NA
"2142","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"August",NA,NA,NA,NA
"2143","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"August",NA,NA,NA,NA
"2144","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"August",NA,NA,NA,NA
"2145","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"August",0,83,0,NA
"2146","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"December",NA,NA,NA,NA
"2147","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"December",NA,NA,NA,NA
"2148","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"December",NA,NA,NA,NA
"2149","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"December",NA,NA,NA,NA
"2150","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"December",NA,NA,NA,NA
"2151","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"February",NA,NA,NA,NA
"2152","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"February",NA,NA,NA,NA
"2153","MN","NORTHWESTERN WISCONSIN ELECTRIC COMPANY",2022,"February",NA,NA,NA,NA
