,zipcode,Number of Disconnections,lat,lon
1932,91411,33,34.178522,-118.459234
1933,90031,32,34.085784,-118.206666
1934,90042,32,34.114708,-118.192098
1935,92627,32,33.647763,-117.919761
1936,90017,31,34.052913,-118.26434
1937,90065,31,34.112272,-118.225496
1938,90222,31,33.912246,-118.236773
1939,90501,31,33.833744,-118.314022
1940,92399,31,34.032301,-117.010574
1941,90025,30,34.045421,-118.445873
1942,90032,30,34.078195,-118.185501
1943,93203,30,35.112617,-118.832292
1944,90020,29,34.066379,-118.30987
1945,90063,29,34.045105,-118.185914
1946,90262,29,33.923533,-118.200705
1947,90303,29,33.939766,-118.331085
1948,91767,29,34.083086,-117.737997
1949,92880,29,33.925311,-117.607297
1950,93292,29,36.37559,-119.211689
1951,90005,28,34.059163,-118.306892
1952,92407,28,34.212433,-117.381239
1953,93536,28,34.74739,-118.369249
1954,90059,27,33.926262,-118.249883
1955,90066,27,34.002028,-118.430656
1956,90241,27,33.940445,-118.129022
1957,91206,27,34.160359,-118.213769
1958,91786,27,34.105282,-117.662035
1959,92231,27,32.687552,-115.541028
1960,92240,27,33.95154,-116.520104
1961,92337,27,34.049809,-117.470613
1962,92562,27,33.547613,-117.34404
1963,90016,26,34.028331,-118.354338
1964,91766,26,34.042286,-117.756106
1965,92879,26,33.882614,-117.528204
1966,90242,25,33.921793,-118.140588
1967,90260,25,33.88856,-118.351813
1968,91352,25,34.230854,-118.365856
1969,91403,25,34.147149,-118.463365
1970,92677,25,33.528868,-117.701175
1971,93535,25,34.713656,-117.86466
1972,90038,24,34.088475,-118.325527
1973,91602,24,34.150818,-118.368159
1974,91709,24,33.963723,-117.738596
1975,91761,24,34.035602,-117.591528
1976,92227,24,32.990121,-115.358757
1977,92404,24,34.177083,-117.254763
1978,92530,24,33.649528,-117.376774
1979,92571,24,33.828396,-117.20766
1980,90035,23,34.051809,-118.383674
1981,90270,23,33.987729,-118.186597
1982,91311,23,34.293338,-118.603118
1983,91321,23,34.36811,-118.489038
1984,91745,23,33.999005,-117.972146
1985,91748,23,33.974883,-117.900676
1986,92544,23,33.648169,-116.895308
1987,93455,23,34.831792,-120.433509
1988,90068,22,34.129772,-118.330989
1989,90710,22,33.799904,-118.298661
1990,91203,22,34.153338,-118.262974
1991,91205,22,34.13658,-118.245839
1992,91307,22,34.200834,-118.6649
1993,91387,22,34.402509,-118.363427
1994,92373,22,34.011953,-117.159699
1995,93534,22,34.713292,-118.15292
1996,90232,21,34.019323,-118.391902
1997,90249,21,33.90139,-118.315697
1998,90650,21,33.906956,-118.08264
1999,91316,21,34.160236,-118.515472
2000,92582,21,33.807607,-117.015163
2001,92618,21,33.666942,-117.732094
2002,90012,20,34.065975,-118.238642
2003,90023,20,34.022502,-118.199613
2004,90291,20,33.993396,-118.465193
2005,90605,20,33.950295,-118.024352
2006,92236,20,33.686145,-116.172918
2007,92833,20,33.879329,-117.961752
2008,90039,19,34.111885,-118.261033
2009,90304,19,33.937886,-118.358559
2010,90640,19,34.015444,-118.111012
2011,91706,19,34.09741,-117.968269
2012,92543,19,33.667301,-116.963506
2013,92545,19,33.729853,-117.03406
2014,92656,19,33.576212,-117.730368
2015,90029,18,34.089848,-118.294661
2016,91303,18,34.198292,-118.600913
2017,91324,18,34.238208,-118.55029
2018,91423,18,34.148617,-118.433298
2019,92602,18,33.754048,-117.752273
2020,92620,18,33.714796,-117.749139
2021,93458,18,34.95934,-120.490081
2022,90404,17,34.026608,-118.473643
2023,90504,17,33.867257,-118.330794
2024,91708,17,33.952902,-117.639325
2025,91754,17,34.052922,-118.143465
2026,91792,17,34.022581,-117.902359
2027,92316,17,34.059306,-117.390768
2028,92405,17,34.144618,-117.301301
2029,92504,17,33.903134,-117.398044
2030,92612,17,33.65844,-117.826009
2031,92807,17,33.848733,-117.788357
2032,93277,17,36.301334,-119.372586
2033,93550,17,34.408548,-118.123592
2034,90022,16,34.023728,-118.156275
2035,90024,16,34.065723,-118.434969
2036,90045,16,33.942108,-118.417488
2037,90278,16,33.873215,-118.37036
2038,90305,16,33.95889,-118.330548
2039,90602,16,33.972782,-118.022066
2040,90717,16,33.793809,-118.31717
2041,90723,16,33.898883,-118.166629
2042,91344,16,34.294615,-118.507001
2043,91364,16,34.15404,-118.593153
2044,91723,16,34.084747,-117.886844
2045,91724,16,34.080444,-117.854734
2046,91733,16,34.046243,-118.053748
2047,91737,16,34.152583,-117.577707
2048,92284,16,34.185894,-116.432416
2049,92313,16,34.031011,-117.312929
2050,92503,16,33.882579,-117.442303
2051,92595,16,33.617844,-117.259304
2052,92707,16,33.709935,-117.870431
2053,92805,16,33.830457,-117.905941
2054,91801,15,34.090728,-118.127527
2055,92260,15,33.708012,-116.403627
2056,92630,15,33.645736,-117.685503
2057,92660,15,33.634626,-117.874882
2058,92870,15,33.881158,-117.854783
2059,93065,15,34.258405,-118.775026
2060,93308,15,35.621087,-118.789677
2061,93560,15,34.866894,-118.339832
2062,90706,14,33.887821,-118.12725
2063,91104,14,34.165356,-118.123751
2064,91204,14,34.136194,-118.260934
2065,91755,14,34.050965,-118.114394
2066,91763,14,34.072329,-117.698315
2067,92262,14,33.860925,-116.566176
2068,92672,14,33.42411,-117.606775
2069,92688,14,33.619672,-117.612087
2070,92883,14,33.748086,-117.468037
2071,93212,14,36.042151,-119.5277
2072,93561,14,35.118772,-118.493811
2073,90041,13,34.137412,-118.207607
2074,91340,13,34.286687,-118.43508
2075,91362,13,34.193326,-118.818684
2076,91768,13,34.063516,-117.790379
2077,91770,13,34.065493,-118.084529
2078,91789,13,34.018195,-117.854821
2079,91790,13,34.066964,-117.937007
2080,92346,13,34.126779,-117.183104
2081,92506,13,33.934335,-117.367319
2082,92557,13,33.97216,-117.258409
2083,92592,13,33.511228,-117.042396
2084,92808,13,33.856459,-117.740176
2085,92832,13,33.868649,-117.929055
2086,93036,13,34.238786,-119.186492
2087,93063,13,34.308729,-118.687223
2088,93247,13,36.206269,-119.071075
2089,93309,13,35.342891,-119.064803
2090,90048,12,34.072924,-118.37271
2091,90049,12,34.09254,-118.491064
2092,90277,12,33.830006,-118.387124
2093,91040,12,34.261962,-118.336078
2094,91326,12,34.281486,-118.556005
2095,91604,12,34.140822,-118.392864
2096,91607,12,34.165783,-118.399795
2097,91732,12,34.07342,-118.015345
2098,91752,12,33.996484,-117.531269
2099,91776,12,34.090776,-118.095091
2100,92251,12,32.881449,-115.675459
2101,92359,12,34.083016,-117.073317
2102,92583,12,33.795196,-116.932856
2103,92626,12,33.679591,-117.908531
2104,92683,12,33.752468,-117.993933
2105,92821,12,33.927561,-117.887086
2106,93030,12,34.205247,-119.174092
2107,93311,12,35.192404,-119.175866
2108,90248,11,33.878432,-118.284104
2109,90746,11,33.859171,-118.252272
2110,91103,11,34.169538,-118.164941
2111,91106,11,34.139402,-118.128658
2112,91302,11,34.123305,-118.671025
2113,91744,11,34.031415,-117.93647
2114,91765,11,33.98627,-117.821282
2115,92203,11,33.753959,-116.246487
2116,92211,11,33.765401,-116.334205
2117,92253,11,33.641767,-116.273943
2118,92509,11,34.003266,-117.442004
2119,92603,11,33.624456,-117.781423
2120,92614,11,33.680302,-117.833295
2121,92692,11,33.606497,-117.643112
2122,92703,11,33.747155,-117.907326
2123,92704,11,33.721131,-117.90511
2124,92886,11,33.896339,-117.796416
2125,93033,11,34.150212,-119.127729
2126,93280,11,35.652242,-119.4464
2127,91107,10,34.155533,-118.086178
2128,91740,10,34.119367,-117.855054
2129,92555,10,33.889702,-117.113427
2130,92648,10,33.67901,-118.014603
2131,92673,10,33.467371,-117.613509
2132,92801,10,33.844983,-117.952151
2133,92802,10,33.808267,-117.923658
2134,93021,10,34.295652,-118.897875
2135,93215,10,35.779507,-119.200825
2136,90015,9,34.039378,-118.2663
2137,90056,9,33.988047,-118.370361
2138,90745,9,33.822725,-118.264109
2139,91701,9,34.137564,-117.599945
2140,91731,9,34.078573,-118.043456
2141,91741,9,34.156529,-117.841605
2142,91791,9,34.061624,-117.892235
2143,92411,9,34.122501,-117.320138
2144,92501,9,33.99504,-117.373184
2145,92508,9,33.891133,-117.326749
2146,92706,9,33.765301,-117.881976
2147,92780,9,33.734005,-117.819163
2148,93221,9,36.295014,-119.026031
2149,93446,9,35.662509,-120.749865
2150,93505,9,35.16374,-117.886527
2151,90040,8,33.994523,-118.149952
2152,90069,8,34.093828,-118.381697
2153,90292,8,33.976582,-118.455222
2154,91201,8,34.17051,-118.289463
2155,91355,8,34.439855,-118.644401
2156,91360,8,34.212805,-118.882179
2157,91504,8,34.204568,-118.326365
2158,91739,8,34.172754,-117.521243
2159,92225,8,33.736458,-114.687973
2160,92629,8,33.47512,-117.705675
2161,92701,8,33.74822,-117.858473
2162,92865,8,33.826393,-117.851307
2163,93012,8,34.196026,-118.992531
2164,93202,8,36.313344,-119.708452
2165,93454,8,34.923013,-120.259463
2166,93551,8,34.604105,-118.239213
2167,93631,8,36.478239,-119.52137
2168,93654,8,36.658709,-119.401274
2169,90405,7,34.011312,-118.469762
2170,90660,7,33.989524,-118.089299
2171,90670,7,33.933565,-118.062611
2172,91007,7,34.128284,-118.047732
2173,92264,7,33.708592,-116.497622
2174,92354,7,34.051177,-117.248563
2175,92505,7,33.936193,-117.493881
2176,92570,7,33.787292,-117.320673
2177,92647,7,33.723228,-118.008692
2178,92663,7,33.623208,-117.933903
2179,92804,7,33.818246,-117.974985
2180,92868,7,33.788145,-117.87655
2181,93609,7,36.526597,-119.864103
2182,90064,6,34.037251,-118.423573
2183,90266,6,33.889151,-118.402127
2184,91101,6,34.146671,-118.139455
2185,91502,6,34.176817,-118.309323
2186,91505,6,34.173885,-118.346937
2187,92705,6,33.765639,-117.790075
2188,92841,6,33.786846,-117.98202
2189,92844,6,33.765471,-117.969504
2190,92882,6,33.840451,-117.601961
2191,93263,6,35.492805,-119.286861
2192,93274,6,36.178091,-119.370752
2193,93451,6,35.886767,-120.608661
2194,93552,6,34.570867,-118.023744
2195,93646,6,36.644737,-119.289181
2196,90230,5,33.997862,-118.393617
2197,90240,5,33.955729,-118.118346
2198,90403,5,34.030755,-118.492101
2199,90601,5,34.00784,-118.030271
2200,90603,5,33.945555,-117.990719
2201,90621,5,33.874224,-117.993368
2202,90703,5,33.867743,-118.069472
2203,90732,5,33.74212,-118.312878
2204,91001,5,34.194489,-118.138263
2205,91042,5,34.322618,-118.23757
2206,91202,5,34.168366,-118.267771
2207,91361,5,34.136077,-118.888919
2208,91722,5,34.097345,-117.906736
2209,92220,5,33.948948,-116.832362
2210,92230,5,33.910412,-116.765723
2211,92252,5,34.168333,-116.288431
2212,92277,5,34.141358,-115.621168
2213,92551,5,33.88274,-117.224878
2214,92651,5,33.57093,-117.773042
2215,92675,5,33.50186,-117.608646
2216,92831,5,33.879768,-117.89634
2217,92840,5,33.787165,-117.931889
2218,92881,5,33.827409,-117.524128
2219,93117,5,34.479453,-120.084094
2220,90021,4,34.029036,-118.23787
2221,90210,4,34.100517,-118.414712
2222,90272,4,34.08746,-118.544232
2223,90293,4,33.947305,-118.439841
2224,90503,4,33.840398,-118.353715
2225,90630,4,33.818477,-118.038307
2226,91024,4,34.168771,-118.050216
2227,91207,4,34.181293,-118.260277
2228,91320,4,34.175969,-118.945127
2229,91345,4,34.265879,-118.456748
2230,91350,4,34.440891,-118.501747
2231,91354,4,34.465755,-118.553789
2232,91356,4,34.155097,-118.547553
2233,91384,4,34.506627,-118.699048
2234,91711,4,34.128066,-117.714773
2235,91773,4,34.110186,-117.81039
2236,91784,4,34.141146,-117.655583
2237,92233,4,33.172881,-115.553769
2238,92270,4,33.768584,-116.429988
2239,92377,4,34.157763,-117.405966
2240,92408,4,34.083458,-117.270016
2241,92606,4,33.705442,-117.8236
2242,92679,4,33.606695,-117.60436
2243,92691,4,33.611945,-117.665867
2244,92694,4,33.547238,-117.623761
2245,92782,4,33.739709,-117.784703
2246,93422,4,35.463544,-120.692911
2247,90094,3,33.975414,-118.41699
2248,90401,3,34.013666,-118.49375
2249,90631,3,33.942708,-117.952483
2250,91006,3,34.136258,-118.026704
2251,91016,3,34.1528,-118.000482
2252,91020,3,34.211341,-118.230652
2253,91208,3,34.185666,-118.239494
2254,91214,3,34.236302,-118.249185
2255,91351,3,34.441596,-118.448109
2256,91381,3,34.384697,-118.647244
2257,91506,3,34.169706,-118.323548
2258,92210,3,33.692217,-116.341248
2259,92249,3,32.725583,-115.47268
2260,92585,3,33.746707,-117.172142
2261,92708,3,33.710582,-117.951129
2262,92867,3,33.80098,-117.843772
2263,93001,3,34.03734,-119.800786
2264,93023,3,34.530199,-119.310133
2265,93035,3,34.181971,-119.224985
2266,93241,3,35.254701,-118.912678
2267,93291,3,36.391777,-119.372842
2268,93314,3,35.393866,-119.244846
2269,93434,3,34.919894,-120.604969
2270,90254,2,33.864259,-118.399303
2271,90680,2,33.801191,-117.994904
2272,90701,2,33.8676,-118.080612
2273,90720,2,33.795012,-118.062692
2274,91010,2,34.141586,-117.957627
2275,91501,2,34.2044,-118.287527
2276,91746,2,34.044416,-117.985366
2277,91803,2,34.074736,-118.145959
2278,92223,2,33.948255,-116.987839
2279,92250,2,32.777241,-115.127641
2280,92276,2,33.82233,-116.364238
2281,92548,2,33.758663,-117.109484
2282,92590,2,33.482811,-117.226126
2283,92604,2,33.690715,-117.789224
2284,92610,2,33.696122,-117.67594
2285,92617,2,33.642512,-117.841688
2286,92625,2,33.601966,-117.864254
2287,92653,2,33.591304,-117.697512
2288,92823,2,33.928179,-117.809285
2289,92835,2,33.901886,-117.916639
2290,92843,2,33.763905,-117.931382
2291,92866,2,33.784615,-117.844774
2292,92887,2,33.885514,-117.730164
2293,93010,2,34.227892,-119.079552
2294,93110,2,34.446201,-119.762794
2295,93427,2,34.610436,-120.219523
2296,93662,2,36.536573,-119.638651
2297,90013,1,34.045405,-118.240454
2298,90014,1,34.043146,-118.251746
2299,90058,1,34.002844,-118.2164
2300,90275,1,33.753155,-118.367963
2301,90505,1,33.807882,-118.347957
2302,90604,1,33.927691,-118.013828
2303,90606,1,33.977272,-118.066363
2304,90712,1,33.849034,-118.147902
2305,90713,1,33.847989,-118.112601
2306,90715,1,33.841027,-118.079141
2307,90740,1,33.758405,-118.075043
2308,90810,1,33.819814,-118.222416
2309,91011,1,34.222119,-118.205306
2310,91030,1,34.108957,-118.156615
2311,91775,1,34.115273,-118.088266
2312,91780,1,34.102077,-118.057754
2313,92532,1,33.692673,-117.302957
2314,92596,1,33.665848,-117.04966
2315,92624,1,33.451469,-117.659056
2316,92646,1,33.66205,-117.968459
2317,92649,1,33.72524,-118.051579
2318,92662,1,33.605086,-117.892319
2319,92845,1,33.783064,-118.026268
2320,92869,1,33.80845,-117.791737
2321,93022,1,34.40778,-119.306554
2322,93041,1,34.106896,-119.099535
2323,93060,1,34.402343,-119.094824
2324,93103,1,34.438773,-119.678841
2325,93108,1,34.448024,-119.616984
2326,93223,1,36.304539,-119.204896
2327,93242,1,36.442077,-119.727734
2328,93307,1,35.24512,-118.9411
2329,93405,1,35.296958,-120.733134
2330,93442,1,35.401934,-120.799362
2331,93444,1,35.037198,-120.504593
2332,93463,1,34.624395,-120.137875
2333,93501,1,35.067111,-118.184941
2334,93618,1,36.521012,-119.389446
2335,93625,1,36.624539,-119.671874
2336,93656,1,36.450225,-119.934478
2337,93706,1,36.652065,-119.906591
2338,93725,1,36.627211,-119.731888
2339,90044,156,33.952725,-118.291904
2340,90003,140,33.964131,-118.272783
2341,90011,132,34.00709,-118.258681
2342,90008,117,34.009552,-118.346724
2343,90250,109,33.914775,-118.348083
2344,93535,106,34.713656,-117.86466
2345,93230,100,36.29223,-119.622676
2346,90047,96,33.953617,-118.308428
2347,93534,91,34.713292,-118.15292
2348,93550,90,34.408548,-118.123592
2349,93245,89,36.29227,-119.829463
2350,90004,84,34.076198,-118.310722
2351,90043,84,33.988505,-118.336358
2352,90018,79,34.028887,-118.317183
2353,90026,75,34.080017,-118.262643
2354,90037,74,34.002719,-118.287487
2355,93312,71,35.393478,-119.12046
2356,90255,70,33.979248,-118.217438
2357,93552,69,34.570867,-118.023744
2358,90280,68,33.944159,-118.192761
2359,90006,67,34.048041,-118.294177
2360,90019,60,34.049841,-118.33846
2361,91764,60,34.074087,-117.605618
2362,92376,60,34.111605,-117.377406
2363,90016,59,34.028331,-118.354338
2364,91304,58,34.224196,-118.632394
2365,91335,58,34.200175,-118.540958
2366,91762,58,34.05941,-117.674011
2367,92324,58,34.02452,-117.289255
2368,92336,57,34.147718,-117.464506
2369,92407,56,34.212433,-117.381239
2370,90061,55,33.92128,-118.274186
2371,90247,55,33.890853,-118.297967
2372,90220,54,33.88151,-118.234451
2373,91406,54,34.195685,-118.490752
2374,90744,53,33.779284,-118.261723
2375,92553,53,33.923381,-117.244837
2376,92591,53,33.535277,-117.104791
2377,90038,52,34.088475,-118.325527
2378,92563,52,33.580016,-117.14736
2379,92880,52,33.925311,-117.607297
2380,90032,50,34.078195,-118.185501
2381,92627,50,33.647763,-117.919761
2382,90007,49,34.028129,-118.284829
2383,91709,49,33.963723,-117.738596
2384,91710,49,34.004468,-117.684697
2385,90001,48,33.974027,-118.249509
2386,90036,48,34.07041,-118.350411
2387,90062,48,34.003638,-118.308806
2388,90731,48,33.731442,-118.278869
2389,91761,47,34.035602,-117.591528
2390,93277,47,36.301334,-119.372586
2391,90033,46,34.05038,-118.211991
2392,90059,46,33.926262,-118.249883
2393,92346,46,34.126779,-117.183104
2394,90046,45,34.10781,-118.362247
2395,90640,45,34.015444,-118.111012
2396,90002,44,33.949099,-118.246737
2397,90706,44,33.887821,-118.12725
2398,91303,44,34.198292,-118.600913
2399,91367,44,34.177311,-118.615704
2400,93291,44,36.391777,-119.372842
2401,90029,43,34.089848,-118.294661
2402,91786,43,34.105282,-117.662035
2403,93308,43,35.621087,-118.789677
2404,93309,43,35.342891,-119.064803
2405,90031,42,34.085784,-118.206666
2406,90201,42,33.970343,-118.171368
2407,91730,42,34.10097,-117.57882
2408,90005,41,34.059163,-118.306892
2409,90262,41,33.923533,-118.200705
2410,91405,41,34.199824,-118.447609
2411,92571,41,33.828396,-117.20766
2412,90028,40,34.099912,-118.326912
2413,92562,40,33.547613,-117.34404
2414,90027,39,34.127194,-118.295647
2415,92530,39,33.649528,-117.376774
2416,90057,38,34.061735,-118.276757
2417,91306,38,34.209532,-118.577563
2418,90221,37,33.885624,-118.205918
2419,91331,37,34.255442,-118.421314
2420,91763,37,34.072329,-117.698315
2421,92543,37,33.667301,-116.963506
2422,92545,37,33.729853,-117.03406
2423,93212,37,36.042151,-119.5277
2424,93536,37,34.74739,-118.369249
2425,91702,36,34.280333,-117.866141
2426,91766,36,34.042286,-117.756106
2427,92335,36,34.085972,-117.464597
2428,90022,35,34.023728,-118.156275
2429,90301,35,33.956526,-118.358654
2430,90650,35,33.906956,-118.08264
2431,92583,35,33.795196,-116.932856
2432,92882,35,33.840451,-117.601961
2433,93257,35,35.988087,-118.860221
2434,93422,35,35.463544,-120.692911
2435,90501,34,33.833744,-118.314022
2436,91206,34,34.160359,-118.213769
2437,91739,34,34.172754,-117.521243
2438,91767,34,34.083086,-117.737997
2439,92410,34,34.107379,-117.297547
2440,93065,34,34.258405,-118.775026
2441,90034,33,34.030578,-118.399613
2442,90042,33,34.114708,-118.192098
2443,91342,33,34.326584,-118.382261
2444,93458,33,34.95934,-120.490081
2445,90020,32,34.066379,-118.30987
2446,90065,32,34.112272,-118.225496
2447,91343,32,34.237912,-118.482306
2448,92240,32,33.95154,-116.520104
2449,92802,32,33.808267,-117.923658
2450,93454,32,34.923013,-120.259463
2451,91402,31,34.222506,-118.444689
2452,92234,31,33.818256,-116.466743
2453,92373,30,34.011953,-117.159699
2454,92503,30,33.882579,-117.442303
2455,92507,30,33.970847,-117.32512
2456,93292,30,36.37559,-119.211689
2457,93551,30,34.604105,-118.239213
2458,92203,29,33.753959,-116.246487
2459,92544,29,33.648169,-116.895308
2460,91356,28,34.155097,-118.547553
2461,91606,28,34.185767,-118.388323
2462,92404,28,34.177083,-117.254763
2463,92557,28,33.97216,-117.258409
2464,92592,28,33.511228,-117.042396
2465,90012,27,34.065975,-118.238642
2466,90017,27,34.052913,-118.26434
2467,90045,27,33.942108,-118.417488
2468,91324,27,34.238208,-118.55029
2469,91325,27,34.237519,-118.517712
2470,92243,27,32.770197,-115.59859
2471,92399,27,34.032301,-117.010574
2472,93203,27,35.112617,-118.832292
2473,90063,26,34.045105,-118.185914
2474,90302,26,33.975332,-118.355252
2475,90305,26,33.95889,-118.330548
2476,92506,26,33.934335,-117.367319
2477,93436,26,34.595669,-120.352667
2478,90260,25,33.88856,-118.351813
2479,91205,25,34.13658,-118.245839
2480,92253,25,33.641767,-116.273943
2481,92677,25,33.528868,-117.701175
2482,92879,25,33.882614,-117.528204
2483,90601,24,34.00784,-118.030271
2484,91316,24,34.160236,-118.515472
2485,92251,24,32.881449,-115.675459
2486,92284,24,34.185894,-116.432416
2487,92405,24,34.144618,-117.301301
2488,92501,24,33.99504,-117.373184
2489,92870,24,33.881158,-117.854783
2490,90025,23,34.045421,-118.445873
2491,90303,23,33.939766,-118.331085
2492,90745,23,33.822725,-118.264109
2493,91344,23,34.294615,-118.507001
2494,91403,23,34.147149,-118.463365
2495,91744,23,34.031415,-117.93647
2496,91765,23,33.98627,-117.821282
2497,92555,23,33.889702,-117.113427
2498,93036,23,34.238786,-119.186492
2499,91604,22,34.140822,-118.392864
2500,92374,22,34.067146,-117.171885
2501,90602,21,33.972782,-118.022066
2502,91401,21,34.178483,-118.431791
2503,91605,21,34.207341,-118.400973
2504,91748,21,33.974883,-117.900676
2505,92220,21,33.948948,-116.832362
2506,92630,21,33.645736,-117.685503
2507,92868,21,33.788145,-117.87655
2508,93654,21,36.658709,-119.401274
2509,90222,20,33.912246,-118.236773
2510,90631,20,33.942708,-117.952483
2511,92626,20,33.679591,-117.908531
2512,92683,20,33.752468,-117.993933
2513,93314,20,35.393866,-119.244846
2514,90023,19,34.022502,-118.199613
2515,90068,19,34.129772,-118.330989
2516,91355,19,34.439855,-118.644401
2517,92231,19,32.687552,-115.541028
2518,92262,19,33.860925,-116.566176
2519,92411,19,34.122501,-117.320138
2520,92504,19,33.903134,-117.398044
2521,92508,19,33.891133,-117.326749
2522,92509,19,34.003266,-117.442004
2523,92551,19,33.88274,-117.224878
2524,92582,19,33.807607,-117.015163
2525,93003,19,34.283668,-119.223196
2526,93215,19,35.779507,-119.200825
2527,93455,19,34.831792,-120.433509
2528,90035,18,34.051809,-118.383674
2529,90041,18,34.137412,-118.207607
2530,90712,18,33.849034,-118.147902
2531,90723,18,33.898883,-118.166629
2532,91326,18,34.281486,-118.556005
2533,91504,18,34.204568,-118.326365
2534,92236,18,33.686145,-116.172918
2535,92260,18,33.708012,-116.403627
2536,92612,18,33.65844,-117.826009
2537,92672,18,33.42411,-117.606775
2538,92707,18,33.709935,-117.870431
2539,93311,18,35.192404,-119.175866
2540,90094,17,33.975414,-118.41699
2541,90304,17,33.937886,-118.358559
2542,91311,17,34.293338,-118.603118
2543,91364,17,34.15404,-118.593153
2544,91411,17,34.178522,-118.459234
2545,91505,17,34.173885,-118.346937
2546,91711,17,34.128066,-117.714773
2547,91752,17,33.996484,-117.531269
2548,91776,17,34.090776,-118.095091
2549,92782,17,33.739709,-117.784703
2550,93446,17,35.662509,-120.749865
2551,91307,16,34.200834,-118.6649
2552,91362,16,34.193326,-118.818684
2553,91607,16,34.165783,-118.399795
2554,91741,16,34.156529,-117.841605
2555,91791,16,34.061624,-117.892235
2556,92223,16,33.948255,-116.987839
2557,92227,16,32.990121,-115.358757
2558,92377,16,34.157763,-117.405966
2559,92618,16,33.666942,-117.732094
2560,93033,16,34.150212,-119.127729
2561,90066,15,34.002028,-118.430656
2562,90291,15,33.993396,-118.465193
2563,90405,15,34.011312,-118.469762
2564,91201,15,34.17051,-118.289463
2565,91423,15,34.148617,-118.433298
2566,91601,15,34.1692,-118.372498
2567,92225,15,33.736458,-114.687973
2568,92313,15,34.031011,-117.312929
2569,92337,15,34.049809,-117.470613
2570,92595,15,33.617844,-117.259304
2571,92649,15,33.72524,-118.051579
2572,92656,15,33.576212,-117.730368
2573,93030,15,34.205247,-119.174092
2574,90404,14,34.026608,-118.473643
2575,90604,14,33.927691,-118.013828
2576,91203,14,34.153338,-118.262974
2577,91321,14,34.36811,-118.489038
2578,91345,14,34.265879,-118.456748
2579,91602,14,34.150818,-118.368159
2580,91724,14,34.080444,-117.854734
2581,92211,14,33.765401,-116.334205
2582,92354,14,34.051177,-117.248563
2583,92585,14,33.746707,-117.172142
2584,93648,14,36.620634,-119.520731
2585,90039,13,34.111885,-118.261033
2586,91042,13,34.322618,-118.23757
2587,91722,13,34.097345,-117.906736
2588,91750,13,34.18001,-117.773939
2589,91780,13,34.102077,-118.057754
2590,92780,13,33.734005,-117.819163
2591,92805,13,33.830457,-117.905941
2592,92807,13,33.848733,-117.788357
2593,92808,13,33.856459,-117.740176
2594,92886,13,33.896339,-117.796416
2595,93010,13,34.227892,-119.079552
2596,93221,13,36.295014,-119.026031
2597,93280,13,35.652242,-119.4464
2598,90212,12,34.06221,-118.401966
2599,90293,12,33.947305,-118.439841
2600,90680,12,33.801191,-117.994904
2601,90746,12,33.859171,-118.252272
2602,91731,12,34.078573,-118.043456
2603,91733,12,34.046243,-118.053748
2604,91775,12,34.115273,-118.088266
2605,91789,12,34.018195,-117.854821
2606,92201,12,33.710984,-116.204844
2607,92277,12,34.141358,-115.621168
2608,92704,12,33.721131,-117.90511
2609,92806,12,33.83796,-117.870494
2610,92832,12,33.868649,-117.929055
2611,93013,12,34.44137,-119.514092
2612,90048,11,34.072924,-118.37271
2613,90270,11,33.987729,-118.186597
2614,91106,11,34.139402,-118.128658
2615,91352,11,34.230854,-118.365856
2616,91740,11,34.119367,-117.855054
2617,91801,11,34.090728,-118.127527
2618,92673,11,33.467371,-117.613509
2619,92701,11,33.74822,-117.858473
2620,92843,11,33.763905,-117.931382
2621,92867,11,33.80098,-117.843772
2622,93063,11,34.308729,-118.687223
2623,93202,11,36.313344,-119.708452
2624,93250,11,35.665082,-119.197958
2625,90024,10,34.065723,-118.434969
2626,90241,10,33.940445,-118.129022
2627,90249,10,33.90139,-118.315697
2628,90265,10,34.066117,-118.846342
2629,91204,10,34.136194,-118.260934
2630,91340,10,34.286687,-118.43508
2631,91360,10,34.212805,-118.882179
2632,91770,10,34.065493,-118.084529
2633,91790,10,34.066964,-117.937007
2634,92606,10,33.705442,-117.8236
2635,92620,10,33.714796,-117.749139
2636,92804,10,33.818246,-117.974985
2637,92881,10,33.827409,-117.524128
2638,92883,10,33.748086,-117.468037
2639,93021,10,34.295652,-118.897875
2640,93420,10,35.176043,-120.476694
2641,93444,10,35.037198,-120.504593
2642,90064,9,34.037251,-118.423573
2643,90605,9,33.950295,-118.024352
2644,90710,9,33.799904,-118.298661
2645,90717,9,33.793809,-118.31717
2646,91302,9,34.123305,-118.671025
2647,91354,9,34.465755,-118.553789
2648,91768,9,34.063516,-117.790379
2649,91792,9,34.022581,-117.902359
2650,92584,9,33.652675,-117.173568
2651,92603,9,33.624456,-117.781423
2652,92660,9,33.634626,-117.874882
2653,92688,9,33.619672,-117.612087
2654,92691,9,33.611945,-117.665867
2655,92801,9,33.844983,-117.952151
2656,92833,9,33.879329,-117.961752
2657,93012,9,34.196026,-118.992531
2658,90015,8,34.039378,-118.2663
2659,90245,8,33.91714,-118.404267
2660,90292,8,33.976582,-118.455222
2661,90401,8,34.013666,-118.49375
2662,91001,8,34.194489,-118.138263
2663,91208,8,34.185666,-118.239494
2664,91384,8,34.506627,-118.699048
2665,91436,8,34.149588,-118.489708
2666,91506,8,34.169706,-118.323548
