,zipcode,Number of Disconnections,lat,lon
3969,92551,13,33.88274,-117.224878
3970,92584,13,33.652675,-117.173568
3971,90059,12,33.926262,-118.249883
3972,91107,12,34.155533,-118.086178
3973,91387,12,34.402509,-118.363427
3974,92501,12,33.99504,-117.373184
3975,92544,12,33.648169,-116.895308
3976,92805,12,33.830457,-117.905941
3977,93033,12,34.150212,-119.127729
3978,93308,12,35.621087,-118.789677
3979,93561,12,35.118772,-118.493811
3980,93618,12,36.521012,-119.389446
3981,90061,11,33.92128,-118.274186
3982,90066,11,34.002028,-118.430656
3983,90242,11,33.921793,-118.140588
3984,90501,11,33.833744,-118.314022
3985,90631,11,33.942708,-117.952483
3986,90650,11,33.906956,-118.08264
3987,90660,11,33.989524,-118.089299
3988,90710,11,33.799904,-118.298661
3989,90712,11,33.849034,-118.147902
3990,91303,11,34.198292,-118.600913
3991,91316,11,34.160236,-118.515472
3992,91325,11,34.237519,-118.517712
3993,91326,11,34.281486,-118.556005
3994,91701,11,34.137564,-117.599945
3995,91739,11,34.172754,-117.521243
3996,91765,11,33.98627,-117.821282
3997,91766,11,34.042286,-117.756106
3998,92234,11,33.818256,-116.466743
3999,92253,11,33.641767,-116.273943
4000,92260,11,33.708012,-116.403627
4001,92592,11,33.511228,-117.042396
4002,93280,11,35.652242,-119.4464
4003,90005,10,34.059163,-118.306892
4004,90023,10,34.022502,-118.199613
4005,90033,10,34.05038,-118.211991
4006,90063,10,34.045105,-118.185914
4007,90220,10,33.88151,-118.234451
4008,90249,10,33.90139,-118.315697
4009,90275,10,33.753155,-118.367963
4010,90605,10,33.950295,-118.024352
4011,90717,10,33.793809,-118.31717
4012,91405,10,34.199824,-118.447609
4013,91501,10,34.2044,-118.287527
4014,91722,10,34.097345,-117.906736
4015,91762,10,34.05941,-117.674011
4016,92277,10,34.141358,-115.621168
4017,92374,10,34.067146,-117.171885
4018,92377,10,34.157763,-117.405966
4019,92583,10,33.795196,-116.932856
4020,93035,10,34.181971,-119.224985
4021,93257,10,35.988087,-118.860221
4022,93446,10,35.662509,-120.749865
4023,93654,10,36.658709,-119.401274
4024,90025,9,34.045421,-118.445873
4025,90068,9,34.129772,-118.330989
4026,90241,9,33.940445,-118.129022
4027,90301,9,33.956526,-118.358654
4028,90604,9,33.927691,-118.013828
4029,90745,9,33.822725,-118.264109
4030,91307,9,34.200834,-118.6649
4031,91324,9,34.238208,-118.55029
4032,91344,9,34.294615,-118.507001
4033,92373,9,34.011953,-117.159699
4034,92704,9,33.721131,-117.90511
4035,93003,9,34.283668,-119.223196
4036,93648,9,36.620634,-119.520731
4037,90027,8,34.127194,-118.295647
4038,90034,8,34.030578,-118.399613
4039,90036,8,34.07041,-118.350411
4040,90045,8,33.942108,-118.417488
4041,90069,8,34.093828,-118.381697
4042,90222,8,33.912246,-118.236773
4043,91001,8,34.194489,-118.138263
4044,91103,8,34.169538,-118.164941
4045,91381,8,34.384697,-118.647244
4046,91601,8,34.1692,-118.372498
4047,91607,8,34.165783,-118.399795
4048,91741,8,34.156529,-117.841605
4049,91748,8,33.974883,-117.900676
4050,92220,8,33.948948,-116.832362
4051,92262,8,33.860925,-116.566176
4052,92505,8,33.936193,-117.493881
4053,92694,8,33.547238,-117.623761
4054,92883,8,33.748086,-117.468037
4055,93241,8,35.254701,-118.912678
4056,93444,8,35.037198,-120.504593
4057,93455,8,34.831792,-120.433509
4058,93505,8,35.16374,-117.886527
4059,90004,7,34.076198,-118.310722
4060,90007,7,34.028129,-118.284829
4061,90028,7,34.099912,-118.326912
4062,90048,7,34.072924,-118.37271
4063,90270,7,33.987729,-118.186597
4064,90601,7,34.00784,-118.030271
4065,90703,7,33.867743,-118.069472
4066,91016,7,34.1528,-118.000482
4067,91745,7,33.999005,-117.972146
4068,91754,7,34.052922,-118.143465
4069,91789,7,34.018195,-117.854821
4070,92211,7,33.765401,-116.334205
4071,92231,7,32.687552,-115.541028
4072,92236,7,33.686145,-116.172918
4073,92243,7,32.770197,-115.59859
4074,92401,7,34.104794,-117.29215
4075,93001,7,34.03734,-119.800786
4076,93036,7,34.238786,-119.186492
4077,93203,7,35.112617,-118.832292
4078,93206,7,35.437302,-119.477735
4079,93422,7,35.463544,-120.692911
4080,90017,6,34.052913,-118.26434
4081,90278,6,33.873215,-118.37036
4082,90746,6,33.859171,-118.252272
4083,91007,6,34.128284,-118.047732
4084,91302,6,34.123305,-118.671025
4085,91350,6,34.440891,-118.501747
4086,91352,6,34.230854,-118.365856
4087,91356,6,34.155097,-118.547553
4088,91505,6,34.173885,-118.346937
4089,91604,6,34.140822,-118.392864
4090,91708,6,33.952902,-117.639325
4091,91723,6,34.084747,-117.886844
4092,91724,6,34.080444,-117.854734
4093,91737,6,34.152583,-117.577707
4094,91752,6,33.996484,-117.531269
4095,91773,6,34.110186,-117.81039
4096,92337,6,34.049809,-117.470613
4097,92585,6,33.746707,-117.172142
4098,92801,6,33.844983,-117.952151
4099,92806,6,33.83796,-117.870494
4100,93021,6,34.295652,-118.897875
4101,93065,6,34.258405,-118.775026
4102,93221,6,36.295014,-119.026031
4103,93314,6,35.393866,-119.244846
4104,90029,5,34.089848,-118.294661
4105,90031,5,34.085784,-118.206666
4106,90035,5,34.051809,-118.383674
4107,90602,5,33.972782,-118.022066
4108,90606,5,33.977272,-118.066363
4109,91304,5,34.224196,-118.632394
4110,91340,5,34.286687,-118.43508
4111,91355,5,34.439855,-118.644401
4112,91361,5,34.136077,-118.888919
4113,91711,5,34.128066,-117.714773
4114,91732,5,34.07342,-118.015345
4115,91768,5,34.063516,-117.790379
4116,91801,5,34.090728,-118.127527
4117,92316,5,34.059306,-117.390768
4118,92382,5,34.205287,-117.117403
4119,92408,5,34.083458,-117.270016
4120,92657,5,33.595088,-117.829038
4121,92807,5,33.848733,-117.788357
4122,92879,5,33.882614,-117.528204
4123,93543,5,34.481108,-117.982006
4124,90024,4,34.065723,-118.434969
4125,90032,4,34.078195,-118.185501
4126,90041,4,34.137412,-118.207607
4127,90057,4,34.061735,-118.276757
4128,90210,4,34.100517,-118.414712
4129,90211,4,34.064958,-118.382979
4130,90245,4,33.91714,-118.404267
4131,90277,4,33.830006,-118.387124
4132,90502,4,33.833181,-118.292062
4133,90504,4,33.867257,-118.330794
4134,90505,4,33.807882,-118.347957
4135,90621,4,33.874224,-117.993368
4136,91010,4,34.141586,-117.957627
4137,91204,4,34.136194,-118.260934
4138,91206,4,34.160359,-118.213769
4139,91208,4,34.185666,-118.239494
4140,91214,4,34.236302,-118.249185
4141,91364,4,34.15404,-118.593153
4142,91502,4,34.176817,-118.309323
4143,91506,4,34.169706,-118.323548
4144,91731,4,34.078573,-118.043456
4145,91750,4,34.18001,-117.773939
4146,91763,4,34.072329,-117.698315
4147,91776,4,34.090776,-118.095091
4148,91780,4,34.102077,-118.057754
4149,91791,4,34.061624,-117.892235
4150,92251,4,32.881449,-115.675459
4151,92252,4,34.168333,-116.288431
4152,92313,4,34.031011,-117.312929
4153,92411,4,34.122501,-117.320138
4154,92543,4,33.667301,-116.963506
4155,92570,4,33.787292,-117.320673
4156,92603,4,33.624456,-117.781423
4157,92606,4,33.705442,-117.8236
4158,92618,4,33.666942,-117.732094
4159,92648,4,33.67901,-118.014603
4160,92677,4,33.528868,-117.701175
4161,92835,4,33.901886,-117.916639
4162,92867,4,33.80098,-117.843772
4163,92881,4,33.827409,-117.524128
4164,93015,4,34.404104,-118.897776
4165,93063,4,34.308729,-118.687223
4166,93202,4,36.313344,-119.708452
4167,93311,4,35.192404,-119.175866
4168,93560,4,34.866894,-118.339832
4169,90020,3,34.066379,-118.30987
4170,90039,3,34.111885,-118.261033
4171,90049,3,34.09254,-118.491064
4172,90077,3,34.108023,-118.456964
4173,90212,3,34.06221,-118.401966
4174,90266,3,33.889151,-118.402127
4175,90272,3,34.08746,-118.544232
4176,90304,3,33.937886,-118.358559
4177,90404,3,34.026608,-118.473643
4178,90503,3,33.840398,-118.353715
4179,90638,3,33.902045,-118.008961
4180,90713,3,33.847989,-118.112601
4181,90715,3,33.841027,-118.079141
4182,90732,3,33.74212,-118.312878
4183,91024,3,34.168771,-118.050216
4184,91101,3,34.146671,-118.139455
4185,91202,3,34.168366,-118.267771
4186,91203,3,34.153338,-118.262974
4187,91320,3,34.175969,-118.945127
4188,91351,3,34.441596,-118.448109
4189,91354,3,34.465755,-118.553789
4190,91401,3,34.178483,-118.431791
4191,91403,3,34.147149,-118.463365
4192,91423,3,34.148617,-118.433298
4193,91504,3,34.204568,-118.326365
4194,91733,3,34.046243,-118.053748
4195,91740,3,34.119367,-117.855054
4196,91744,3,34.031415,-117.93647
4197,91790,3,34.066964,-117.937007
4198,91792,3,34.022581,-117.902359
4199,92227,3,32.990121,-115.358757
4200,92264,3,33.708592,-116.497622
4201,92270,3,33.768584,-116.429988
4202,92352,3,34.259971,-117.199381
4203,92586,3,33.708982,-117.198853
4204,92602,3,33.754048,-117.752273
4205,92663,3,33.623208,-117.933903
4206,92683,3,33.752468,-117.993933
4207,92691,3,33.611945,-117.665867
4208,92703,3,33.747155,-117.907326
4209,92780,3,33.734005,-117.819163
4210,92808,3,33.856459,-117.740176
4211,92821,3,33.927561,-117.887086
4212,92831,3,33.879768,-117.89634
4213,92840,3,33.787165,-117.931889
4214,92860,3,33.925519,-117.551958
4215,93004,3,34.278679,-119.165615
4216,93250,3,35.665082,-119.197958
4217,93591,3,34.59448,-117.813666
4218,93656,3,36.450225,-119.934478
4219,90012,2,34.065975,-118.238642
4220,90040,2,33.994523,-118.149952
4221,90056,2,33.988047,-118.370361
4222,90065,2,34.112272,-118.225496
4223,90274,2,33.780065,-118.372454
4224,90291,2,33.993396,-118.465193
4225,90403,2,34.030755,-118.492101
4226,90405,2,34.011312,-118.469762
4227,90670,2,33.933565,-118.062611
4228,91020,2,34.211341,-118.230652
4229,91040,2,34.261962,-118.336078
4230,91104,2,34.165356,-118.123751
4231,91201,2,34.17051,-118.289463
4232,91205,2,34.13658,-118.245839
4233,91345,2,34.265879,-118.456748
4234,91360,2,34.212805,-118.882179
4235,91362,2,34.193326,-118.818684
4236,91384,2,34.506627,-118.699048
4237,91602,2,34.150818,-118.368159
4238,91755,2,34.050965,-118.114394
4239,91770,2,34.065493,-118.084529
4240,91775,2,34.115273,-118.088266
4241,91803,2,34.074736,-118.145959
4242,92203,2,33.753959,-116.246487
4243,92225,2,33.736458,-114.687973
4244,92325,2,34.243482,-117.281304
4245,92354,2,34.051177,-117.248563
4246,92359,2,34.083016,-117.073317
4247,92391,2,34.237898,-117.234788
4248,92508,2,33.891133,-117.326749
4249,92612,2,33.65844,-117.826009
4250,92614,2,33.680302,-117.833295
4251,92625,2,33.601966,-117.864254
4252,92627,2,33.647763,-117.919761
4253,92647,2,33.723228,-118.008692
4254,92649,2,33.72524,-118.051579
4255,92653,2,33.591304,-117.697512
4256,92692,2,33.606497,-117.643112
4257,92701,2,33.74822,-117.858473
4258,92705,2,33.765639,-117.790075
4259,92707,2,33.709935,-117.870431
4260,92802,2,33.808267,-117.923658
4261,92804,2,33.818246,-117.974985
4262,92832,2,33.868649,-117.929055
4263,92833,2,33.879329,-117.961752
4264,92870,2,33.881158,-117.854783
4265,92887,2,33.885514,-117.730164
4266,93010,2,34.227892,-119.079552
4267,93060,2,34.402343,-119.094824
4268,93101,2,34.418979,-119.709166
4269,93117,2,34.479453,-120.084094
4270,93225,2,34.768503,-119.030293
4271,93247,2,36.206269,-119.071075
4272,93256,2,35.960636,-119.312992
4273,93266,2,36.145394,-119.867288
4274,93267,2,36.15118,-119.049222
4275,93401,2,35.23575,-120.615973
4276,93465,2,35.538809,-120.739893
4277,93609,2,36.526597,-119.864103
4278,93646,2,36.644737,-119.289181
4279,93662,2,36.536573,-119.638651
4280,90064,1,34.037251,-118.423573
4281,90094,1,33.975414,-118.41699
4282,90230,1,33.997862,-118.393617
4283,90240,1,33.955729,-118.118346
4284,90248,1,33.878432,-118.284104
4285,90265,1,34.066117,-118.846342
4286,90292,1,33.976582,-118.455222
4287,90293,1,33.947305,-118.439841
4288,90402,1,34.034666,-118.504039
4289,90603,1,33.945555,-117.990719
4290,90620,1,33.845223,-118.015292
4291,90701,1,33.8676,-118.080612
4292,90716,1,33.830482,-118.073451
4293,91011,1,34.222119,-118.205306
4294,91105,1,34.13946,-118.166649
4295,91106,1,34.139402,-118.128658
4296,91108,1,34.122671,-118.112911
4297,91207,1,34.181293,-118.260277
4298,91411,1,34.178522,-118.459234
4299,91436,1,34.149588,-118.489708
4300,91746,1,34.044416,-117.985366
4301,91784,1,34.141146,-117.655583
4302,92210,1,33.692217,-116.341248
4303,92230,1,33.910412,-116.765723
4304,92233,1,33.172881,-115.553769
4305,92249,1,32.725583,-115.47268
4306,92378,1,34.226083,-117.225931
4307,92567,1,33.810743,-117.105415
4308,92587,1,33.694019,-117.250341
4309,92590,1,33.482811,-117.226126
4310,92604,1,33.690715,-117.789224
4311,92629,1,33.47512,-117.705675
4312,92630,1,33.645736,-117.685503
4313,92646,1,33.66205,-117.968459
4314,92656,1,33.576212,-117.730368
4315,92660,1,33.634626,-117.874882
4316,92661,1,33.601984,-117.913001
4317,92706,1,33.765301,-117.881976
4318,92708,1,33.710582,-117.951129
4319,92782,1,33.739709,-117.784703
4320,92843,1,33.763905,-117.931382
4321,92865,1,33.826393,-117.851307
4322,92866,1,33.784615,-117.844774
4323,92868,1,33.788145,-117.87655
4324,92869,1,33.80845,-117.791737
4325,93022,1,34.40778,-119.306554
4326,93023,1,34.530199,-119.310133
4327,93041,1,34.106896,-119.099535
4328,93223,1,36.304539,-119.204896
4329,93242,1,36.442077,-119.727734
4330,93249,1,35.621706,-119.887939
4331,93307,1,35.24512,-118.9411
4332,93427,1,34.610436,-120.219523
4333,93434,1,34.919894,-120.604969
4334,93463,1,34.624395,-120.137875
4335,93501,1,35.067111,-118.184941
4336,93631,1,36.478239,-119.52137
4337,93647,1,36.60076,-119.175485
4338,93673,1,36.452697,-119.482343
4339,93706,1,36.652065,-119.906591
4340,90201,99,33.970343,-118.171368
4341,93550,98,34.408548,-118.123592
4342,90044,92,33.952725,-118.291904
4343,92335,89,34.085972,-117.464597
4344,93535,85,34.713656,-117.86466
4345,90011,78,34.00709,-118.258681
4346,92553,70,33.923381,-117.244837
4347,90250,64,33.914775,-118.348083
4348,90008,61,34.009552,-118.346724
4349,93277,60,36.301334,-119.372586
4350,92509,59,34.003266,-117.442004
4351,90003,58,33.964131,-118.272783
4352,90016,58,34.028331,-118.354338
4353,90047,57,33.953617,-118.308428
4354,90280,54,33.944159,-118.192761
4355,92336,53,34.147718,-117.464506
4356,92346,52,34.126779,-117.183104
4357,90019,51,34.049841,-118.33846
4358,90037,51,34.002719,-118.287487
4359,92557,51,33.97216,-117.258409
4360,92507,50,33.970847,-117.32512
4361,92563,50,33.580016,-117.14736
4362,93534,50,34.713292,-118.15292
4363,93230,49,36.29223,-119.622676
4364,90043,48,33.988505,-118.336358
4365,92399,47,34.032301,-117.010574
4366,90255,44,33.979248,-118.217438
4367,90002,43,33.949099,-118.246737
4368,90001,42,33.974027,-118.249509
4369,91342,42,34.326584,-118.382261
4370,92407,42,34.212433,-117.381239
4371,90018,41,34.028887,-118.317183
4372,91601,41,34.1692,-118.372498
4373,91706,41,34.09741,-117.968269
4374,92503,41,33.882579,-117.442303
4375,92551,41,33.88274,-117.224878
4376,90302,40,33.975332,-118.355252
4377,91764,40,34.074087,-117.605618
4378,90723,39,33.898883,-118.166629
4379,91786,39,34.105282,-117.662035
4380,90731,38,33.731442,-118.278869
4381,92410,38,34.107379,-117.297547
4382,90046,37,34.10781,-118.362247
4383,90744,37,33.779284,-118.261723
4384,91335,37,34.200175,-118.540958
4385,93291,37,36.391777,-119.372842
4386,90706,36,33.887821,-118.12725
4387,92404,36,34.177083,-117.254763
4388,90031,35,34.085784,-118.206666
4389,90042,35,34.114708,-118.192098
4390,91606,35,34.185767,-118.388323
4391,91762,35,34.05941,-117.674011
4392,93274,35,36.178091,-119.370752
4393,90027,34,34.127194,-118.295647
4394,92544,34,33.648169,-116.895308
4395,90220,33,33.88151,-118.234451
4396,90650,33,33.906956,-118.08264
4397,91331,33,34.255442,-118.421314
4398,91766,33,34.042286,-117.756106
4399,93292,33,36.37559,-119.211689
4400,91730,31,34.10097,-117.57882
4401,90062,30,34.003638,-118.308806
4402,91344,30,34.294615,-118.507001
4403,92501,30,33.99504,-117.373184
4404,90038,29,34.088475,-118.325527
4405,90262,29,33.923533,-118.200705
4406,92374,29,34.067146,-117.171885
4407,93458,29,34.95934,-120.490081
4408,93560,29,34.866894,-118.339832
4409,90026,28,34.080017,-118.262643
4410,90640,28,34.015444,-118.111012
4411,90745,28,33.822725,-118.264109
4412,91401,28,34.178483,-118.431791
4413,91605,28,34.207341,-118.400973
4414,90061,27,33.92128,-118.274186
4415,90241,27,33.940445,-118.129022
4416,91406,27,34.195685,-118.490752
4417,91709,27,33.963723,-117.738596
4418,91732,27,34.07342,-118.015345
4419,91763,27,34.072329,-117.698315
4420,92405,27,34.144618,-117.301301
4421,92545,27,33.729853,-117.03406
4422,92571,27,33.828396,-117.20766
4423,92584,27,33.652675,-117.173568
4424,93536,27,34.74739,-118.369249
4425,90303,26,33.939766,-118.331085
4426,91352,26,34.230854,-118.365856
4427,92505,26,33.936193,-117.493881
4428,90007,25,34.028129,-118.284829
4429,91304,25,34.224196,-118.632394
4430,91367,25,34.177311,-118.615704
4431,91739,25,34.172754,-117.521243
4432,92504,25,33.903134,-117.398044
4433,92627,25,33.647763,-117.919761
4434,92703,25,33.747155,-117.907326
4435,92805,25,33.830457,-117.905941
4436,90004,24,34.076198,-118.310722
4437,90221,24,33.885624,-118.205918
4438,90660,24,33.989524,-118.089299
4439,91387,24,34.402509,-118.363427
4440,92223,24,33.948255,-116.987839
4441,92284,24,34.185894,-116.432416
4442,92543,24,33.667301,-116.963506
4443,92656,24,33.576212,-117.730368
4444,92882,24,33.840451,-117.601961
4445,93033,24,34.150212,-119.127729
4446,90066,23,34.002028,-118.430656
4447,90242,23,33.921793,-118.140588
4448,90601,23,34.00784,-118.030271
4449,91206,23,34.160359,-118.213769
4450,91607,23,34.165783,-118.399795
4451,92225,23,33.736458,-114.687973
4452,92530,23,33.649528,-117.376774
4453,93065,23,34.258405,-118.775026
4454,93245,23,36.29227,-119.829463
4455,90029,22,34.089848,-118.294661
4456,90036,22,34.07041,-118.350411
4457,90247,22,33.890853,-118.297967
4458,91767,22,34.083086,-117.737997
4459,92240,22,33.95154,-116.520104
4460,92337,22,34.049809,-117.470613
4461,92376,22,34.111605,-117.377406
4462,92591,22,33.535277,-117.104791
4463,93280,22,35.652242,-119.4464
4464,93454,22,34.923013,-120.259463
4465,90602,21,33.972782,-118.022066
4466,90605,21,33.950295,-118.024352
4467,91364,21,34.15404,-118.593153
4468,91710,21,34.004468,-117.684697
4469,91761,21,34.035602,-117.591528
4470,92220,21,33.948948,-116.832362
4471,92277,21,34.141358,-115.621168
4472,92411,21,34.122501,-117.320138
4473,93063,21,34.308729,-118.687223
4474,93552,21,34.570867,-118.023744
4475,90222,20,33.912246,-118.236773
4476,90249,20,33.90139,-118.315697
4477,91311,20,34.293338,-118.603118
4478,91343,20,34.237912,-118.482306
4479,91733,20,34.046243,-118.053748
4480,91801,20,34.090728,-118.127527
4481,92201,20,33.710984,-116.204844
4482,92532,20,33.692673,-117.302957
4483,92592,20,33.511228,-117.042396
4484,93309,20,35.342891,-119.064803
4485,93561,20,35.118772,-118.493811
4486,90059,19,33.926262,-118.249883
4487,90065,19,34.112272,-118.225496
4488,91325,19,34.237519,-118.517712
4489,91423,19,34.148617,-118.433298
4490,92506,19,33.934335,-117.367319
4491,92804,19,33.818246,-117.974985
4492,92880,19,33.925311,-117.607297
4493,93212,19,36.042151,-119.5277
4494,90022,18,34.023728,-118.156275
4495,90033,18,34.05038,-118.211991
4496,90034,18,34.030578,-118.399613
4497,90405,18,34.011312,-118.469762
4498,91303,18,34.198292,-118.600913
4499,92234,18,33.818256,-116.466743
4500,92883,18,33.748086,-117.468037
4501,93312,18,35.393478,-119.12046
4502,93551,18,34.604105,-118.239213
4503,90032,17,34.078195,-118.185501
4504,91040,17,34.261962,-118.336078
4505,91402,17,34.222506,-118.444689
4506,91765,17,33.98627,-117.821282
4507,93263,17,35.492805,-119.286861
4508,93436,17,34.595669,-120.352667
4509,93455,17,34.831792,-120.433509
4510,90023,16,34.022502,-118.199613
4511,90045,16,33.942108,-118.417488
4512,90068,16,34.129772,-118.330989
4513,90301,16,33.956526,-118.358654
4514,90621,16,33.874224,-117.993368
4515,90670,16,33.933565,-118.062611
4516,91106,16,34.139402,-118.128658
4517,91205,16,34.13658,-118.245839
4518,91326,16,34.281486,-118.556005
4519,91350,16,34.440891,-118.501747
4520,91411,16,34.178522,-118.459234
4521,91724,16,34.080444,-117.854734
4522,91744,16,34.031415,-117.93647
4523,91752,16,33.996484,-117.531269
4524,92879,16,33.882614,-117.528204
4525,90006,15,34.048041,-118.294177
4526,90024,15,34.065723,-118.434969
4527,90028,15,34.099912,-118.326912
4528,90260,15,33.88856,-118.351813
4529,90305,15,33.95889,-118.330548
4530,91324,15,34.238208,-118.55029
4531,91504,15,34.204568,-118.326365
4532,91602,15,34.150818,-118.368159
4533,91702,15,34.280333,-117.866141
4534,92373,15,34.011953,-117.159699
4535,93434,15,34.919894,-120.604969
4536,91745,14,33.999005,-117.972146
4537,92203,14,33.753959,-116.246487
4538,92595,14,33.617844,-117.259304
4539,92832,14,33.868649,-117.929055
4540,93003,14,34.283668,-119.223196
4541,93030,14,34.205247,-119.174092
4542,93654,14,36.658709,-119.401274
4543,90049,13,34.09254,-118.491064
4544,91042,13,34.322618,-118.23757
4545,91107,13,34.155533,-118.086178
4546,91773,13,34.110186,-117.81039
4547,91789,13,34.018195,-117.854821
4548,92262,13,33.860925,-116.566176
4549,92677,13,33.528868,-117.701175
4550,92801,13,33.844983,-117.952151
4551,93215,13,35.779507,-119.200825
4552,93618,13,36.521012,-119.389446
4553,93631,13,36.478239,-119.52137
4554,90012,12,34.065975,-118.238642
4555,90048,12,34.072924,-118.37271
4556,90604,12,33.927691,-118.013828
4557,91306,12,34.209532,-118.577563
4558,91356,12,34.155097,-118.547553
4559,91405,12,34.199824,-118.447609
4560,91604,12,34.140822,-118.392864
4561,91776,12,34.090776,-118.095091
4562,91792,12,34.022581,-117.902359
4563,92227,12,32.990121,-115.358757
4564,92508,12,33.891133,-117.326749
4565,92555,12,33.889702,-117.113427
4566,92562,12,33.547613,-117.34404
4567,92701,12,33.74822,-117.858473
4568,92704,12,33.721131,-117.90511
4569,92807,12,33.848733,-117.788357
4570,92840,12,33.787165,-117.931889
4571,93001,12,34.03734,-119.800786
4572,93505,12,35.16374,-117.886527
4573,90005,11,34.059163,-118.306892
4574,90041,11,34.137412,-118.207607
4575,90063,11,34.045105,-118.185914
4576,90240,11,33.955729,-118.118346
4577,90501,11,33.833744,-118.314022
4578,90603,11,33.945555,-117.990719
4579,90631,11,33.942708,-117.952483
4580,90712,11,33.849034,-118.147902
4581,91030,11,34.108957,-118.156615
4582,91104,11,34.165356,-118.123751
4583,91340,11,34.286687,-118.43508
4584,91708,11,33.952902,-117.639325
4585,91780,11,34.102077,-118.057754
4586,91791,11,34.061624,-117.892235
4587,92231,11,32.687552,-115.541028
4588,92316,11,34.059306,-117.390768
4589,92570,11,33.787292,-117.320673
4590,92582,11,33.807607,-117.015163
4591,92706,11,33.765301,-117.881976
4592,93203,11,35.112617,-118.832292
4593,93311,11,35.192404,-119.175866
4594,90039,10,34.111885,-118.261033
4595,90304,10,33.937886,-118.358559
4596,90703,10,33.867743,-118.069472
4597,90717,10,33.793809,-118.31717
4598,91355,10,34.439855,-118.644401
4599,91740,10,34.119367,-117.855054
4600,91768,10,34.063516,-117.790379
4601,91790,10,34.066964,-117.937007
4602,92602,10,33.754048,-117.752273
4603,92630,10,33.645736,-117.685503
4604,92782,10,33.739709,-117.784703
4605,93308,10,35.621087,-118.789677
4606,90057,9,34.061735,-118.276757
4607,90094,9,33.975414,-118.41699
4608,90212,9,34.06221,-118.401966
4609,90266,9,33.889151,-118.402127
4610,90713,9,33.847989,-118.112601
4611,91010,9,34.141586,-117.957627
4612,91016,9,34.1528,-118.000482
4613,91103,9,34.169538,-118.164941
4614,91302,9,34.123305,-118.671025
4615,91316,9,34.160236,-118.515472
4616,91722,9,34.097345,-117.906736
4617,91731,9,34.078573,-118.043456
4618,91755,9,34.050965,-118.114394
4619,92236,9,33.686145,-116.172918
4620,92586,9,33.708982,-117.198853
4621,92596,9,33.665848,-117.04966
4622,92692,9,33.606497,-117.643112
4623,92808,9,33.856459,-117.740176
4624,92833,9,33.879329,-117.961752
4625,92881,9,33.827409,-117.524128
4626,93221,9,36.295014,-119.026031
4627,90017,8,34.052913,-118.26434
4628,90035,8,34.051809,-118.383674
4629,90404,8,34.026608,-118.473643
4630,90638,8,33.902045,-118.008961
4631,90732,8,33.74212,-118.312878
4632,91001,8,34.194489,-118.138263
4633,91007,8,34.128284,-118.047732
4634,91201,8,34.17051,-118.289463
4635,91320,8,34.175969,-118.945127
4636,91321,8,34.36811,-118.489038
4637,91501,8,34.2044,-118.287527
4638,91741,8,34.156529,-117.841605
4639,92253,8,33.641767,-116.273943
4640,92583,8,33.795196,-116.932856
4641,92629,8,33.47512,-117.705675
4642,92647,8,33.723228,-118.008692
4643,92648,8,33.67901,-118.014603
4644,92707,8,33.709935,-117.870431
4645,93036,8,34.238786,-119.186492
4646,93314,8,35.393866,-119.244846
4647,90069,7,34.093828,-118.381697
4648,90210,7,34.100517,-118.414712
4649,90230,7,33.997862,-118.393617
4650,90291,7,33.993396,-118.465193
4651,90292,7,33.976582,-118.455222
4652,90606,7,33.977272,-118.066363
4653,90710,7,33.799904,-118.298661
4654,91345,7,34.265879,-118.456748
4655,91354,7,34.465755,-118.553789
4656,91362,7,34.193326,-118.818684
4657,91701,7,34.137564,-117.599945
4658,91711,7,34.128066,-117.714773
4659,91746,7,34.044416,-117.985366
4660,91803,7,34.074736,-118.145959
4661,92211,7,33.765401,-116.334205
4662,92233,7,33.172881,-115.553769
4663,92264,7,33.708592,-116.497622
4664,92606,7,33.705442,-117.8236
4665,92614,7,33.680302,-117.833295
4666,92618,7,33.666942,-117.732094
4667,92620,7,33.714796,-117.749139
4668,92688,7,33.619672,-117.612087
4669,92843,7,33.763905,-117.931382
4670,92870,7,33.881158,-117.854783
4671,93247,7,36.206269,-119.071075
4672,93444,7,35.037198,-120.504593
4673,90025,6,34.045421,-118.445873
4674,90245,6,33.91714,-118.404267
4675,90502,6,33.833181,-118.292062
4676,90716,6,33.830482,-118.073451
4677,90746,6,33.859171,-118.252272
4678,91011,6,34.222119,-118.205306
4679,91203,6,34.153338,-118.262974
4680,91403,6,34.147149,-118.463365
4681,91750,6,34.18001,-117.773939
4682,91775,6,34.115273,-118.088266
4683,92270,6,33.768584,-116.429988
4684,92313,6,34.031011,-117.312929
4685,92324,6,34.02452,-117.289255
4686,92325,6,34.243482,-117.281304
4687,92867,6,33.80098,-117.843772
4688,93021,6,34.295652,-118.897875
4689,93035,6,34.181971,-119.224985
4690,93202,6,36.313344,-119.708452
4691,93241,6,35.254701,-118.912678
4692,93543,6,34.481108,-117.982006
4693,93647,6,36.60076,-119.175485
4694,93656,6,36.450225,-119.934478
4695,93662,6,36.536573,-119.638651
4696,90056,5,33.988047,-118.370361
4697,90064,5,34.037251,-118.423573
4698,90278,5,33.873215,-118.37036
4699,90630,5,33.818477,-118.038307
4700,90701,5,33.8676,-118.080612
4701,90715,5,33.841027,-118.079141
4702,91006,5,34.136258,-118.026704
4703,91101,5,34.146671,-118.139455
