State,Month,Year,Number of Disconnections,Total Connections,Disconnection Rate
Rhode Island,November,2020,0,200000,0
Rhode Island,November,2021,33,200000,0.00033
Rhode Island,October,2020,0,200000,0
Rhode Island,October,2021,1656,200000,0.01656
Rhode Island,September,2020,0,200000,0
Rhode Island,September,2021,2105,200000,0.02105
South Carolina,April,2020,0,500000,0
South Carolina,April,2021,3612,500000,0.03612
South Carolina,August,2020,56,500000,0.00056
South Carolina,August,2021,3494,400000,0.03494
South Carolina,December,2020,10784,500000,0.10784
South Carolina,December,2021,3564,500000,0.03564
South Carolina,February,2020,4422,400000,0.04422
South Carolina,February,2021,3654,400000,0.03654
South Carolina,January,2020,4248,400000,0.04248
South Carolina,January,2021,3594,400000,0.03594
South Carolina,July,2020,36,500000,0.00036
South Carolina,July,2021,3011,400000,0.03011
South Carolina,June,2020,0,500000,0
South Carolina,June,2021,3638,500000,0.03638
South Carolina,March,2020,7844,500000,0.07844
South Carolina,March,2021,7798,500000,0.07798
South Carolina,May,2020,0,500000,0
South Carolina,May,2021,3491,500000,0.03491
South Carolina,November,2020,5040,400000,0.0504
South Carolina,November,2021,1360,400000,0.0136
South Carolina,October,2020,4458,400000,0.04458
South Carolina,October,2021,1703,400000,0.01703
South Carolina,September,2020,934,500000,0.00934
South Carolina,September,2021,6113,500000,0.06113
South Dakota,December,2020,1017,400000,0.01017
South Dakota,December,2021,190,200000,0.0019
South Dakota,February,2021,3,100000,0.00003
South Dakota,January,2021,21,100000,0.00021
South Dakota,June,2020,0,100000,0
South Dakota,June,2021,818,200000,0.00818
South Dakota,March,2021,166,300000,0.00166
South Dakota,November,2020,1,100000,0.00001
South Dakota,October,2020,75,100000,0.00075
South Dakota,September,2020,1516,300000,0.01516
South Dakota,September,2021,77,100000,0.00077
Utah,April,2020,0,100000,0
Utah,April,2021,225,100000,0.00225
Utah,August,2020,252,100000,0.00252
Utah,August,2021,219,100000,0.00219
Utah,December,2020,130,100000,0.0013
Utah,December,2021,68,100000,0.00068
Utah,February,2020,197,100000,0.00197
Utah,February,2021,186,100000,0.00186
Utah,January,2020,243,100000,0.00243
Utah,January,2021,201,100000,0.00201
Utah,July,2020,0,100000,0
Utah,July,2021,139,100000,0.00139
Utah,June,2020,0,100000,0
Utah,June,2021,188,100000,0.00188
Utah,March,2020,99,100000,0.00099
Utah,March,2021,273,100000,0.00273
Utah,May,2020,0,100000,0
Utah,May,2021,193,100000,0.00193
Utah,November,2020,202,100000,0.00202
Utah,November,2021,113,100000,0.00113
Utah,October,2020,256,100000,0.00256
Utah,October,2021,164,100000,0.00164
Utah,September,2020,183,100000,0.00183
Utah,September,2021,170,100000,0.0017
Vermont,April,2020,0,900000,0
Vermont,April,2021,0,1000000,0
Vermont,August,2020,0,900000,0
Vermont,August,2021,71,1000000,0.00071
Vermont,December,2020,37,900000,0.00037
Vermont,December,2021,121,900000,0.00121
Vermont,February,2020,237,900000,0.00237
Vermont,February,2021,0,1000000,0
Vermont,January,2020,206,900000,0.00206
Vermont,January,2021,0,1000000,0
Vermont,July,2020,0,900000,0
Vermont,July,2021,1,1000000,0.00001
Vermont,June,2020,0,900000,0
Vermont,June,2021,2,1000000,0.00002
Vermont,March,2020,141,900000,0.00141
Vermont,March,2021,0,1000000,0
Vermont,May,2020,0,900000,0
Vermont,May,2021,3,1000000,0.00003
Vermont,November,2020,250,900000,0.0025
Vermont,November,2021,53,1100000,0.00053
Vermont,October,2020,1,900000,0.00001
Vermont,October,2021,500,1100000,0.005
Vermont,September,2020,1,900000,0.00001
Vermont,September,2021,149,1100000,0.00149
Washington,April,2020,0,500000,0
Washington,April,2021,0,500000,0
Washington,August,2020,0,500000,0
Washington,August,2021,0,500000,0
Washington,December,2020,0,500000,0
Washington,December,2021,63,500000,0.00063
Washington,February,2020,91,300000,0.00091
Washington,February,2021,0,500000,0
Washington,January,2020,255,300000,0.00255
Washington,January,2021,0,500000,0
Washington,July,2020,0,500000,0
Washington,July,2021,0,500000,0
Washington,June,2020,0,500000,0
Washington,June,2021,0,500000,0
Washington,March,2020,793,400000,0.00793
Washington,March,2021,0,500000,0
Washington,May,2020,0,500000,0
Washington,May,2021,0,500000,0
Washington,November,2020,0,500000,0
Washington,November,2021,98,500000,0.00098
Washington,October,2020,0,500000,0
Washington,October,2021,3,500000,0.00003
Washington,September,2020,0,500000,0
Washington,September,2021,0,500000,0
"Washington, D.C.",April,2020,0,200000,0
"Washington, D.C.",April,2021,1,200000,0.00001
"Washington, D.C.",August,2020,0,200000,0
"Washington, D.C.",August,2021,0,200000,0
"Washington, D.C.",December,2020,0,200000,0
"Washington, D.C.",December,2021,0,100000,0
"Washington, D.C.",February,2020,2144,200000,0.02144
"Washington, D.C.",February,2021,0,200000,0
"Washington, D.C.",January,2020,465,200000,0.00465
"Washington, D.C.",January,2021,0,200000,0
"Washington, D.C.",July,2020,0,200000,0
"Washington, D.C.",July,2021,0,200000,0
"Washington, D.C.",June,2020,0,200000,0
"Washington, D.C.",June,2021,0,200000,0
"Washington, D.C.",March,2020,1133,200000,0.01133
"Washington, D.C.",March,2021,0,200000,0
"Washington, D.C.",May,2020,0,200000,0
"Washington, D.C.",May,2021,0,200000,0
"Washington, D.C.",November,2020,6,200000,0.00006
"Washington, D.C.",November,2021,0,200000,0
"Washington, D.C.",October,2020,3,200000,0.00003
"Washington, D.C.",October,2021,2,200000,0.00002
"Washington, D.C.",September,2020,0,200000,0
"Washington, D.C.",September,2021,0,200000,0
Wisconsin,June,2021,17795,200000,0.17795
Wisconsin,September,2021,31156,200000,0.31156
