State,Year,Month,Number of Disconnections,Total Connections,Disconnection Rate,code
Maine,2009,September,3568.0,570157.0,0.006257925448604507,ME
Maine,2010,April,1159.0,572888.0,0.0020230830459007695,ME
Maine,2010,August,4039.0,572888.0,0.007050243677647288,ME
Maine,2010,December,40.0,572888.0,6.982167544092388e-05,ME
Maine,2010,February,44.0,572888.0,7.680384298501627e-05,ME
Maine,2010,January,54.0,572888.0,9.425926184524723e-05,ME
Maine,2010,July,3423.0,572888.0,0.005974989875857061,ME
Maine,2010,June,4261.0,572888.0,0.007437753976344416,ME
Maine,2010,March,53.0,572888.0,9.251371995922414e-05,ME
Maine,2010,May,5257.0,572888.0,0.009176313694823421,ME
Maine,2010,November,1146.0,572888.0,0.002000391001382469,ME
Maine,2010,October,3475.0,572888.0,0.006065758053930262,ME
Maine,2010,September,4232.0,572888.0,0.007387133261649747,ME
Maine,2011,April,1315.0,574367.0,0.0022894769372195827,ME
Maine,2011,August,3546.0,574367.0,0.00617375301854041,ME
Maine,2011,December,46.0,574367.0,8.00881666251717e-05,ME
Maine,2011,February,25.0,574367.0,4.352617751368028e-05,ME
Maine,2011,January,28.0,574367.0,4.874931881532191e-05,ME
Maine,2011,July,3630.0,574367.0,0.0063200009749863765,ME
Maine,2011,June,4831.0,574367.0,0.008410998542743577,ME
Maine,2011,March,45.0,574367.0,7.83471195246245e-05,ME
Maine,2011,May,5981.0,574367.0,0.010413202708372869,ME
Maine,2011,November,2051.0,574367.0,0.00357088760322233,ME
Maine,2011,October,5006.0,574367.0,0.008715681785339338,ME
Maine,2011,September,4222.0,574367.0,0.007350700858510325,ME
Maine,2012,April,1729.0,545317.0,0.0031706328612531795,ME
Maine,2012,August,3752.0,545317.0,0.006880401674622284,ME
Maine,2012,December,12.0,545317.0,2.2005549065956133e-05,ME
Maine,2012,February,126.0,545317.0,0.0002310582651925394,ME
Maine,2012,January,104.0,545317.0,0.0001907147585716198,ME
Maine,2012,July,3173.0,545317.0,0.005818633932189901,ME
Maine,2012,June,3264.0,545317.0,0.005985509345940068,ME
Maine,2012,March,140.0,545317.0,0.0002567314057694882,ME
Maine,2012,May,5421.0,545317.0,0.009941006790545683,ME
Maine,2012,November,3952.0,545317.0,0.007247160825721553,ME
Maine,2012,October,6040.0,545317.0,0.01107612636319792,ME
Maine,2012,September,4490.0,545317.0,0.008233742942178586,ME
Maine,2013,April,4289.0,547060.0,0.007840090666471684,ME
Maine,2013,August,6086.0,547060.0,0.011124922311995028,ME
Maine,2013,December,62.0,547060.0,0.00011333308960625892,ME
Maine,2013,February,138.0,547060.0,0.00025225752202683434,ME
Maine,2013,January,79.0,547060.0,0.00014440829159507185,ME
Maine,2013,July,5952.0,547060.0,0.010879976602200855,ME
Maine,2013,June,5631.0,547060.0,0.01029320367052974,ME
Maine,2013,March,287.0,547060.0,0.0005246225276934888,ME
Maine,2013,May,7905.0,547060.0,0.014449968924798011,ME
Maine,2013,November,2595.0,547060.0,0.004743538185939385,ME
Maine,2013,October,7201.0,547060.0,0.013163089971849522,ME
Maine,2013,September,5699.0,547060.0,0.010417504478484992,ME
Maine,2014,April,2429.0,650323.0,0.003735067035919074,ME
Maine,2014,August,5647.0,650323.0,0.008683377337107868,ME
Maine,2014,December,131.0,650323.0,0.0002014383621677228,ME
Maine,2014,February,102.0,650323.0,0.0001568451369550208,ME
Maine,2014,January,136.0,650323.0,0.00020912684927336107,ME
Maine,2014,July,6075.0,650323.0,0.009341511833350503,ME
Maine,2014,June,7157.0,650323.0,0.011005300443010627,ME
Maine,2014,March,135.0,650323.0,0.00020758915185223342,ME
Maine,2014,May,8824.0,650323.0,0.013568642044030427,ME
Maine,2014,November,2483.0,650323.0,0.0038181026966599674,ME
Maine,2014,October,6325.0,650323.0,0.009725936188632418,ME
Maine,2014,September,7166.0,650323.0,0.011019139719800775,ME
Maine,2015,April,388.0,653073.0,0.0005941142873767557,ME
Maine,2015,August,536.0,653073.0,0.0008207352011184049,ME
Maine,2015,December,2.0,653073.0,3.0624447802925554e-06,ME
Maine,2015,February,3.0,653073.0,4.593667170438833e-06,ME
Maine,2015,January,6.0,653073.0,9.187334340877666e-06,ME
Maine,2015,July,122.0,653073.0,0.00018680913159784587,ME
Maine,2015,June,43.0,653073.0,6.584256277628994e-05,ME
Maine,2015,March,7.0,653073.0,1.0718556731023944e-05,ME
Maine,2015,May,434.0,653073.0,0.0006645505173234845,ME
Maine,2015,November,121.0,653073.0,0.0001852779092076996,ME
Maine,2015,October,277.0,653073.0,0.00042414860207051893,ME
Maine,2015,September,418.0,653073.0,0.0006400509590811441,ME
Maine,2016,April,1934.0,686287.0,0.002818062996967741,ME
Maine,2016,August,7438.0,686287.0,0.01083803131925856,ME
Maine,2016,December,31.0,686287.0,4.517060646639088e-05,ME
Maine,2016,February,227.0,686287.0,0.0003307654086409913,ME
Maine,2016,January,151.0,686287.0,0.00022002456698145235,ME
Maine,2016,July,5805.0,686287.0,0.008458560339916099,ME
Maine,2016,June,9098.0,686287.0,0.01325684443971691,ME
Maine,2016,March,313.0,686287.0,0.00045607741367678536,ME
Maine,2016,May,9314.0,686287.0,0.013571581568644022,ME
Maine,2016,November,4330.0,686287.0,0.006309313741918469,ME
Maine,2016,October,6342.0,686287.0,0.009241031813221,ME
Maine,2016,September,6755.0,686287.0,0.009842820860660337,ME
Maine,2017,April,1986.0,689264.0,0.0028813342928108825,ME
Maine,2017,August,6903.0,689264.0,0.010015030525313958,ME
Maine,2017,December,8.0,689264.0,1.1606583254021681e-05,ME
Maine,2017,February,120.0,689264.0,0.00017409874881032521,ME
Maine,2017,January,52.0,689264.0,7.544279115114092e-05,ME
Maine,2017,July,6734.0,689264.0,0.00976984145407275,ME
Maine,2017,June,8202.0,689264.0,0.011899649481185728,ME
Maine,2017,March,189.0,689264.0,0.0002742055293762622,ME
Maine,2017,May,10862.0,689264.0,0.015758838413147937,ME
Maine,2017,November,56.0,689264.0,8.124608277815177e-05,ME
Maine,2017,October,4555.0,689264.0,0.006608498340258595,ME
Maine,2017,September,4969.0,689264.0,0.007209139023654216,ME
Maine,2018,April,263.0,688850.0,0.0003817957465340785,ME
Maine,2018,August,658.0,688850.0,0.0009552152137620672,ME
Maine,2018,December,8.0,688850.0,1.1613558829933948e-05,ME
Maine,2018,February,18.0,688850.0,2.613050736735138e-05,ME
Maine,2018,January,15.0,688850.0,2.1775422806126154e-05,ME
Maine,2018,July,509.0,688850.0,0.0007389126805545474,ME
Maine,2018,June,594.0,688850.0,0.0008623067431225957,ME
Maine,2018,March,13.0,688850.0,1.8872033098642664e-05,ME
Maine,2018,May,745.0,688850.0,0.001081512666037599,ME
Maine,2018,November,213.0,688850.0,0.00030921100384699135,ME
Maine,2018,October,589.0,688850.0,0.0008550482688538869,ME
Maine,2018,September,399.0,688850.0,0.0005792262466429557,ME
Maine,2019,April,282.0,693187.0,0.0004068166310101026,ME
Maine,2019,August,3888.0,693187.0,0.005608876104139287,ME
Maine,2019,December,12.0,693187.0,1.7311346000429897e-05,ME
Maine,2019,February,10.0,693187.0,1.4426121667024915e-05,ME
Maine,2019,January,14.0,693187.0,2.0196570333834882e-05,ME
Maine,2019,July,1903.0,693187.0,0.0027452909532348414,ME
Maine,2019,June,1869.0,693187.0,0.0026962421395669567,ME
Maine,2019,March,13.0,693187.0,1.875395816713239e-05,ME
Maine,2019,May,892.0,693187.0,0.0012868100526986224,ME
Maine,2019,November,1904.0,693187.0,0.002746733565401544,ME
Maine,2019,October,7413.0,693187.0,0.010694083991765569,ME
Maine,2019,September,8959.0,693187.0,0.012924362401487621,ME
Maine,2020,April,0.0,704886.0,0.0,ME
Maine,2020,August,0.0,704886.0,0.0,ME
Maine,2020,December,6.0,704886.0,8.512014708761416e-06,ME
Maine,2020,February,27.0,704886.0,3.8304066189426374e-05,ME
Maine,2020,January,24.0,704886.0,3.4048058835045664e-05,ME
Maine,2020,July,0.0,704886.0,0.0,ME
Maine,2020,June,0.0,704886.0,0.0,ME
Maine,2020,March,10.0,704886.0,1.4186691181269028e-05,ME
Maine,2020,May,0.0,704886.0,0.0,ME
Maine,2020,November,0.0,704886.0,0.0,ME
Maine,2020,October,0.0,704886.0,0.0,ME
Maine,2020,September,0.0,704886.0,0.0,ME
Maine,2021,April,1052.0,710691.0,0.0014802495036520793,ME
Maine,2021,August,5441.0,710691.0,0.00765592922944008,ME
Maine,2021,December,0.0,710691.0,0.0,ME
Maine,2021,February,9.0,710691.0,1.2663731495122352e-05,ME
Maine,2021,January,16.0,710691.0,2.251330043577307e-05,ME
Maine,2021,July,6455.0,710691.0,0.009082709644557199,ME
Maine,2021,June,8535.0,710691.0,0.012009438701207699,ME
Maine,2021,March,12.0,710691.0,1.6884975326829804e-05,ME
Maine,2021,May,9335.0,710691.0,0.01313510372299635,ME
Maine,2021,November,481.0,710691.0,0.0006768060943504279,ME
Maine,2021,October,6462.0,710691.0,0.00909255921349785,ME
Maine,2021,September,7619.0,710691.0,0.01072055225125969,ME
Maryland,2020,April,0.0,,,MD
Maryland,2020,August,0.0,,,MD
Maryland,2020,December,408.0,1971462.0,0.0002069530125358744,MD
Maryland,2020,February,6043.0,,,MD
Maryland,2020,January,6803.0,,,MD
Maryland,2020,July,0.0,,,MD
Maryland,2020,June,0.0,,,MD
Maryland,2020,March,4193.0,,,MD
Maryland,2020,May,0.0,,,MD
Maryland,2020,November,116.0,1971109.0,5.8850119399789664e-05,MD
Maryland,2020,October,189.0,1970978.0,9.589148128492555e-05,MD
Maryland,2020,September,0.0,1961106.0,0.0,MD
Maryland,2021,April,11346.0,1979602.0,0.005731455110673762,MD
Maryland,2021,August,12172.0,1991027.0,0.006113427894247542,MD
Maryland,2021,December,8401.0,1989283.0,0.004223129640176888,MD
Maryland,2021,February,1490.0,1975139.0,0.0007543772868643675,MD
Maryland,2021,January,1040.0,1973515.0,0.0005269785129578443,MD
Maryland,2021,July,10894.0,1989627.0,0.005475398152518035,MD
Maryland,2021,June,13305.0,1986944.0,0.0066962128776653996,MD
Maryland,2021,March,3560.0,1976592.0,0.0018010798384289727,MD
Maryland,2021,May,11834.0,,,MD
Maryland,2021,November,10418.0,1988606.0,0.005238845703975549,MD
Maryland,2021,October,13754.0,1989763.0,0.00691238102226245,MD
Maryland,2021,September,11598.0,1990658.0,0.0058262142467465534,MD
Maryland,2022,April,6042.0,1952169.0,0.0030950189251033084,MD
Maryland,2022,August,12750.0,2012726.0,0.006334692352560656,MD
Maryland,2022,February,2386.0,1990060.0,0.0011989588253620493,MD
Maryland,2022,January,1048.0,1986998.0,0.0005274288147245241,MD
Maryland,2022,July,10538.0,2007594.0,0.0052490692839289215,MD
Maryland,2022,June,11725.0,2005255.0,0.005847136648456181,MD
Maryland,2022,March,3236.0,1991931.0,0.0016245542641788295,MD
Maryland,2022,May,7966.0,1999688.0,0.003983621444945412,MD
Massachusetts,2019,April,11645.0,4402704.03,0.002644965439568737,MA
Massachusetts,2019,August,12103.0,4403431.76,0.0027485381083775444,MA
Massachusetts,2019,December,1030.0,4416754.25,0.00023320292271185338,MA
Massachusetts,2019,July,10398.0,4403708.83,0.002361191532274853,MA
Massachusetts,2019,June,11092.0,4405588.95,0.0025177110542734587,MA
Massachusetts,2019,March,4609.0,4389001.7,0.001050124906536263,MA
Massachusetts,2019,May,14047.0,4403772.1899999995,0.003189765363407684,MA
Massachusetts,2019,November,3270.0,4413127.9399999995,0.0007409710401461871,MA
Massachusetts,2019,October,10517.0,4389196.77,0.002396110393565245,MA
Massachusetts,2019,September,14321.0,4406923.38,0.003249659402973328,MA
Massachusetts,2020,April,0.0,4460764.96,0.0,MA
Massachusetts,2020,August,0.0,4444292.73,0.0,MA
Massachusetts,2020,December,170.0,4132573.1399999997,4.113659800828111e-05,MA
Massachusetts,2020,February,4218.0,4430606.52,0.0009520141274021328,MA
Massachusetts,2020,January,3769.0,4450436.29,0.0008468832614161521,MA
Massachusetts,2020,July,0.0,4456377.83,0.0,MA
Massachusetts,2020,June,0.0,4460900.59,0.0,MA
Massachusetts,2020,March,1991.0,4430336.33,0.0004494015469024222,MA
Massachusetts,2020,May,0.0,4460566.73,0.0,MA
Massachusetts,2020,November,98.0,4076601.69,2.403963091130446e-05,MA
Massachusetts,2020,October,36.0,4139255.71,8.697215761043185e-06,MA
Massachusetts,2020,September,10.0,4445019.46,2.2497089360324194e-06,MA
Massachusetts,2021,April,299.0,4109319.87,7.276143241679553e-05,MA
Massachusetts,2021,August,9815.0,4108727.88,0.00238881724140855,MA
Massachusetts,2021,December,1903.0,4157863.81,0.0004576869486256694,MA
Massachusetts,2021,February,191.0,4116752.05,4.6395798843411036e-05,MA
Massachusetts,2021,January,304.0,4113806.02,7.389750477345065e-05,MA
Massachusetts,2021,July,5422.0,4116422.84,0.0013171630346896046,MA
Massachusetts,2021,June,276.0,4121421.41,6.696718741993432e-05,MA
Massachusetts,2021,March,274.0,4119882.0,6.650675917417053e-05,MA
Massachusetts,2021,May,265.0,4120372.85,6.431456803721051e-05,MA
Massachusetts,2021,November,5335.0,3448760.3899999997,0.0015469326356998669,MA
Massachusetts,2021,October,9725.0,3391760.29,0.0028672427201510754,MA
Massachusetts,2021,September,13888.0,4115491.95,0.0033745661925058557,MA
Massachusetts,2022,April,3991.0,4142421.59,0.0009634461179988201,MA
Massachusetts,2022,August,3023.0,2325132.0,0.001300141239293081,MA
Massachusetts,2022,February,1265.0,4162556.05,0.0003038998117514838,MA
Massachusetts,2022,January,798.0,4176628.79,0.00019106318519630756,MA
Massachusetts,2022,July,7780.0,4191451.52,0.001856158889796726,MA
Massachusetts,2022,June,6578.0,4150916.48,0.001584710275837687,MA
Massachusetts,2022,March,2371.0,4150663.2800000003,0.0005712340028700184,MA
Massachusetts,2022,May,7134.0,4128462.91,0.0017280038977024502,MA
Michigan,2020,April,3797.0,,,MI
Michigan,2020,August,3048.0,,,MI
Michigan,2020,December,3137.0,,,MI
Michigan,2020,February,0.0,,,MI
Michigan,2020,January,0.0,,,MI
Michigan,2020,July,2686.0,,,MI
Michigan,2020,June,2665.0,,,MI
Michigan,2020,March,0.0,,,MI
Michigan,2020,May,2931.0,,,MI
Michigan,2020,November,3701.0,,,MI
Michigan,2020,October,3720.0,,,MI
Michigan,2020,September,2555.0,,,MI
Michigan,2021,April,7573.0,,,MI
Michigan,2021,August,13001.0,,,MI
Michigan,2021,December,10304.0,,,MI
Michigan,2021,February,4883.0,,,MI
Michigan,2021,January,3782.0,,,MI
Michigan,2021,July,11566.0,,,MI
Michigan,2021,June,10059.0,,,MI
Michigan,2021,March,6623.0,,,MI
Michigan,2021,May,9146.0,,,MI
Michigan,2021,November,11164.0,,,MI
Michigan,2021,October,12685.0,,,MI
Michigan,2021,September,13893.0,,,MI
Minnesota,2020,April,0.0,1465934.0,0.0,MN
Minnesota,2020,August,0.0,1368040.0,0.0,MN
Minnesota,2020,December,0.0,1378398.0,0.0,MN
Minnesota,2020,February,3983.0,1464418.0,0.002719851845579609,MN
Minnesota,2020,January,3699.0,1462016.0,0.0025300680703904746,MN
Minnesota,2020,July,0.0,1367679.0,0.0,MN
Minnesota,2020,June,0.0,1657404.0,0.0,MN
Minnesota,2020,March,2577.0,1466118.0,0.001757702995256862,MN
Minnesota,2020,May,0.0,1467554.0,0.0,MN
Minnesota,2020,November,0.0,1375887.0,0.0,MN
Minnesota,2020,October,0.0,1372851.0,0.0,MN
Minnesota,2020,September,0.0,,,MN
Minnesota,2021,April,0.0,,,MN
Minnesota,2021,August,7663.0,,,MN
Minnesota,2021,December,687.0,,,MN
Minnesota,2021,February,0.0,,,MN
Minnesota,2021,January,0.0,,,MN
Minnesota,2021,July,0.0,,,MN
Minnesota,2021,June,0.0,,,MN
Minnesota,2021,March,0.0,,,MN
Minnesota,2021,May,0.0,,,MN
Minnesota,2021,November,1139.0,,,MN
Minnesota,2021,October,1241.0,,,MN
Minnesota,2021,September,4369.0,,,MN
Minnesota,2022,April,1775.0,2424897.0,0.0007319898535896577,MN
Minnesota,2022,August,5615.0,2641803.0,0.0021254423588738447,MN
Minnesota,2022,December,0.0,,,MN
Minnesota,2022,February,1065.0,2420428.0,0.00044000482559282904,MN
Minnesota,2022,January,890.0,2417894.0,0.0003680889236666289,MN
Minnesota,2022,July,4958.0,2640882.0,0.0018774030797286663,MN
Minnesota,2022,June,6238.0,2640955.0,0.0023620243434666626,MN
Minnesota,2022,March,2346.0,2421118.0,0.0009689738377063819,MN
Minnesota,2022,May,6576.0,2641332.0,0.0024896529478308674,MN
Minnesota,2022,November,0.0,,,MN
Minnesota,2022,October,1654.0,2598627.0,0.0006364899618144505,MN
Minnesota,2022,September,4547.0,2644452.0,0.0017194488688015513,MN
Missouri,2019,April,0.0,,,MO
Missouri,2019,August,17372.0,,,MO
Missouri,2019,December,2626.0,,,MO
Missouri,2019,February,0.0,,,MO
Missouri,2019,January,0.0,,,MO
Missouri,2019,July,0.0,,,MO
Missouri,2019,June,0.0,,,MO
Missouri,2019,March,0.0,,,MO
Missouri,2019,May,0.0,,,MO
Missouri,2019,November,8246.0,,,MO
Missouri,2019,October,18926.0,,,MO
Missouri,2019,September,20340.0,,,MO
Missouri,2020,April,0.0,,,MO
Missouri,2020,August,18451.0,,,MO
Missouri,2020,December,1688.0,,,MO
Missouri,2020,February,4109.0,,,MO
Missouri,2020,January,3599.0,,,MO
Missouri,2020,July,7457.0,,,MO
Missouri,2020,June,0.0,,,MO
Missouri,2020,March,7564.0,,,MO
Missouri,2020,May,0.0,,,MO
Missouri,2020,November,8182.0,,,MO
Missouri,2020,October,18358.0,,,MO
Missouri,2020,September,19211.0,,,MO
Missouri,2021,April,9721.0,,,MO
Missouri,2021,August,16818.0,,,MO
Missouri,2021,December,5878.0,,,MO
Missouri,2021,February,1366.0,,,MO
Missouri,2021,January,1024.0,,,MO
Missouri,2021,July,12399.0,,,MO
Missouri,2021,June,13832.0,,,MO
Missouri,2021,March,8412.0,,,MO
Missouri,2021,May,19418.0,,,MO
Missouri,2021,November,5278.0,,,MO
Missouri,2021,October,18370.0,,,MO
Missouri,2021,September,20079.0,,,MO
Missouri,2022,April,18824.0,,,MO
Missouri,2022,August,0.0,,,MO
Missouri,2022,December,0.0,,,MO
Missouri,2022,February,4489.0,,,MO
Missouri,2022,January,365.0,,,MO
Missouri,2022,July,0.0,,,MO
Missouri,2022,June,19238.0,,,MO
Missouri,2022,March,8172.0,,,MO
Missouri,2022,May,19575.0,,,MO
Missouri,2022,November,0.0,,,MO
Missouri,2022,October,0.0,,,MO
Missouri,2022,September,0.0,,,MO
New Hampshire,2009,April,0.0,,,NH
New Hampshire,2009,August,65.0,21601.0,0.0030091199481505487,NH
New Hampshire,2009,December,10.0,21857.0,0.0004575193301917006,NH
New Hampshire,2009,February,0.0,,,NH
New Hampshire,2009,January,0.0,,,NH
New Hampshire,2009,July,0.0,,,NH
New Hampshire,2009,June,0.0,,,NH
New Hampshire,2009,March,0.0,,,NH
New Hampshire,2009,May,0.0,,,NH
New Hampshire,2009,November,2.0,21761.0,9.190754101374018e-05,NH
New Hampshire,2009,October,28.0,21616.0,0.0012953367875647669,NH
New Hampshire,2009,September,68.0,21616.0,0.003145817912657291,NH
New Hampshire,2010,April,3678.0,573100.0,0.006417728145175362,NH
New Hampshire,2010,August,3543.0,577586.0,0.006134151451039326,NH
New Hampshire,2010,December,145.0,575473.0,0.00025196664309185663,NH
New Hampshire,2010,February,186.0,572926.0,0.00032464925662301937,NH
New Hampshire,2010,January,154.0,572439.0,0.00026902429778544087,NH
New Hampshire,2010,July,2895.0,577630.0,0.005011858802347524,NH
New Hampshire,2010,June,5231.0,576963.0,0.009066439269069247,NH
New Hampshire,2010,March,311.0,573517.0,0.0005422681454952512,NH
New Hampshire,2010,May,5429.0,576686.0,0.009414135248644843,NH
New Hampshire,2010,November,1327.0,574044.0,0.002311669488749991,NH
New Hampshire,2010,October,3333.0,577602.0,0.005770409382238982,NH
New Hampshire,2010,September,3309.0,577819.0,0.005726706806110564,NH
New Hampshire,2011,April,3142.0,616466.0,0.005096793659342121,NH
New Hampshire,2011,August,2815.0,619079.0,0.004547077190471652,NH
New Hampshire,2011,December,152.0,617366.0,0.00024620727412912274,NH
New Hampshire,2011,February,205.0,616902.0,0.0003323056174238372,NH
New Hampshire,2011,January,155.0,616450.0,0.0002514396950279828,NH
New Hampshire,2011,July,3853.0,618619.0,0.006228389364051217,NH
New Hampshire,2011,June,4927.0,618649.0,0.007964128285990925,NH
New Hampshire,2011,March,311.0,616660.0,0.0005043297765381247,NH
New Hampshire,2011,May,5375.0,618731.0,0.008687135443350988,NH
New Hampshire,2011,November,1019.0,615890.0,0.0016545162285473056,NH
New Hampshire,2011,October,3086.0,618744.0,0.004987523111335221,NH
New Hampshire,2011,September,3626.0,618319.0,0.005864286881043603,NH
New Hampshire,2012,April,3154.0,619043.0,0.005094961093171234,NH
New Hampshire,2012,August,3751.0,622789.0,0.006022906634510244,NH
New Hampshire,2012,December,118.0,622876.732,0.00018944358319681142,NH
New Hampshire,2012,February,239.0,614229.0,0.0003891056918510849,NH
New Hampshire,2012,January,170.0,620701.0,0.0002738838829001403,NH
New Hampshire,2012,July,3315.0,619820.0,0.0053483269336258915,NH
New Hampshire,2012,June,3744.0,623104.0,0.006008627773212818,NH
New Hampshire,2012,March,280.0,620812.0,0.0004510222096222367,NH
New Hampshire,2012,May,5740.0,620277.0,0.009253930098971911,NH
New Hampshire,2012,November,1478.0,613281.464,0.002409986420199388,NH
New Hampshire,2012,October,3223.0,617488.0,0.005219534630632498,NH
New Hampshire,2012,September,3121.0,620667.0,0.005028461316615834,NH
New Hampshire,2013,April,3538.0,618353.0,0.005721650901669434,NH
New Hampshire,2013,August,3321.0,623350.0,0.005327665035694233,NH
New Hampshire,2013,December,78.0,618300.0,0.00012615235322658905,NH
New Hampshire,2013,February,214.0,621405.0,0.00034438087881494354,NH
New Hampshire,2013,January,160.0,622425.0,0.0002570590834237057,NH
New Hampshire,2013,July,2903.0,621582.0,0.004670341161745353,NH
New Hampshire,2013,June,3483.0,621775.0,0.005601704796751236,NH
New Hampshire,2013,March,235.0,618343.0,0.0003800479669050996,NH
New Hampshire,2013,May,4821.0,620506.0,0.007769465565200014,NH
New Hampshire,2013,November,1233.0,623221.0,0.0019784314071573327,NH
New Hampshire,2013,October,3395.0,623161.0,0.005448030284308549,NH
New Hampshire,2013,September,3199.0,622524.0,0.005138757702514281,NH
New Hampshire,2014,April,3324.0,630510.0,0.005271922729219203,NH
New Hampshire,2014,August,3448.0,625774.0,0.005509976445170301,NH
New Hampshire,2014,December,578.0,621350.0,0.0009302325581395349,NH
New Hampshire,2014,February,171.0,621808.0,0.0002750045029977099,NH
New Hampshire,2014,January,164.0,622801.0,0.00026332648791508044,NH
New Hampshire,2014,July,3521.0,620299.0,0.005676294819111428,NH
New Hampshire,2014,June,3764.0,627776.0,0.005995769191558773,NH
New Hampshire,2014,March,263.0,620117.0,0.00042411351406266884,NH
New Hampshire,2014,May,4561.0,629965.0,0.007240084766614018,NH
New Hampshire,2014,November,1740.0,630222.0,0.0027609318621057343,NH
New Hampshire,2014,October,3641.0,625930.0,0.005816944386752512,NH
New Hampshire,2014,September,3883.0,622591.0,0.006236839273294988,NH
New Hampshire,2015,April,4704.0,626231.0,0.007511605142511309,NH
New Hampshire,2015,August,3112.0,628173.0,0.004954049282602086,NH
New Hampshire,2015,December,186.0,630858.0,0.0002948365559285925,NH
New Hampshire,2015,February,80.0,621146.0,0.0001287941965335042,NH
New Hampshire,2015,January,95.0,637055.0,0.0001491237020351461,NH
New Hampshire,2015,July,3463.0,630286.0,0.005494331144908819,NH
New Hampshire,2015,June,5086.0,645185.0,0.007883010299371497,NH
New Hampshire,2015,March,210.0,628931.0,0.0003338999031690281,NH
New Hampshire,2015,May,4879.0,616898.0,0.007908924976252152,NH
New Hampshire,2015,November,1790.0,624303.0,0.002867197498650495,NH
New Hampshire,2015,October,3417.0,628398.0,0.0054376366570230966,NH
New Hampshire,2015,September,4288.0,629625.0,0.006810403017669248,NH
New Hampshire,2016,April,3625.0,634564.0,0.005712583758297036,NH
New Hampshire,2016,August,5073.0,634856.0,0.007990788462265459,NH
New Hampshire,2016,December,208.0,638578.0,0.00032572371738456385,NH
New Hampshire,2016,February,312.0,630049.0,0.0004951995797152285,NH
New Hampshire,2016,January,207.0,631420.0,0.0003278325045136359,NH
New Hampshire,2016,July,2543.0,638172.0,0.0039848191396676755,NH
New Hampshire,2016,June,4861.0,637494.0,0.007625169805519738,NH
New Hampshire,2016,March,395.0,631469.0,0.0006255255602412786,NH
New Hampshire,2016,May,5005.0,634189.0,0.007891969113308493,NH
New Hampshire,2016,November,2396.0,627764.0,0.003816720933344378,NH
New Hampshire,2016,October,4409.0,637673.0,0.006914202106722411,NH
New Hampshire,2016,September,4497.0,636048.0,0.007070221115387518,NH
New Hampshire,2017,April,4493.0,677579.0,0.006630961113021507,NH
New Hampshire,2017,August,3036.0,679563.0,0.004467576957544775,NH
New Hampshire,2017,December,129.0,682173.0,0.00018910159153176688,NH
New Hampshire,2017,February,257.0,671870.0,0.0003825144745263221,NH
New Hampshire,2017,January,205.0,675814.0,0.00030333790066497585,NH
New Hampshire,2017,July,2996.0,677650.0,0.004421161366487124,NH
New Hampshire,2017,June,4173.0,681769.0,0.006120841516701405,NH
New Hampshire,2017,March,346.0,675498.0,0.0005122146919754019,NH
New Hampshire,2017,May,6828.0,676186.0,0.010097813323552987,NH
New Hampshire,2017,November,1058.0,676739.0,0.0015633796781329287,NH
New Hampshire,2017,October,2670.0,674688.0,0.0039573847467273765,NH
New Hampshire,2017,September,2870.0,679893.0,0.0042212524617844275,NH
New Hampshire,2018,April,3587.0,682613.597307402,0.005254803030805528,NH
New Hampshire,2018,August,3014.0,682386.0,0.004416854976508897,NH
New Hampshire,2018,December,116.0,688441.0,0.00016849664677147353,NH
New Hampshire,2018,February,242.0,678651.0,0.0003565897641055565,NH
New Hampshire,2018,January,168.0,681003.0,0.00024669494848040315,NH
New Hampshire,2018,July,2832.0,684025.0,0.0041401995541098646,NH
New Hampshire,2018,June,3143.0,687693.0,0.004570353340807598,NH
New Hampshire,2018,March,213.0,682937.455589984,0.00031188800417454197,NH
New Hampshire,2018,May,3675.0,683321.0,0.005378145849461673,NH
New Hampshire,2018,November,1189.0,678601.0,0.0017521341701530059,NH
New Hampshire,2018,October,2329.0,683520.0,0.003407361891385768,NH
New Hampshire,2018,September,3102.0,684218.0,0.00453364278636341,NH
New Hampshire,2019,April,926.0,646226.0,0.0014329352269948903,NH
New Hampshire,2019,August,3184.0,653233.0,0.0048742179283655295,NH
New Hampshire,2019,December,105.0,656569.0,0.00015992226254970916,NH
New Hampshire,2019,February,38.0,647156.0,5.871845428304767e-05,NH
New Hampshire,2019,January,173.0,653346.0,0.0002647907846684605,NH
New Hampshire,2019,July,906.0,651348.0,0.0013909615136609,NH
New Hampshire,2019,June,757.0,652890.0,0.0011594602459832437,NH
New Hampshire,2019,March,69.0,647285.0,0.00010659910240465946,NH
New Hampshire,2019,May,944.0,652058.0,0.0014477239754745743,NH
New Hampshire,2019,November,1119.0,647651.0,0.00172778240132417,NH
New Hampshire,2019,October,3928.0,648185.0,0.006059998302953632,NH
New Hampshire,2019,September,3837.0,650363.0,0.005899782121676664,NH
New Hampshire,2020,April,0.0,,,NH
New Hampshire,2020,August,0.0,,,NH
New Hampshire,2020,December,40.0,,,NH
New Hampshire,2020,February,128.0,,,NH
New Hampshire,2020,January,101.0,,,NH
New Hampshire,2020,July,0.0,,,NH
New Hampshire,2020,June,0.0,,,NH
New Hampshire,2020,March,86.0,,,NH
New Hampshire,2020,May,0.0,,,NH
New Hampshire,2020,November,229.0,,,NH
New Hampshire,2020,October,26.0,,,NH
